Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
1.0,1.0,physical-dynamics,,negation,1.0,The speck on the wheel is rotating.,Is the wheel rolling?,Yes,-0.27509811520576477,-1.506200909614563,-15.274587631225586,-12.621665000915527,14.999489516019821,11.115464091300964,Yes,True
2.0,1.0,physical-dynamics,,negation,1.0,The speck on the wheel is rotating.,Is the wheel sliding?,No,-1.210163950920105,-0.39409205317497253,-15.274587631225586,-12.621665000915527,14.064423680305481,12.227572947740555,Yes,False
3.0,1.0,physical-dynamics,,negation,2.0,The speck on the wheel is not rotating.,Is the wheel rolling?,No,-3.623297929763794,-0.03941776230931282,-15.274587631225586,-12.621665000915527,11.651289701461792,12.582247238606215,No,True
4.0,1.0,physical-dynamics,,negation,2.0,The speck on the wheel is not rotating.,Is the wheel sliding?,Yes,-0.29808273911476135,-1.4291720390319824,-15.274587631225586,-12.621665000915527,14.976504892110825,11.192492961883545,Yes,True
5.0,2.0,physical-dynamics,,other,1.0,"In a moment, the top of the wheel will touch the floor.",Is the wheel rolling?,Yes,-0.5769729018211365,-0.9056036472320557,-15.274587631225586,-12.621665000915527,14.69761472940445,11.716061353683472,Yes,True
6.0,2.0,physical-dynamics,,other,1.0,"In a moment, the top of the wheel will touch the floor.",Is the wheel sliding?,No,-1.9366955757141113,-0.1987691968679428,-15.274587631225586,-12.621665000915527,13.337892055511475,12.422895804047585,Yes,False
7.0,2.0,physical-dynamics,,other,2.0,"In a moment, the top of the wheel will remain at the top.",Is the wheel rolling?,No,-1.6477547883987427,-0.22718995809555054,-15.274587631225586,-12.621665000915527,13.626832842826843,12.394475042819977,Yes,False
8.0,2.0,physical-dynamics,,other,2.0,"In a moment, the top of the wheel will remain at the top.",Is the wheel sliding?,Yes,-2.9839236736297607,-0.05857757106423378,-15.274587631225586,-12.621665000915527,12.290663957595825,12.563087429851294,No,False
9.0,3.0,physical-dynamics,,other,1.0,The wheel is moving forward on a surface. The surface is very flat.,Is the wheel rolling?,Yes,-0.08466241508722305,-2.7178096771240234,-15.274587631225586,-12.621665000915527,15.189925216138363,9.903855323791504,Yes,True
10.0,3.0,physical-dynamics,,other,1.0,The wheel is moving forward on a surface. The surface is very flat.,Is the wheel sliding?,No,-2.124511957168579,-0.15207532048225403,-15.274587631225586,-12.621665000915527,13.150075674057007,12.469589680433273,Yes,False
11.0,3.0,physical-dynamics,,other,2.0,The wheel is moving forward on a surface. The surface is very slippery.,Is the wheel rolling?,No,-0.26255741715431213,-1.5539830923080444,-15.274587631225586,-12.621665000915527,15.012030214071274,11.067681908607483,Yes,False
12.0,3.0,physical-dynamics,,other,2.0,The wheel is moving forward on a surface. The surface is very slippery.,Is the wheel sliding?,Yes,-0.3431036174297333,-1.3745955228805542,-15.274587631225586,-12.621665000915527,14.931484013795853,11.247069478034973,Yes,True
13.0,4.0,physical-dynamics,,antonym,1.0,The wheel is moving down.,Is the wheel falling?,Yes,-0.29413145780563354,-1.3979378938674927,-15.274587631225586,-12.621665000915527,14.980456173419952,11.223727107048035,Yes,True
14.0,4.0,physical-dynamics,,antonym,1.0,The wheel is moving down.,Is the wheel rising?,No,-5.280184268951416,-0.012160240672528744,-15.274587631225586,-12.621665000915527,9.99440336227417,12.609504760242999,No,True
15.0,4.0,physical-dynamics,,antonym,2.0,The wheel is moving up.,Is the wheel falling?,No,-3.3897552490234375,-0.03942639380693436,-15.274587631225586,-12.621665000915527,11.884832382202148,12.582238607108593,No,True
16.0,4.0,physical-dynamics,,antonym,2.0,The wheel is moving up.,Is the wheel rising?,Yes,-0.05003778636455536,-3.1709775924682617,-15.274587631225586,-12.621665000915527,15.22454984486103,9.450687408447266,Yes,True
17.0,5.0,physical-dynamics,,antonym,1.0,The wheel is getting closer to the ground.,Is the wheel falling?,Yes,-0.5499609708786011,-0.8782772421836853,-15.274587631225586,-12.621665000915527,14.724626660346985,11.743387758731842,Yes,True
18.0,5.0,physical-dynamics,,antonym,1.0,The wheel is getting closer to the ground.,Is the wheel rising?,No,-6.217919826507568,-0.007655042223632336,-15.274587631225586,-12.621665000915527,9.056667804718018,12.614009958691895,No,True
19.0,5.0,physical-dynamics,,antonym,2.0,The wheel is getting closer to the sky.,Is the wheel falling?,No,-0.39926305413246155,-1.1396992206573486,-15.274587631225586,-12.621665000915527,14.875324577093124,11.481965780258179,Yes,False
20.0,5.0,physical-dynamics,,antonym,2.0,The wheel is getting closer to the sky.,Is the wheel rising?,Yes,-0.1511029601097107,-2.045858144760132,-15.274587631225586,-12.621665000915527,15.123484671115875,10.575806856155396,Yes,True
21.0,6.0,physical-dynamics,,antonym,1.0,The wheel is losing altitude.,Is the wheel sinking?,Yes,-0.10738269239664078,-2.374244213104248,-15.274587631225586,-12.621665000915527,15.167204938828945,10.24742078781128,Yes,True
