task,QID,AnsRefIDs,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,-4.2751336097717285,-3.2751338481903076,No,False
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,-6.463350296020508,-1.5578798055648804,No,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,-3.7606301307678223,-3.4449033737182617,No,False
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,-6.209292888641357,-2.218090295791626,No,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,-4.028696060180664,-3.325610399246216,No,False
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,-5.651483535766602,-1.7675548791885376,No,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,-4.213003158569336,-2.648643970489502,No,False
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,-7.306190013885498,-2.162848949432373,No,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,-4.118690013885498,-2.681190252304077,No,False
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,-5.831623077392578,-2.6935195922851562,No,True
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,-3.4478089809417725,-2.8210885524749756,No,False
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,-4.92574405670166,-2.328205108642578,No,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the bathroom?,Yes,-4.089271545410156,-2.824233055114746,No,False
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the kitchen?,No,-5.618690013885498,-2.2760162353515625,No,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the bathroom?,Yes,-3.9288854598999023,-2.2983365058898926,No,False
qa1,12,[10],Mary went to the bathroom.,Is Mary in the kitchen?,No,-6.080845832824707,-2.070504665374756,No,True
qa1,3,[1],John moved to the bathroom.,Is John in the bathroom?,Yes,-3.4478089809417725,-2.8210885524749756,No,False
qa1,3,[1],John moved to the bathroom.,Is John in the garden?,No,-5.019853591918945,-1.94598388671875,No,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the bedroom?,Yes,-3.1794052124023438,-3.0491890907287598,No,False
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the hallway?,No,-6.265705108642578,-1.996612310409546,No,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the hallway?,Yes,-3.3984034061431885,-3.084582567214966,No,False
qa1,9,[7],Mary moved to the hallway.,Is Mary in the bedroom?,No,-5.7943501472473145,-1.1669580936431885,No,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the bathroom?,Yes,-4.087240695953369,-2.632655382156372,No,False
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the hallway?,No,-5.897899627685547,-2.1310195922851562,No,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bathroom?,Yes,-3.615832567214966,-2.674595832824707,No,False
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bedroom?,No,-6.295440196990967,-1.828136920928955,No,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-4.308899879455566,-3.2459216117858887,No,False
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the hallway?,No,-5.591350555419922,-2.6850242614746094,No,True
qa1,15,[13],Daniel went to the garden.,Is Daniel in the garden?,Yes,-3.4176011085510254,-2.415853261947632,No,False
qa1,15,[13],Daniel went to the garden.,Is Daniel in the bathroom?,No,-5.8729472160339355,-2.012685775756836,No,True
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the garden?,Yes,-3.6218223571777344,-3.2463998794555664,No,False
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the bedroom?,No,-7.025850296020508,-1.6584484577178955,No,True
qa1,6,[1],Daniel went back to the hallway.,Is Daniel in the hallway?,Yes,-4.181929588317871,-3.323715925216675,No,False
qa1,6,[1],Daniel went back to the hallway.,Is Daniel in the kitchen?,No,-5.709863185882568,-2.4913854598999023,No,True
qa1,3,[2],Daniel journeyed to the hallway.,Is Daniel in the hallway?,Yes,-4.088983535766602,-2.9494683742523193,No,False
qa1,3,[2],Daniel journeyed to the hallway.,Is Daniel in the office?,No,-5.305353164672852,-3.179893970489502,No,True
qa1,6,[2],Daniel journeyed to the hallway.,Is Daniel in the hallway?,Yes,-4.088983535766602,-2.9494683742523193,No,False
qa1,6,[2],Daniel journeyed to the hallway.,Is Daniel in the kitchen?,No,-5.527042388916016,-2.354965925216675,No,True
qa1,6,[5],Sandra journeyed to the garden.,Is Sandra in the garden?,Yes,-4.059322357177734,-3.1223649978637695,No,False
qa1,6,[5],Sandra journeyed to the garden.,Is Sandra in the hallway?,No,-6.30787992477417,-2.418330669403076,No,True
qa1,15,[11],John journeyed to the garden.,Is John in the garden?,Yes,-3.9947662353515625,-3.4325826168060303,No,False
qa1,15,[11],John journeyed to the garden.,Is John in the bedroom?,No,-6.4979472160339355,-4.090856075286865,No,True
qa1,15,[11],John moved to the hallway.,Is John in the hallway?,Yes,-3.4932847023010254,-3.1794052124023438,No,False
