Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
1,1,social-relations,1,negation,1,Chao knows Yan.,Are Chao and Yan friends?,Yes,20.0,0,-4.216495513916016,-5.372524261474609,0.1508554440278269,-0.574385265203623,-4.3673509579438425,-4.798138996270986,Yes,True,True,True
2,1,social-relations,1,negation,1,Chao knows Yan.,Are Chao and Yan strangers?,No,20.0,0,-4.872195243835449,-3.7788503170013428,-0.5048442858916067,1.0192886792696436,-4.3673509579438425,-4.798138996270986,No,True,False,True
3,1,social-relations,1,negation,2,Chao doesn't know Yan.,Are Chao and Yan friends?,No,20.0,0,-4.934322357177734,-3.886733055114746,-0.5669713992338918,0.9114059411562403,-4.3673509579438425,-4.798138996270986,No,True,False,True
4,1,social-relations,1,negation,2,Chao doesn't know Yan.,Are Chao and Yan strangers?,Yes,20.0,0,-3.5744683742523193,-5.089796543121338,0.7928825836915232,-0.2916575468503515,-4.3673509579438425,-4.798138996270986,Yes,True,True,True
5,2,social-relations,2,antonym,1,Chao is warm toward Yan.,Are Chao and Yan friends?,Yes,20.0,0,-4.05951452255249,-5.653531551361084,0.3078364353913523,-0.8553925550900976,-4.3673509579438425,-4.798138996270986,Yes,True,True,True
6,2,social-relations,2,antonym,1,Chao is warm toward Yan.,Are Chao and Yan strangers?,No,20.0,0,-4.020540237426758,-2.8984034061431885,0.3468107205170847,1.899735590127798,-4.3673509579438425,-4.798138996270986,No,True,False,True
8,2,social-relations,2,antonym,2,Chao is indifferent toward Yan.,Are Chao and Yan strangers?,Yes,20.0,0,-4.058421611785889,-3.7163503170013428,0.30892934615795387,1.0817886792696436,-4.3673509579438425,-4.798138996270986,No,False,False,False
9,3,social-relations,3,other,1,Chao likes Yan.,Are Chao and Yan friends?,Yes,20.0,0,-4.153850555419922,-5.528169631958008,0.21350040252392066,-0.7300306356870214,-4.3673509579438425,-4.798138996270986,Yes,True,True,True
10,3,social-relations,3,other,1,Chao likes Yan.,Are Chao and Yan strangers?,No,20.0,0,-4.4654717445373535,-4.4654717445373535,-0.09812078659351098,0.3326672517336329,-4.3673509579438425,-4.798138996270986,No,True,False,True
13,4,social-relations,4,antonym,1,Chao enjoys spending time with Yan.,Are Chao and Yan friends?,Yes,20.0,0,-3.3259055614471436,-5.966350555419922,1.041445396496699,-1.1682115591489355,-4.3673509579438425,-4.798138996270986,Yes,True,True,True
14,4,social-relations,4,antonym,1,Chao enjoys spending time with Yan.,Are Chao and Yan strangers?,No,20.0,0,-3.949897289276123,-3.8252761363983154,0.4174536686677195,0.972862859872671,-4.3673509579438425,-4.798138996270986,No,True,False,True
16,4,social-relations,4,antonym,2,Chao is indifferent about spending time with Yan.,Are Chao and Yan strangers?,Yes,20.0,0,-4.463676929473877,-3.715669870376587,-0.09632597153003442,1.0824691258943995,-4.3673509579438425,-4.798138996270986,No,False,False,False
17,5,social-relations,5,antonym,1,Chao likes Yan.,Is Chao Yan's friend?,Yes,20.0,0,-4.30866813659668,-5.683159351348877,0.05868282134716285,-0.8850203550778906,-4.3673509579438425,-4.798138996270986,Yes,True,True,True
18,5,social-relations,5,antonym,1,Chao likes Yan.,Is Chao Yan's enemy?,No,20.0,0,-4.9654717445373535,-4.527296543121338,-0.598120786593511,0.2708424531496485,-4.3673509579438425,-4.798138996270986,No,True,False,True
19,5,social-relations,5,antonym,2,Chao hates Yan.,Is Chao Yan's friend?,No,20.0,0,-5.05951452255249,-3.5121893882751465,-0.6921635646086477,1.28594960799584,-4.3673509579438425,-4.798138996270986,No,True,False,True
20,5,social-relations,5,antonym,2,Chao hates Yan.,Is Chao Yan's enemy?,Yes,20.0,0,-3.8711681365966797,-5.558159351348877,0.49618282134716285,-0.7600203550778906,-4.3673509579438425,-4.798138996270986,Yes,True,True,True
