question,A,B,C,D,answer,oa_logprob,ob_logprob,oc_logprob,od_logprob,predicted_answer,is_correct
"The weight of an aspirin tablet is 300 milligrams according to the bottle label. An FDA investigator weighs a simple random sample of seven tablets, obtains weights of 299, 300, 305, 302, 299, 301, and 303, and runs a hypothesis test of the manufacturer's claim. Which of the following gives the P-value of this test?",(A) P(t > 1.54) with df = 6,(B) 2P(t > 1.54) with df = 6,(C) P(t > 1.54) with df = 7,(D) 2P(t > 1.54) with df = 7,B,-3.412055015563965,-1.8800804615020752,-4.205019474029541,-3.571716070175171,B,True
"The waiting times for a new roller coaster ride are normally distributed with a mean of 35 minutes and a standard deviation of 10 minutes. If there are 150,000 riders the first summer, which of the following is the shortest time interval associated with 100,000 riders?",(A) 0 to 31.7 minutes,(B) 31.7 to 39.3 minutes,(C) 25.3 to 44.7 minutes,(D) 25.3 to 35 minutes,C,-2.987095832824707,-3.179893970489502,-3.6190714836120605,-3.5553531646728516,A,False
All of the following statements are true for all discrete random variables except for which one?,(A) The possible outcomes must all be numerical.,(B) The possible outcomes must be mutually exclusive.,(C) The mean (expected value) always equals the sum of the products obtained by multiplying each value by its corresponding probability.,(D) Approximately 95% of the outcomes will be within two standard deviations of the mean.,D,-3.5046029090881348,-5.348785877227783,-3.5406627655029297,-3.7872695922851562,A,False
Which of the following is a true statement about hypothesis testing?,"(A) If there is sufficient evidence to reject a null hypothesis at the 10% level, then there is sufficient evidence to reject it at the 5% level.",(B) Whether to use a one- or a two-sided test is typically decided after the data are gathered.,"(C) If a hypothesis test is conducted at the 1% level, there is a 1% chance of rejecting the null hypothesis.",(D) The power of a test concerns its ability to detect an alternative hypothesis.,D,-3.141359806060791,-6.58905553817749,-6.44167947769165,-4.095249652862549,A,False
An outlier is an observation that,(A) is seen more frequently than the other observations in the data set,(B) is seen less frequently than the other observations in the data set,(C) is always smaller than the other observations in the data set,(D) is significantly different from the other observations in the data set,D,-4.400607585906982,-5.905860900878906,-6.961958408355713,-3.433159112930298,D,True
"The principal of a school is interested in estimating the average income per family of her students. She selects a random sample of students and collects information about their family income. A 95 percent confidence interval computed from this data for the mean income per family is ($35,095, $45,005). Which of the following provides the best interpretation of this confidence interval?","(A) 95 percent of the students in her school are from families whose income is between $35,095 and $45,005.","(B) There is a 95% probability that the families of all the students in this school have an income of between $35,095 and $45,005.","(C) If we were to take another sample of the same size and compute a 95 percent confidence interval, we would have a 95% chance of getting the interval ($35,095, $45,005).","(D) There is a 95% probability that the mean income per family in the school is between $35,095 and $45,005.",D,-4.344341278076172,-4.810292720794678,-4.137408256530762,-2.583296775817871,D,True
"Researchers are conducting an experiment using a significance level of 0.05. The null hypothesis is, in fact, false. If they modify their experiment to use twice as many experimental units for each treatment, which of the following would be true?",(A) The probability of a Type I error and the probability of a Type II error would both decrease.,(B) The probability of a Type I error and the power would both increase.,(C) The probability of a Type II error and the power would both increase.,(D) The probability of a Type I error would stay the same and the power would increase.,D,-4.615521430969238,-3.025545120239258,-4.621554374694824,-3.694775342941284,B,False
"The mean height of adult men is 70 inches, with a standard deviation of four inches. The mean height of adult women is 66 inches, with a standard deviation of three inches. Between a man with a height of 74 inches and a woman with a height of 70 inches, who is more unusually tall within his or her respective sex?","(A) It cannot be determined, because the mean heights for the two groups are different.","(B) It cannot be determined, because the standard deviations of the heights for the two groups are different.","(C) The man, because he is 74 inches tall and the woman is only 70 inches tall.","(D) The woman, because her height is 1.33 standard deviations above the mean height of all women, whereas the man’s height is only one standard deviation above the mean height of all men.",D,-4.00327730178833,-5.4295244216918945,-5.332353591918945,-2.8799498081207275,D,True
Which of the following is not true about t-distributions?,(A) There are different t-distributions for different values of df (degrees of freedom).,(B) t-distributions are bell-shaped and symmetric.,(C) t-distributions always have mean 0 and standard deviation 1.,(D) t-distributions are more spread out than the normal distribution.,C,-3.612217664718628,-6.982041835784912,-3.880716323852539,-4.483965873718262,A,False
"To study the effect of alcohol on reaction time, subjects were randomly selected and given three beers to consume. Their reaction time to a simple stimulus was measured before and after drinking the alcohol. Which of the following is a correct statement?",(A) This study was an observational study.,(B) Lack of blocking makes this a poorly designed study.,(C) The placebo effect is irrelevant in this type of study.,(D) This study was an experiment in which the subjects were used as their own controls.,D,-4.570047378540039,-4.790613174438477,-5.240421772003174,-2.925373077392578,D,True
Which of these statements correctly explains bias?,(A) It describes a process that creates estimates that are too high on average or too low on average.,(B) It describes a process that results in a sample that does not represent the population.,(C) It describes a lack of randomization in the sampling process.,(D) It describes a sample that is not representative of the population.,A,-3.5358529090881348,-4.655815601348877,-6.625532150268555,-5.411199569702148,A,True
"A company that produces facial tissues continually monitors tissue strength. If the mean strength from sample data drops below a specified level, the production process is halted and the machinery inspected. Which of the following would result from a Type I error?",(A) Halting the production process when sufficient customer complaints are received.,(B) Halting the production process when the tissue strength is below specifications.,(C) Halting the production process when the tissue strength is within specifications.,(D) Allowing the production process to continue when the tissue strength is below specifications.,C,-3.533632755279541,-6.147964954376221,-3.2109034061431885,-5.020540237426758,C,True
The longevity of people living in a certain locality has a standard deviation of 14 years. What is the mean longevity if 30% of the people live longer than 75 years? Assume a normal distribution for life spans.,(A) 75 - 0.30(14),(B) 75 + 0.30(14),(C) 75 - 0.4756(14),(D) 75 - 0.5244(14),D,-3.502105712890625,-3.696716070175171,-3.201284646987915,-3.0739824771881104,D,True
"Changing from a 90% confidence interval estimate for a population proportion to a 99% confidence interval estimate, with all other things being equal,",(A) increases the interval size by 9%.,(B) decreases the interval size by 9%.,(C) increases the interval size by 57%.,(D) decreases the interval size by 57%.,C,-4.137408256530762,-6.230312824249268,-2.6310195922851562,-5.550716876983643,C,True
Which of the following is a binomial random variable?,"(A) The number of tosses before a ""5"" appears when tossing a fair die.","(B) The number of points a hockey team receives in 10 games, where two points are awarded for wins, one point for ties, and no points for losses.","(C) The number of hearts out of five cards randomly drawn from a deck of 52 cards, without replacement.",(D) The number of motorists not wearing seat belts in a random sample of five drivers.,D,-3.6158041954040527,-5.03542947769165,-3.7113771438598633,-4.645540237426758,A,False
"If all the other variables remain constant, which of the following will increase the power of a hypothesis test? I.Increasing the sample size. II.Increasing the significance level. III.Increasing the probability of a Type II error.",(A) I only,(B) II only,(C) III only,(D) I and II,D,-2.306795120239258,-5.489488124847412,-5.348148822784424,-3.970862865447998,A,False
"Which of the following statements is (are) true? I. In order to use a χ2 procedure, the expected value for each cell of a one- or two-way table must be at least 5. II. In order to use χ2 procedures, you must have at least 2 degrees of freedom. III. In a 4 × 2 two-way table, the number of degrees of freedom is 3.",(A) I only,(B) I and III only,(C) I and II only,(D) III only,B,-3.125786781311035,-3.3231301307678223,-3.3838043212890625,-2.138110399246216,D,False
"Suppose two events, E and F, have nonzero probabilities p and q, respectively. Which of the following is impossible?",(A) p + q > 1,(B) p - q < 0,(C) p /q > 1,(D) E and F are both independent and mutually exclusive.,D,-2.9228901863098145,-3.9325826168060303,-3.3718223571777344,-2.9366438388824463,A,False
"The probability that there will be an accident on Highway 48 each day depends on the weather. If the weather is dry that day, there is a 0.2% chance of an accident on Highway 48; if the weather is wet that day, there is a 1.0% chance of an accident. Today, the weather station announced that there is a 20% chance of the weather being wet. What is the probability that there will be an accident on Highway 48 today?",(A) 0.0004,(B) 0.0016,(C) 0.002,(D) 0.0036,D,-5.203205108642578,-4.458040237426758,-4.210903167724609,-4.263653755187988,C,False
The binomial distribution is an appropriate model for which of the following?,(A) The number of minutes in an hour for which the Dow-Jones average is above its beginning average for the day.,(B) The number of cities among the 10 largest in New York State for which the weather is cloudy for most of a given day.,(C) The number of drivers wearing seat belts if 10 consecutive drivers are stopped at a police roadblock.,(D) None of the above.,D,-4.172430038452148,-3.4261035919189453,-3.6794052124023438,-4.431929588317871,B,False
"Data were collected on two variables X and Y and a least squares regression line was fitted to the data. The estimated equation for this data is y = –2.29 + 1.70x. One point has x = 5, y = 6. What is the residual for this point?",(A) 7.91,(B) 6.21,(C) 0.21,(D) –0.21,D,-3.3931658267974854,-3.908651828765869,-2.244926929473877,-2.680572271347046,C,False
Which of these explains why t should be used instead of z for inference procedures for means.,(A) The Central Limit Theorem applies to proportions but not means.,(B) We use z for proportions because proportions are approximately normal. Means are not.,"(C) We use z for proportions because the sampling distribution of sample proportions is approximately normal, but that is not the case for the sampling distribution of sample means.","(D) When using the sample standard deviation to estimate the population standard deviation, more variability is introduced into the sampling distribution of the statistic.",D,-3.945626735687256,-4.6025495529174805,-2.550750970840454,-4.340950965881348,C,False
Which of the following is least likely to reduce bias in a sample survey?,(A) Following up with those who did not respond to the survey the first time,(B) Asking questions in a neutral manner to avoid influencing the responses,(C) Using stratified random sampling rather than simple random sampling,(D) Selecting samples randomly,C,-3.8166794776916504,-5.507758140563965,-4.780860900878906,-2.2413854598999023,D,False
"For their first exam, students in an AP Statistics class studied an average of 4 hours with a standard deviation of 1 hour. Almost everyone did poorly on the exam, and so for the second exam every student studied 10 hours. What is the correlation between the numbers of hours students studied for each exam?",(A) -1,(B) 0,(C) 0.4,(D) 1,B,-3.7959609031677246,-4.055353164672852,-3.8682847023010254,-3.2432847023010254,D,False
