Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
1.0,1.0,social-properties,1.0,antonym,1.0,Chao treats people kindly.,Is Chao friendly?,Yes,-2.5220541954040527,-4.363216876983643,-9.994429588317871,-9.059514999389648,7.472375392913818,4.696298122406006,Yes,True
2.0,1.0,social-properties,1.0,antonym,1.0,Chao treats people kindly.,Is Chao hostile?,No,-4.525503158569336,-1.5706363916397095,-9.994429588317871,-9.059514999389648,5.468926429748535,7.488878607749939,No,True
3.0,1.0,social-properties,1.0,antonym,2.0,Chao treats people coldly.,Is Chao friendly?,No,-4.206966876983643,-1.840950846672058,-9.994429588317871,-9.059514999389648,5.7874627113342285,7.21856415271759,No,True
4.0,1.0,social-properties,1.0,antonym,2.0,Chao treats people coldly.,Is Chao hostile?,Yes,-2.51874041557312,-2.508004665374756,-9.994429588317871,-9.059514999389648,7.475689172744751,6.551510334014893,Yes,True
5.0,2.0,social-properties,2.0,antonym,1.0,Chao greeted Yan.,Is Chao friendly?,Yes,-3.647402048110962,-4.496664524078369,-9.994429588317871,-9.059514999389648,6.347027540206909,4.562850475311279,Yes,True
6.0,2.0,social-properties,2.0,antonym,1.0,Chao greeted Yan.,Is Chao hostile?,No,-4.206623077392578,-2.207702159881592,-9.994429588317871,-9.059514999389648,5.787806510925293,6.851812839508057,No,True
7.0,2.0,social-properties,2.0,antonym,2.0,Chao insulted Yan.,Is Chao friendly?,No,-5.4947662353515625,-2.3853089809417725,-9.994429588317871,-9.059514999389648,4.499663352966309,6.674206018447876,No,True
8.0,2.0,social-properties,2.0,antonym,2.0,Chao insulted Yan.,Is Chao hostile?,Yes,-3.716993808746338,-3.2175426483154297,-9.994429588317871,-9.059514999389648,6.277435779571533,5.841972351074219,Yes,True
9.0,3.0,social-properties,3.0,antonym,1.0,Chao enjoys meeting new people.,Is Chao friendly?,Yes,-2.7739858627319336,-4.7788543701171875,-9.994429588317871,-9.059514999389648,7.2204437255859375,4.280660629272461,Yes,True
10.0,3.0,social-properties,3.0,antonym,1.0,Chao enjoys meeting new people.,Is Chao hostile?,No,-5.027042388916016,-1.7075814008712769,-9.994429588317871,-9.059514999389648,4.9673871994018555,7.351933598518372,No,True
11.0,3.0,social-properties,3.0,antonym,2.0,Chao avoids meeting new people.,Is Chao friendly?,No,-5.989618301391602,-2.802744150161743,-9.994429588317871,-9.059514999389648,4.0048112869262695,6.256770849227905,No,True
12.0,3.0,social-properties,3.0,antonym,2.0,Chao avoids meeting new people.,Is Chao hostile?,Yes,-3.854222059249878,-2.7288906574249268,-9.994429588317871,-9.059514999389648,6.140207529067993,6.330624341964722,No,False
13.0,4.0,social-properties,4.0,other,1.0,Chao gave Yan a gift.,Is Chao friendly?,Yes,-3.9663543701171875,-5.345249652862549,-9.994429588317871,-9.059514999389648,6.028075218200684,3.7142653465270996,Yes,True
14.0,4.0,social-properties,4.0,other,1.0,Chao gave Yan a gift.,Is Chao hostile?,No,-4.460399627685547,-3.5876338481903076,-9.994429588317871,-9.059514999389648,5.534029960632324,5.471881151199341,Yes,False
15.0,4.0,social-properties,4.0,other,2.0,Chao gave Yan a glare.,Is Chao friendly?,No,-3.816904306411743,-3.630716323852539,-9.994429588317871,-9.059514999389648,6.177525281906128,5.428798675537109,Yes,False
16.0,4.0,social-properties,4.0,other,2.0,Chao gave Yan a glare.,Is Chao hostile?,Yes,-3.5437464714050293,-3.482353925704956,-9.994429588317871,-9.059514999389648,6.450683116912842,5.577161073684692,Yes,True
17.0,5.0,social-properties,5.0,antonym,1.0,Chao is reliable.,Is Chao trustworthy?,Yes,-4.273877143859863,-3.972058057785034,-9.994429588317871,-9.059514999389648,5.720552444458008,5.087456941604614,Yes,True
18.0,5.0,social-properties,5.0,antonym,1.0,Chao is reliable.,Is Chao untrustworthy?,No,-5.023403167724609,-1.845855712890625,-9.994429588317871,-9.059514999389648,4.971026420593262,7.213659286499023,No,True
19.0,5.0,social-properties,5.0,antonym,2.0,Chao is unreliable.,Is Chao trustworthy?,No,-4.67574405670166,-3.6681907176971436,-9.994429588317871,-9.059514999389648,5.318685531616211,5.391324281692505,No,True
20.0,5.0,social-properties,5.0,antonym,2.0,Chao is unreliable.,Is Chao untrustworthy?,Yes,-3.293330669403076,-3.8551011085510254,-9.994429588317871,-9.059514999389648,6.701098918914795,5.204413890838623,Yes,True
21.0,6.0,social-properties,6.0,negation,1.0,Chao can be depended upon.,Is Chao trustworthy?,Yes,-2.48749041557312,-6.037773609161377,-9.994429588317871,-9.059514999389648,7.506939172744751,3.0217413902282715,Yes,True
22.0,6.0,social-properties,6.0,negation,1.0,Chao can be depended upon.,Is Chao untrustworthy?,No,-3.9849300384521484,-2.1558609008789062,-9.994429588317871,-9.059514999389648,6.009499549865723,6.903654098510742,No,True
23.0,6.0,social-properties,6.0,negation,2.0,Chao cannot be depended upon.,Is Chao trustworthy?,No,-3.288393497467041,-2.902862310409546,-9.994429588317871,-9.059514999389648,6.70603609085083,6.1566526889801025,Yes,False
24.0,6.0,social-properties,6.0,negation,2.0,Chao cannot be depended upon.,Is Chao untrustworthy?,Yes,-2.5851354598999023,-3.1411800384521484,-9.994429588317871,-9.059514999389648,7.409294128417969,5.9183349609375,Yes,True
25.0,7.0,social-properties,7.0,antonym,1.0,"Yan told Chao a secret. Today, no one else knows the secret.",Is Chao trustworthy?,Yes,-4.423336505889893,-5.233965873718262,-9.994429588317871,-9.059514999389648,5.5710930824279785,3.8255491256713867,Yes,True
26.0,7.0,social-properties,7.0,antonym,1.0,"Yan told Chao a secret. Today, no one else knows the secret.",Is Chao untrustworthy?,No,-4.646185874938965,-3.131598949432373,-9.994429588317871,-9.059514999389648,5.348243713378906,5.927916049957275,No,True
27.0,7.0,social-properties,7.0,antonym,2.0,"Yan told Chao a secret. Today, everyone knows the secret.",Is Chao trustworthy?,No,-4.088003158569336,-5.588350296020508,-9.994429588317871,-9.059514999389648,5.906426429748535,3.4711647033691406,Yes,False
