property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,0,-0.0002840757369995117,-8.437499046325684,1.2233993471014064,-9.661182469164089,-1.223683422838406,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,0,-0.00013625621795654297,-10.062499046325684,1.2235471666204494,-11.286182469164089,-1.223683422838406,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,0,-8.24991512298584,-0.0006049872026778758,-7.026231700147434,-1.2242884100410838,-1.223683422838406,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,0,-12.499980926513672,-2.360344115004409e-05,-11.276297503675266,-1.223707026279556,-1.223683422838406,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,0,-16.624982833862305,-2.0503997802734375e-05,-15.4012994110239,-1.2237039268362087,-1.223683422838406,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,0,-8.06248950958252,-0.0003529787063598633,-6.838806086744114,-1.2240364015447658,-1.223683422838406,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,0,-2.1406071186065674,-0.1396409273147583,-0.9169236957681615,-1.3633243501531642,-1.223683422838406,Yes,True
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,0,-6.374990940093994,-0.0017224550247192383,-5.151307517255589,-1.2254058778631252,-1.223683422838406,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,0,-5.374997615814209,-0.004638075828552246,-4.1513141929758035,-1.2283214986669582,-1.223683422838406,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,0,-14.124964714050293,-1.1324889783281833e-05,-12.901281291211887,-1.2236947477281892,-1.223683422838406,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,0,-10.374994277954102,-5.269050598144531e-05,-9.151310855115696,-1.2237361133443874,-1.223683422838406,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,0,-13.874948501586914,-1.6450892871944234e-05,-12.651265078748509,-1.2236998737312779,-1.223683422838406,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,0,-0.00011837482452392578,-9.312498092651367,1.223565048013882,-10.536181515489773,-1.223683422838406,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,0,-0.011897802352905273,-4.437497138977051,1.2117856204855006,-5.661180561815456,-1.223683422838406,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,0,-0.00015544891357421875,-9.687499046325684,1.2235279739248317,-10.911182469164089,-1.223683422838406,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,0,-0.0432051420211792,-3.1718709468841553,1.1804782808172267,-4.395554369722561,-1.223683422838406,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,0,-11.81248664855957,-1.9907953173969872e-05,-10.588803225721165,-1.22370333079158,-1.223683422838406,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,0,-13.499983787536621,-9.655954272602685e-06,-12.276300364698216,-1.2236930787926785,-1.223683422838406,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,0,-2.015618085861206,-0.14257502555847168,-0.7919346630228001,-1.3662584483968776,-1.223683422838406,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,0,-9.062495231628418,-0.00012791156768798828,-7.8388118087900125,-1.223811334406094,-1.223683422838406,No,True
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,0,-8.312491416931152,-0.0002862215042114258,-7.088807994092747,-1.2239696443426173,-1.223683422838406,No,True
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,0,-12.062481880187988,-1.0609628589008935e-05,-10.838798457349583,-1.223694032466995,-1.223683422838406,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,0,-11.999968528747559,-4.3034560803789645e-05,-10.776285105909153,-1.2237264573992097,-1.223683422838406,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,0,-11.499979019165039,-2.22921407839749e-05,-10.276295596326634,-1.22370571497919,-1.223683422838406,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,0,-9.124979019165039,-0.0001291036605834961,-7.901295596326634,-1.2238125264989894,-1.223683422838406,No,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,0,-0.00016069412231445312,-9.374999046325684,1.2235227287160915,-10.598682469164089,-1.223683422838406,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,0,-0.726547122001648,-0.6640565395355225,0.49713630083675797,-1.8877399623739284,-1.223683422838406,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,0,-10.499985694885254,-5.578995114774443e-05,-9.276302272046848,-1.2237392127895537,-1.223683422838406,No,True
