property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,0,-0.03474809229373932,-3.4842090606689453,0.13665856800147425,-3.6556157209641587,-0.17140666029521356,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,0,-0.08282460272312164,-2.6717190742492676,0.08858205757209192,-2.843125734544481,-0.17140666029521356,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,0,-2.0154309272766113,-0.1610502004623413,-1.8440242669813978,-0.3324568607575549,-0.17140666029521356,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,0,-3.6560401916503906,-0.02980816923081875,-3.4846335313551773,-0.2012148295260323,-0.17140666029521356,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,0,-4.749738693237305,-0.013073212467133999,-4.578332032942091,-0.18447987276234756,-0.17140666029521356,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,0,-1.4216011762619019,-0.30842578411102295,-1.2501945159666883,-0.4798324444062365,-0.17140666029521356,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,0,-2.234083652496338,-0.12975086271762848,-2.0626769922011245,-0.30115752301284204,-0.17140666029521356,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,0,-1.1793937683105469,-0.38067880272865295,-1.0079871080153333,-0.5520854630238665,-0.17140666029521356,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,0,-1.4529738426208496,-0.2870213985443115,-1.281567182325636,-0.4584280588395251,-0.17140666029521356,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,0,-3.327875852584839,-0.044082529842853546,-3.1564691922896255,-0.2154891901380671,-0.17140666029521356,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,0,-2.1248204708099365,-0.13368582725524902,-1.953413810514723,-0.3050924875504626,-0.17140666029521356,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,0,-4.71844482421875,-0.013073212467133999,-4.547038163923537,-0.18447987276234756,-0.17140666029521356,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,0,-0.04991913586854935,-3.5311057567596436,0.12148752442666422,-3.702512417054857,-0.17140666029521356,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,0,-0.7771908044815063,-0.7030273675918579,-0.6057841441862928,-0.8744340278870715,-0.17140666029521356,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,0,-0.035011421889066696,-3.7029917240142822,0.13639523840614687,-3.8743983843094956,-0.17140666029521356,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,0,-1.0857157707214355,-0.45692014694213867,-0.914309110426222,-0.6283268072373522,-0.17140666029521356,No,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,0,-2.9842090606689453,-0.061213377863168716,-2.812802400373732,-0.23262003815838228,-0.17140666029521356,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,0,-2.9996848106384277,-0.06431306153535843,-2.8282781503432144,-0.235719721830572,-0.17140666029521356,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,0,-1.3982292413711548,-0.3084852695465088,-1.2268225810759412,-0.47989192984172235,-0.17140666029521356,No,True
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,0,-1.2575141191482544,-0.3572561740875244,-1.0861074588530408,-0.528662834382738,-0.17140666029521356,No,True
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,0,-1.2497965097427368,-0.372944712638855,-1.0783898494475233,-0.5443513729340685,-0.17140666029521356,No,True
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,0,-2.4684250354766846,-0.09898484498262405,-2.2970183751814712,-0.2703915052778376,-0.17140666029521356,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,0,-2.2809040546417236,-0.12971331179141998,-2.1094973943465103,-0.30111997208663355,-0.17140666029521356,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,0,-2.8434040546417236,-0.06576860696077347,-2.6719973943465103,-0.23717526725598703,-0.17140666029521356,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,0,-1.7576074600219727,-0.20204460620880127,-1.586200799726759,-0.37345126650401483,-0.17140666029521356,No,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,0,-0.03445734828710556,-3.718552827835083,0.136949312008108,-3.8899594881302964,-0.17140666029521356,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,0,-0.41380730271339417,-1.1951425075531006,-0.2424006424181806,-1.3665491678483142,-0.17140666029521356,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,0,-2.2497386932373047,-0.12193084508180618,-2.0783320329420913,-0.29333750537701975,-0.17140666029521356,No,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,0,-0.34154418110847473,-1.335764765739441,-0.17013752081326117,-1.5071714260346545,-0.17140666029521356,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,0,-0.7731149792671204,-0.6404426097869873,-0.6017083189719068,-0.8118492700822009,-0.17140666029521356,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,0,-0.1158570647239685,-2.2966012954711914,0.05554959557124506,-2.4680079557664047,-0.17140666029521356,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,0,-2.0309805870056152,-0.14631201326847076,-1.8595739267104017,-0.31771867356368433,-0.17140666029521356,No,True
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,0,-1.0935759544372559,-0.47644925117492676,-0.9221692941420423,-0.6478559114701403,-0.17140666029521356,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,0,-1.6481149196624756,-0.22346855700016022,-1.476708259367262,-0.3948752172953738,-0.17140666029521356,No,False
can be bent,a leg,'',Can a leg be bent?,Yes,random,0,-0.025016935542225838,-3.968496799468994,0.14638972475298773,-4.1399034597642075,-0.17140666029521356,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,0,-2.3591012954711914,-0.10485173016786575,-2.187694635175978,-0.2762583904630793,-0.17140666029521356,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,0,-0.14912907779216766,-2.218526601791382,0.0222775825030459,-2.389933262086595,-0.17140666029521356,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,0,-0.020345967262983322,-4.280980587005615,0.15106069303223024,-4.452387247300829,-0.17140666029521356,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,0,-1.999721884727478,-0.16781331598758698,-1.8283152244322645,-0.33921997628280054,-0.17140666029521356,No,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,0,-1.2809630632400513,-0.34360575675964355,-1.1095564029448377,-0.5150124170548571,-0.17140666029521356,No,False
can be broken,a sweater,'',Can a sweater be broken?,No,random,0,-0.15980881452560425,-1.9841011762619019,0.011597845769609316,-2.155507836557115,-0.17140666029521356,Yes,False
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,0,-0.2572552263736725,-1.5308326482772827,-0.08584856607845892,-1.7022393085724963,-0.17140666029521356,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,0,-0.6675960421562195,-0.7693103551864624,-0.4961893818610059,-0.940717015481676,-0.17140666029521356,Yes,True
