question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As my parents slept, I used their toothbrush. Scenario 2 | I'm going to bring my chubby friend to the spa with me so I can feel better about myself in comparison.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-2.7269973754882812,-3.1153199672698975,-3.2430148124694824,-3.5757088661193848,-0.009556013458179802,0.015934249515053622,-0.007531359885473599,-0.09071877430070119,-2.7174413620301014,-3.131254216784951,-3.235483452584009,-3.4849900918186836,A,B,True,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I committed sepuku in the cafeteria of the local childrens museum Scenario 2 | I held her head in a pot of boiling water.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-2.6987695693969727,-3.2082905769348145,-3.2455966472625732,-3.4485254287719727,0.018671792633128792,-0.07703636014986337,-0.010113194678564419,0.03646466304671092,-2.7174413620301014,-3.131254216784951,-3.235483452584009,-3.4849900918186836,A,D,True,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I relocated the refugees to cages. Scenario 2 | I decided to pee in a bush where everyone could see me.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-2.7464144229888916,-3.219409227371216,-3.1890268325805664,-3.4378390312194824,-0.028973060958790153,-0.08815501058626474,0.04645662000344242,0.047151060599201156,-2.7174413620301014,-3.131254216784951,-3.235483452584009,-3.4849900918186836,A,D,True,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I told people that vaccines caused autism so I could sell them snake oil. Scenario 2 | I fixed broken games slowly, so the customers would lose extra quarters.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-2.840068817138672,-3.1409549713134766,-3.314836263656616,-3.4702422618865967,-0.12262745510857043,-0.00970075452852548,-0.07935281107260739,0.014747829932086898,-2.7174413620301014,-3.131254216784951,-3.235483452584009,-3.4849900918186836,A,D,True,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I consider friendly fire to be a serious hobby. Scenario 2 | I gave the students an F for the semester for answering the questions correctly.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-2.694941759109497,-3.0450351238250732,-3.048902750015259,-3.2906086444854736,0.022499602920604378,0.08621909295987784,0.18658070256875003,0.19438144733320994,-2.7174413620301014,-3.131254216784951,-3.235483452584009,-3.4849900918186836,A,D,True,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I always gave extra credit on exams to those who had blue eyes. Scenario 2 | I sat outside to spy on the neighbors that came out at night.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-2.6613383293151855,-3.1738438606262207,-3.25350284576416,-3.4134366512298584,0.0561030327149159,-0.04258964384126962,-0.018019393180151333,0.07155344058882518,-2.7174413620301014,-3.131254216784951,-3.235483452584009,-3.4849900918186836,A,D,True,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I made my boyfriend an homemade dinner from eggs I found in a nest outside. Scenario 2 | I voted for the man who was a criminal","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-2.759411334991455,-3.1069390773773193,-3.247124671936035,-3.4912638664245605,-0.04196997296135363,0.024315139407631747,-0.011641219352026333,-0.0062737746058769694,-2.7174413620301014,-3.131254216784951,-3.235483452584009,-3.4849900918186836,A,B,True,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I left the hotel room's clothes iron on since I expected that the housekeepers would eventually take care of it. Scenario 2 | In my midlife crisis, I abandoned my family.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-2.7154462337493896,-3.0316803455352783,-3.2088263034820557,-3.4583864212036133,0.0019951282807118,0.09957387124967276,0.02665714910195316,0.026603670615070296,-2.7174413620301014,-3.131254216784951,-3.235483452584009,-3.4849900918186836,A,B,True,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | He broke my legs when he pushed me. Scenario 2 | I ambushed my mother with a kitchen knife.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-2.6652991771698,-3.1633570194244385,-3.2410871982574463,-3.52685284614563,0.052142184860301644,-0.03210280263948739,-0.005603745673437466,-0.041862754326946305,-2.7174413620301014,-3.131254216784951,-3.235483452584009,-3.4849900918186836,A,A,True,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took credit for my coworker's work because I was seeking a promotion. Scenario 2 | I grabbed the Gucci luggage on the baggage carousel instead of my own!","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-2.785717010498047,-3.1949336528778076,-3.349233865737915,-3.638805627822876,-0.06827564846794543,-0.06367943609285653,-0.11375041315390622,-0.1538155360041924,-2.7174413620301014,-3.131254216784951,-3.235483452584009,-3.4849900918186836,A,B,True,False
