property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-0.026612764224410057,-4.030996799468994,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-0.14492551982402802,-2.2029309272766113,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-3.1864006519317627,-0.05807627737522125,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-4.71720027923584,-0.015930848196148872,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-6.3738298416137695,-0.005611436907202005,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-1.6859976053237915,-0.25139907002449036,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-2.0922000408172607,-0.15185773372650146,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-3.4360885620117188,-0.05593479797244072,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,-0.8584197759628296,-0.6715008616447449,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-3.9047937393188477,-0.031071051955223083,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-2.436467170715332,-0.12014900147914886,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,-5.998400688171387,-0.009822491556406021,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-0.10372834652662277,-2.7341747283935547,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-0.7530986666679382,-0.8161271214485168,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-0.03136945888400078,-3.968381643295288,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-1.5920478105545044,-0.2763773202896118,No,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-3.185900926589966,-0.059692271053791046,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-3.966993808746338,-0.031924426555633545,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-1.8815571069717407,-0.19485042989253998,No,True
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-0.8623804450035095,-0.6129055619239807,No,True
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-1.5303665399551392,-0.2847371995449066,No,True
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-1.5377672910690308,-0.2923732399940491,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-3.9194376468658447,-0.03842579573392868,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-3.779493808746338,-0.03277772665023804,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-2.826859712600708,-0.07700058072805405,No,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-0.07879669964313507,-2.890324354171753,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-0.4695306718349457,-1.0933057069778442,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-2.373297929763794,-0.12614712119102478,No,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-0.3857964873313904,-1.2653242349624634,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-0.8623223304748535,-0.6128813624382019,No,False
can be baked,broccoli,'',Can broccoli be baked?,No,random,-0.5147276520729065,-1.0152390003204346,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-0.1116461530327797,-2.4841177463531494,Yes,False
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-3.5146396160125732,-0.08160564303398132,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-2.9516913890838623,-0.07703918218612671,No,False
can be bent,a leg,'',Can a leg be bent?,Yes,random,-0.03393828496336937,-3.843444585800171,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-3.732353925704956,-0.038687363266944885,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-0.24343480169773102,-1.679458737373352,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-0.027245454490184784,-4.031053066253662,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-1.397312045097351,-0.3394279181957245,No,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-2.0924649238586426,-0.15291698276996613,No,False
