question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
"During DNA replication, mistakes are coded into the leading strand about once every 100,000/1 million copies. This DNA is subject to proofreading by several mechanisms. If a mistake is noted and the incorrect base is removed shortly following the time RNA primer is removed, this would most likely be the work of which repair mechanism?",(A) DNA polymerase I,(B) DNA polymerase III,(C) Mismatch repair mechanism,(D) Endonuclease repair,A,C,False,20.0,0,-6.406012058258057,-4.593381404876709,-0.027476254850625992,-5.655679702758789,-2.9016563376870987,-1.8324593485902168,2.344464925730049,-1.4636382798026144,-3.504355720570958,-2.7609220562864922,-2.371941180580675,-4.192041422956175,C,C,False,False
"The β-oxidation of a molecule of palmitic acid, CH3(CH2)14CO2H:",(A) yields 8 molecules of acetyl-CoA and some ATP and water.,(B) yields 16 molecules of acetyl-CoA only.,(C) yields carbon dioxide and water only.,(D) does not involve oxygen.,A,A,True,20.0,0,-0.06846518814563751,-2.9994113445281982,-4.9992899894714355,-6.8738298416137695,3.4358905324253204,-0.238489288241706,-2.6273488088907606,-2.681788418657595,-3.504355720570958,-2.7609220562864922,-2.371941180580675,-4.192041422956175,A,A,True,True
"The electron transport chain, which is embedded in the mitochondrial membrane, exists primarily to generate new molecules of ATP for use by the cell. This is accomplished by a positive gradient of H+ ions that are formed outside the membrane which then pass back through a specialized channel known as ATP synthase. The energy created from this phosphorylates an ATP to an ATP, known as oxidative phosphorylation. The mechanism by which H+ returns to the inside of the mitochondria is known as what?",(A) Passive transport,(B) Passive diffusion,(C) Active transport,(D) Endocytosis,A,C,False,20.0,0,-0.9089815616607666,-2.1543805599212646,-0.7834474444389343,-5.653995513916016,2.5953741589101913,0.6065414963652276,1.5884937361417406,-1.461954090959841,-3.504355720570958,-2.7609220562864922,-2.371941180580675,-4.192041422956175,C,A,False,True
"A patient comes into the hospital after being bit by a dog who he stated was “acting crazy”. The wound is open and bleeding. Animal control captured the dog and said that it was foaming at the mouth and extremely aggressive. Suspecting a rabies infection, the patient is given a serum that contains rabies antibodies that were grown inside a horse. This is an example of what kind of immunity?",(A) Passive,(B) Active,(C) Natural,(D) Artificial,A,A,True,20.0,0,-0.21846310794353485,-2.218357801437378,-3.718496799468994,-3.09317946434021,3.285892612627423,0.5425642548491143,-1.3465556188883192,1.0988619586159647,-3.504355720570958,-2.7609220562864922,-2.371941180580675,-4.192041422956175,A,A,True,True
Our genetic material is made up of:,(A) deoxyribonucleic acid.,(B) ribonucleic acid.,(C) dinitronucleic acid.,(D) protein.,A,A,True,20.0,0,-0.0032237821724265814,-7.062012195587158,-9.499568939208984,-10.686833381652832,3.5011319383985313,-4.3010901393006655,-7.127627758628309,-6.494791958696657,-3.504355720570958,-2.7609220562864922,-2.371941180580675,-4.192041422956175,A,A,True,True
"According to attachment theory, which of the following children is most likely to attach to a male psychologist, previously unknown to the child, in the course of a psychological study?","(A) A two month old female infant raised in a safe, stable environment","(B) A five month old male infant raised in a safe, stable environment",(C) An eight month old male infant raised by a single caregiver who frequently neglect the child,(D) A thirteen month old female infant raised by two caregivers who occasionally neglect the child,A,B,False,20.0,0,-3.3435122966766357,-0.4076826870441437,-1.6559040546417236,-2.46817946434021,0.16084342389432216,2.3532393692423486,0.7160371259389513,1.7238619586159647,-3.504355720570958,-2.7609220562864922,-2.371941180580675,-4.192041422956175,B,B,False,False
Which products of ADP degradation increase in concentration in the blood during multiple sprint sports?,"(A) Ammonia, hypoxanthine and uric acid.","(B) Ammonia, urea and uric acid.","(C) Ammonia, urea and creatinine.","(D) Ammonia, urea and creatine.",A,A,True,20.0,0,-0.5619470477104187,-1.5616955757141113,-1.686790108680725,-4.311254501342773,2.942408672860539,1.199226480572381,0.6851510718999498,-0.11921307838659878,-3.504355720570958,-2.7609220562864922,-2.371941180580675,-4.192041422956175,A,A,True,True
An action potential arriving at the motor endplate causes release of:,(A) acetylcholine which traverses the neuromuscular junction.,(B) sodium ions which binds to sodium receptors on the muscle membrane.,(C) calcium ions which initiate an action potential along the muscle fibre.,(D) noradrenaline which increases muscle metabolic activity.,A,A,True,20.0,0,-0.18600453436374664,-1.8112543821334839,-6.811467170715332,-9.872815132141113,3.3183511862072113,0.9496676741530083,-4.439525990134657,-5.680773709184939,-3.504355720570958,-2.7609220562864922,-2.371941180580675,-4.192041422956175,A,A,True,True
The net production of ATP via substrate-level phosphorylation in glycolysis is:,(A) 2 from glucose and 3 from glycogen.,(B) 2 from glucose and 4 from glycogen.,(C) 3 from glucose and 4 from glycogen.,(D) 3 from glucose and 2 from glycogen.,A,C,False,20.0,0,-4.59344482421875,-1.2886147499084473,-0.4176185727119446,-3.733795642852783,-1.089089103647792,1.472307306378045,1.9543226078687304,0.45824578010339145,-3.504355720570958,-2.7609220562864922,-2.371941180580675,-4.192041422956175,C,C,False,False
What type of covalent bonds link the amino acids in a protein?,(A) Peptide bonds,(B) Hydrogen bonds,(C) Ionic bonds,(D) Glycosidic bonds,A,A,True,20.0,1,-0.0012384675210341811,-8.37476921081543,-9.874820709228516,-11.437095642089844,3.548181034803511,-5.6761868727496925,-7.570267048362574,-7.393171555172928,-3.5494195023245454,-2.6985823380657368,-2.3045536608659423,-4.043924086916916,A,A,True,True
