Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
1.0,1.0,material-properties,,negation,1.0,Chao can see through the wheel.,Is the wheel transparent?,Yes,0,-3.550373077392578,-2.990832567214966,-3.6077942900359634,-2.9334113545715805,0.05742121264338507,No,False
2.0,1.0,material-properties,,negation,1.0,Chao can see through the wheel.,Is the wheel opaque?,No,0,-3.66438627243042,-3.4160380363464355,-3.721807485073805,-3.3586168237030503,0.05742121264338507,No,True
3.0,1.0,material-properties,,negation,2.0,Chao cannot see through the wheel.,Is the wheel transparent?,No,0,-4.205845832824707,-3.708040237426758,-4.263267045468092,-3.6506190247833725,0.05742121264338507,No,True
4.0,1.0,material-properties,,negation,2.0,Chao cannot see through the wheel.,Is the wheel opaque?,Yes,0,-4.1815714836120605,-3.8553595542907715,-4.238992696255446,-3.797938341647386,0.05742121264338507,No,False
5.0,2.0,material-properties,,material,1.0,The wheel is made of polyethylene.,Is the wheel transparent?,Yes,0,-3.568216323852539,-3.5708658695220947,-3.6256375364959244,-3.5134446568787094,0.05742121264338507,No,False
6.0,2.0,material-properties,,material,1.0,The wheel is made of polyethylene.,Is the wheel opaque?,No,0,-3.3877761363983154,-3.9507625102996826,-3.4451973490417007,-3.8933412976562973,0.05742121264338507,Yes,False
7.0,2.0,material-properties,,material,2.0,The wheel is made of bronze.,Is the wheel transparent?,No,0,-3.3478002548217773,-2.7886533737182617,-3.4052214674651626,-2.7312321610748764,0.05742121264338507,No,True
8.0,2.0,material-properties,,material,2.0,The wheel is made of bronze.,Is the wheel opaque?,Yes,0,-3.2312464714050293,-3.4194376468658447,-3.2886676840484146,-3.3620164342224594,0.05742121264338507,Yes,True
9.0,3.0,material-properties,,antonym,1.0,The surface of the wheel is completely flat.,Is the surface of the wheel smooth?,Yes,0,-3.533355712890625,-3.658768892288208,-3.5907769255340103,-3.6013476796448227,0.05742121264338507,Yes,True
10.0,3.0,material-properties,,antonym,1.0,The surface of the wheel is completely flat.,Is the surface of the wheel rough?,No,0,-3.6299498081207275,-3.006523609161377,-3.687371020764113,-2.9491023965179917,0.05742121264338507,No,True
11.0,3.0,material-properties,,antonym,2.0,The surface of the wheel is somewhat bumpy.,Is the surface of the wheel smooth?,No,0,-3.175743818283081,-3.738952159881592,-3.2331650309264663,-3.6815309472382065,0.05742121264338507,Yes,False
12.0,3.0,material-properties,,antonym,2.0,The surface of the wheel is somewhat bumpy.,Is the surface of the wheel rough?,Yes,0,-3.0085885524749756,-3.9928531646728516,-3.066009765118361,-3.9354319520294663,0.05742121264338507,Yes,True
13.0,4.0,material-properties,,material,1.0,The wheel is made of polyethylene.,Is the surface of the wheel smooth?,Yes,0,-3.632899522781372,-4.398403167724609,-3.6903207354247574,-4.340981955081224,0.05742121264338507,Yes,True
14.0,4.0,material-properties,,material,1.0,The wheel is made of polyethylene.,Is the surface of the wheel rough?,No,0,-4.170440196990967,-4.048336505889893,-4.227861409634352,-3.9909152932465073,0.05742121264338507,No,True
15.0,4.0,material-properties,,material,2.0,The wheel is made of concrete.,Is the surface of the wheel smooth?,No,0,-3.787848949432373,-3.600348949432373,-3.8452701620757583,-3.5429277367889878,0.05742121264338507,No,True
16.0,4.0,material-properties,,material,2.0,The wheel is made of concrete.,Is the surface of the wheel rough?,Yes,0,-4.264710903167725,-4.017519474029541,-4.32213211581111,-3.9600982613861557,0.05742121264338507,No,False
17.0,5.0,material-properties,,antonym,1.0,Chao squeezed the wheel. It changed its shape.,Is the wheel soft?,Yes,0,-2.8072662353515625,-4.120921611785889,-2.864687447994948,-4.063500399142503,0.05742121264338507,Yes,True
18.0,5.0,material-properties,,antonym,1.0,Chao squeezed the wheel. It changed its shape.,Is the wheel hard?,No,0,-3.194375514984131,-4.740832328796387,-3.251796727627516,-4.683411116153001,0.05742121264338507,Yes,False
19.0,5.0,material-properties,,antonym,2.0,Chao squeezed the wheel. It kept its shape.,Is the wheel soft?,No,0,-2.4350242614746094,-3.8105714321136475,-2.4924454741179947,-3.753150219470262,0.05742121264338507,Yes,False
20.0,5.0,material-properties,,antonym,2.0,Chao squeezed the wheel. It kept its shape.,Is the wheel hard?,Yes,0,-3.058159112930298,-4.935173988342285,-3.115580325573683,-4.8777527756989,0.05742121264338507,Yes,True
21.0,6.0,material-properties,,material,1.0,The wheel is made of flannel.,Is the wheel soft?,Yes,1,-3.0041794776916504,-4.26217794418335,-3.018053398281336,-4.248304023593664,0.013873920589685396,Yes,True
22.0,6.0,material-properties,,material,1.0,The wheel is made of flannel.,Is the wheel hard?,No,1,-3.4993371963500977,-2.746025800704956,-3.5132111169397833,-2.7321518801152704,0.013873920589685396,No,True
23.0,6.0,material-properties,,material,2.0,The wheel is made of bronze.,Is the wheel soft?,No,1,-3.3435873985290527,-2.718090295791626,-3.3574613191187384,-2.7042163752019404,0.013873920589685396,No,True
24.0,6.0,material-properties,,material,2.0,The wheel is made of bronze.,Is the wheel hard?,Yes,1,-2.613250970840454,-3.3546085357666016,-2.6271248914301397,-3.340734615176916,0.013873920589685396,Yes,True
25.0,7.0,material-properties,,antonym,1.0,Chao squeezed the wheel. It changed its shape.,Is the surface of the wheel soft?,Yes,1,-3.444375514984131,-5.522899627685547,-3.4582494355738165,-5.509025707095861,0.013873920589685396,Yes,True
26.0,7.0,material-properties,,antonym,1.0,Chao squeezed the wheel. It changed its shape.,Is the surface of the wheel hard?,No,1,-3.958040237426758,-6.271792888641357,-3.9719141580164434,-6.257918968051672,0.013873920589685396,Yes,False
27.0,7.0,material-properties,,antonym,2.0,Chao squeezed the wheel. It kept its shape.,Is the surface of the wheel soft?,No,1,-2.7301011085510254,-4.902296543121338,-2.743975029140711,-4.888422622531652,0.013873920589685396,Yes,False
28.0,7.0,material-properties,,antonym,2.0,Chao squeezed the wheel. It kept its shape.,Is the surface of the wheel hard?,Yes,1,-3.431190252304077,-6.05866813659668,-3.4450641728937628,-6.044794216006994,0.013873920589685396,Yes,True
29.0,8.0,material-properties,,material,1.0,The wheel is made of flannel.,Is the surface of the wheel soft?,Yes,1,-3.2229294776916504,-5.061837196350098,-3.236803398281336,-5.047963275760412,0.013873920589685396,Yes,True
30.0,8.0,material-properties,,material,1.0,The wheel is made of flannel.,Is the surface of the wheel hard?,No,1,-3.5912911891937256,-3.2480413913726807,-3.605165109783411,-3.234167470782995,0.013873920589685396,No,True
31.0,8.0,material-properties,,material,2.0,The wheel is made of bronze.,Is the surface of the wheel soft?,No,1,-4.399740695953369,-4.898403167724609,-4.413614616543055,-4.884529247134924,0.013873920589685396,Yes,False
32.0,8.0,material-properties,,material,2.0,The wheel is made of bronze.,Is the surface of the wheel hard?,Yes,1,-3.7358365058898926,-4.796465873718262,-3.749710426479578,-4.782591953128576,0.013873920589685396,Yes,True
33.0,9.0,material-properties,,antonym,1.0,The wheel is stretchy.,Is the wheel elastic?,Yes,1,-3.2853002548217773,-3.473154306411743,-3.299174175411463,-3.4592803858220575,0.013873920589685396,Yes,True
34.0,9.0,material-properties,,antonym,1.0,The wheel is stretchy.,Is the wheel inelastic?,No,1,-3.440018892288208,-3.564605712890625,-3.4538928128778936,-3.5507317923009394,0.013873920589685396,Yes,False
35.0,9.0,material-properties,,antonym,2.0,The wheel is rigid.,Is the wheel elastic?,No,1,-3.73749041557312,-3.738243818283081,-3.7513643361628057,-3.7243698976933954,0.013873920589685396,No,True
36.0,9.0,material-properties,,antonym,2.0,The wheel is rigid.,Is the wheel inelastic?,Yes,1,-3.630080461502075,-3.755716323852539,-3.643954382091761,-3.7418424032628534,0.013873920589685396,Yes,True
37.0,10.0,material-properties,,antonym,1.0,Chao pulled on the wheel with both hands. It changed its shape.,Is the wheel elastic?,Yes,1,-3.239727258682251,-2.438286781311035,-3.2536011792719366,-2.4244128607213495,0.013873920589685396,No,False
38.0,10.0,material-properties,,antonym,1.0,Chao pulled on the wheel with both hands. It changed its shape.,Is the wheel inelastic?,No,1,-2.9060873985290527,-3.725348949432373,-2.9199613191187384,-3.7114750288426874,0.013873920589685396,Yes,False
39.0,10.0,material-properties,,antonym,2.0,Chao pulled on the wheel with both hands. It kept its shape.,Is the wheel elastic?,No,1,-3.496612310409546,-2.6304032802581787,-3.5104862309992315,-2.616529359668493,0.013873920589685396,No,True
40.0,10.0,material-properties,,antonym,2.0,Chao pulled on the wheel with both hands. It kept its shape.,Is the wheel inelastic?,Yes,1,-3.252105712890625,-3.695399522781372,-3.2659796334803106,-3.6815256021916865,0.013873920589685396,Yes,True
41.0,11.0,material-properties,,material,1.0,The wheel is made of flannel.,Is the wheel elastic?,Yes,2,-3.254528522491455,-3.2570438385009766,-3.2886955507099627,-3.222876810282469,0.03416702821850781,No,False
42.0,11.0,material-properties,,material,1.0,The wheel is made of flannel.,Is the wheel inelastic?,No,2,-3.3174498081207275,-3.4416260719299316,-3.351616836339235,-3.407459043711424,0.03416702821850781,Yes,False
43.0,11.0,material-properties,,material,2.0,The wheel is made of bronze.,Is the wheel elastic?,No,2,-3.3989858627319336,-3.2766482830047607,-3.433152890950441,-3.242481254786253,0.03416702821850781,No,True
44.0,11.0,material-properties,,material,2.0,The wheel is made of bronze.,Is the wheel inelastic?,Yes,2,-3.5732080936431885,-3.7625293731689453,-3.607375121861696,-3.7283623449504377,0.03416702821850781,Yes,True
45.0,12.0,material-properties,,antonym,1.0,The wheel looks shiny.,Is the surface of the wheel glossy?,Yes,2,-3.0445852279663086,-4.653169631958008,-3.078752256184816,-4.6190026037395,0.03416702821850781,Yes,True
46.0,12.0,material-properties,,antonym,1.0,The wheel looks shiny.,Is the surface of the wheel matte?,No,2,-2.856435775756836,-4.216196060180664,-2.8906028039753435,-4.1820290319621565,0.03416702821850781,Yes,False
47.0,12.0,material-properties,,antonym,2.0,The wheel looks dim.,Is the surface of the wheel glossy?,No,2,-3.811467170715332,-4.373588562011719,-3.8456341989338396,-4.339421533793211,0.03416702821850781,Yes,False
48.0,12.0,material-properties,,antonym,2.0,The wheel looks dim.,Is the surface of the wheel matte?,Yes,2,-3.827824354171753,-4.6559038162231445,-3.8619913823902605,-4.621736788004637,0.03416702821850781,Yes,True
49.0,13.0,material-properties,,antonym,1.0,The surface of the wheel reflects sunlight.,Is the surface of the wheel glossy?,Yes,2,-4.215856075286865,-4.777042388916016,-4.250023103505373,-4.742875360697508,0.03416702821850781,Yes,True
50.0,13.0,material-properties,,antonym,1.0,The surface of the wheel reflects sunlight.,Is the surface of the wheel matte?,No,2,-4.089796543121338,-4.588676929473877,-4.1239635713398455,-4.554509901255369,0.03416702821850781,Yes,False
51.0,13.0,material-properties,,antonym,2.0,The surface of the wheel does not reflect sunlight.,Is the surface of the wheel glossy?,No,2,-4.18451452255249,-3.481435775756836,-4.218681550770998,-3.4472687475383283,0.03416702821850781,No,True
52.0,13.0,material-properties,,antonym,2.0,The surface of the wheel does not reflect sunlight.,Is the surface of the wheel matte?,Yes,2,-3.980830669403076,-3.8562464714050293,-4.014997697621584,-3.8220794431865217,0.03416702821850781,No,False
53.0,14.0,material-properties,,material,1.0,The wheel is made of aluminum.,Is the surface of the wheel glossy?,Yes,2,-3.588003158569336,-4.462240695953369,-3.6221701867878435,-4.4280736677348616,0.03416702821850781,Yes,True
54.0,14.0,material-properties,,material,1.0,The wheel is made of aluminum.,Is the surface of the wheel matte?,No,2,-4.153850555419922,-4.903169631958008,-4.1880175836384295,-4.8690026037395,0.03416702821850781,Yes,False
55.0,14.0,material-properties,,material,2.0,The wheel is made of concrete.,Is the surface of the wheel glossy?,No,2,-3.6963043212890625,-3.697467088699341,-3.73047134950757,-3.6633000604808332,0.03416702821850781,No,True
56.0,14.0,material-properties,,material,2.0,The wheel is made of concrete.,Is the surface of the wheel matte?,Yes,2,-4.026771545410156,-4.339271545410156,-4.060938573628664,-4.305104517191649,0.03416702821850781,Yes,True
57.0,15.0,material-properties,,antonym,1.0,The wheel is easy to break.,Is the wheel fragile?,Yes,2,-2.012397289276123,-2.9489824771881104,-2.0465643174946306,-2.9148154489696028,0.03416702821850781,Yes,True
58.0,15.0,material-properties,,antonym,1.0,The wheel is easy to break.,Is the wheel sturdy?,No,2,-2.3981552124023438,-3.331993818283081,-2.4323222406208513,-3.2978267900645735,0.03416702821850781,Yes,False
59.0,15.0,material-properties,,antonym,2.0,The wheel is hard to break.,Is the wheel fragile?,No,2,-2.840669870376587,-2.4033563137054443,-2.8748368985950945,-2.3691892854869367,0.03416702821850781,No,True
60.0,15.0,material-properties,,antonym,2.0,The wheel is hard to break.,Is the wheel sturdy?,Yes,2,-2.2275543212890625,-3.72688627243042,-2.26172134950757,-3.6927192442119123,0.03416702821850781,Yes,True
61.0,16.0,material-properties,,antonym,1.0,Chao applied pressure to the wheel. It broke.,Is the wheel fragile?,Yes,3,-4.365832328796387,-4.370659351348877,-4.479212706536055,-4.257278973609209,0.11338037773966803,No,False
62.0,16.0,material-properties,,antonym,1.0,Chao applied pressure to the wheel. It broke.,Is the wheel sturdy?,No,3,-6.305784702301025,-5.495659351348877,-6.419165080040694,-5.382278973609209,0.11338037773966803,No,True
63.0,16.0,material-properties,,antonym,2.0,Chao applied pressure to the wheel. It remained intact.,Is the wheel fragile?,No,3,-5.549990653991699,-4.431929588317871,-5.6633710317313675,-4.318549210578203,0.11338037773966803,No,True
64.0,16.0,material-properties,,antonym,2.0,Chao applied pressure to the wheel. It remained intact.,Is the wheel sturdy?,Yes,3,-5.201153755187988,-6.458685874938965,-5.3145341329276565,-6.345305497199297,0.11338037773966803,Yes,True
65.0,17.0,material-properties,,material,1.0,The wheel is made of ceramic.,Is the wheel fragile?,Yes,3,-2.6963043212890625,-3.634216070175171,-2.8096846990287307,-3.5208356924355027,0.11338037773966803,Yes,True
66.0,17.0,material-properties,,material,1.0,The wheel is made of ceramic.,Is the wheel sturdy?,No,3,-2.821716070175171,-4.743690013885498,-2.935096447914839,-4.63030963614583,0.11338037773966803,Yes,False
67.0,17.0,material-properties,,material,2.0,The wheel is made of bronze.,Is the wheel fragile?,No,3,-2.8389835357666016,-3.402296781539917,-2.95236391350627,-3.2889164038002487,0.11338037773966803,Yes,False
68.0,17.0,material-properties,,material,2.0,The wheel is made of bronze.,Is the wheel sturdy?,Yes,3,-3.3053531646728516,-4.618284702301025,-3.41873354241252,-4.504904324561357,0.11338037773966803,Yes,True
69.0,18.0,material-properties,,antonym,1.0,The wheel's temperature is lower than Chao's hand'.,Is the wheel cold?,Yes,3,-3.3484976291656494,-2.2281627655029297,-3.4618780069053177,-2.1147823877632614,0.11338037773966803,No,False
70.0,18.0,material-properties,,antonym,1.0,The wheel's temperature is lower than Chao's hand'.,Is the wheel warm?,No,3,-3.076690435409546,-2.709582567214966,-3.190070813149214,-2.5962021894752976,0.11338037773966803,No,True
71.0,18.0,material-properties,,antonym,2.0,The wheel's temperature is the same than Chao's hand'.,Is the wheel cold?,No,3,-3.1854472160339355,-2.5610885620117188,-3.298827593773604,-2.4477081842720505,0.11338037773966803,No,True
72.0,18.0,material-properties,,antonym,2.0,The wheel's temperature is the same than Chao's hand'.,Is the wheel warm?,Yes,3,-3.0593223571777344,-2.935900926589966,-3.1727027349174026,-2.8225205488502976,0.11338037773966803,No,False
