property,prefix,Context,Question,Correct Answer,negative_sample_type,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,20.0,0,-4.903696060180664,-10.374738693237305,-1.1414140154962382,-4.881633890874773,-3.762282044684426,-5.493104802362532,Yes,True,True,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,20.0,3,-1.0054683685302734,-9.311833381652832,2.762197120554213,-3.8796349696925887,-3.7676654890844863,-5.432198411960243,Yes,True,True,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,20.0,2,-6.1863298416137695,-3.874769449234009,-2.3938911839964843,1.617010287791934,-3.7924386576172853,-5.491779737025943,No,True,False,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,20.0,1,-2.9020423889160156,-4.906075954437256,0.9207151128954831,0.5084770566229491,-3.8227575018114988,-5.414553011060205,Yes,False,True,False
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,20.0,4,-7.092381954193115,-0.597210168838501,-3.3112634480620424,4.859614832122766,-3.781118506131073,-5.456825000961267,No,True,False,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,20.0,3,-2.1553096771240234,-4.905832767486572,1.6123558119604628,0.5263656444736711,-3.7676654890844863,-5.432198411960243,Yes,False,True,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,20.0,0,-2.9510397911071777,-0.5817477107048035,0.8112422535772481,4.911357091657728,-3.762282044684426,-5.493104802362532,No,False,False,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,20.0,3,-4.811467170715332,-1.4373204708099365,-1.0438016816308457,3.994877941150307,-3.7676654890844863,-5.432198411960243,No,True,False,True
can affect urine,hair,'',Can hair affect urine?,No,random,20.0,0,-1.8982292413711548,-1.2734055519104004,1.864052803313271,4.219699250452131,-3.762282044684426,-5.493104802362532,No,True,False,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,20.0,0,-3.79591965675354,-2.2341177463531494,-0.0336376120691142,3.2589870560093823,-3.762282044684426,-5.493104802362532,No,True,False,True
