property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-3.357353925704956,-6.46786642074585,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-3.5761661529541016,-7.936254501342773,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-6.278531551361084,-6.842293739318848,Yes,False
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-5.310688018798828,-3.8897552490234375,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-6.24537992477417,-3.4973649978637695,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-3.245659112930298,-3.2468223571777344,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-4.686467170715332,-2.8581488132476807,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-3.636733055114746,-3.7632625102996826,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,-3.6395084857940674,-5.561980724334717,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-4.277535915374756,-6.217293739318848,Yes,False
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-3.514000654220581,-5.405603408813477,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,-3.8098649978637695,-4.3738298416137695,Yes,False
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-2.1807847023010254,-4.55951452255249,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-2.6703007221221924,-5.311832904815674,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-1.6532645225524902,-6.21720027923584,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-4.0904717445373535,-5.9029717445373535,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-5.124029636383057,-5.562184810638428,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-5.871822357177734,-4.061946868896484,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-4.676452159881592,-6.30787992477417,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-5.123754501342773,-4.999446868896484,No,True
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-4.123188018798828,-5.374541759490967,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-2.794280767440796,-4.279380798339844,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-5.747815132141113,-4.186832904815674,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-4.748754501342773,-3.546295642852783,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-4.654964923858643,-4.155642509460449,No,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-2.3566136360168457,-5.8729472160339355,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-1.9733598232269287,-5.655184268951416,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-3.7461681365966797,-5.2488298416137695,Yes,False
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-1.9989006519317627,-5.561832904815674,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-2.6864006519317627,-3.9369471073150635,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-1.5534515380859375,-4.436911582946777,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-3.607591152191162,-5.280184268951416,Yes,False
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-3.6218223571777344,-5.935315132141113,Yes,False
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-3.2935450077056885,-3.419853925704956,Yes,True
can be bent,a leg,'',Can a leg be bent?,Yes,random,-2.4968223571777344,-4.498188018798828,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-3.9828007221221924,-4.248967170715332,Yes,False
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-1.8260397911071777,-5.9992899894714355,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-1.5126856565475464,-5.122815132141113,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-4.0604472160339355,-6.748967170715332,Yes,False
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-3.2480714321136475,-4.374195575714111,Yes,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,-2.7306907176971436,-3.0431907176971436,Yes,False
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-3.123297929763794,-5.499244213104248,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-1.3497364521026611,-4.592293739318848,Yes,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,-5.155184268951416,-6.718332767486572,Yes,False
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,-2.873497724533081,-4.687069416046143,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,-4.498754501342773,-6.124446868896484,Yes,False
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,-1.4048385620117188,-5.593332767486572,Yes,True
can be covered,butter,'',Can butter be covered?,No,random,-2.5418801307678223,-4.778169631958008,Yes,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,-3.9351742267608643,-3.936833143234253,Yes,False
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,-2.3104472160339355,-6.061173915863037,Yes,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,-5.530115604400635,-5.343480587005615,No,True
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,-5.186529636383057,-5.874642848968506,Yes,False
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,-1.7634055614471436,-5.249143600463867,Yes,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,-2.8104472160339355,-3.4362542629241943,Yes,False
can be curly,hair,'',Can hair be curly?,Yes,random,-1.4573653936386108,-5.153356075286865,Yes,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,-1.5440260171890259,-5.591760158538818,Yes,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,-3.4366438388824463,-2.9996848106384277,No,True
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,-2.0441136360168457,-5.186643600463867,Yes,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,-4.529131889343262,-6.030309677124023,Yes,False
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,-3.2145423889160156,-6.342381954193115,Yes,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,-2.308159112930298,-4.434117794036865,Yes,True
can be deflated,flour,'',Can flour be deflated?,No,random,-3.8723649978637695,-4.685900688171387,Yes,False
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,-2.5761661529541016,-7.718358039855957,Yes,True
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,-2.7593977451324463,-5.705845832824707,Yes,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,-0.6432207822799683,-3.8894362449645996,Yes,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,-2.8745954036712646,-4.5623087882995605,Yes,False
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,-3.5752761363983154,-4.341760158538818,Yes,True
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,-1.2244936227798462,-5.717970371246338,Yes,True
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,-1.4985885620117188,-4.749195575714111,Yes,True
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,-4.373588562011719,-3.8745694160461426,No,True
