property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-4.9348649978637695,-10.124738693237305,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-0.9703212976455688,-9.436911582946777,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-6.248754501342773,-3.937269449234009,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-3.0270423889160156,-4.718586444854736,Yes,False
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-7.061173915863037,-0.5737549066543579,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-2.1865885257720947,-4.874595642089844,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-2.9042601585388184,-0.593463122844696,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-4.780184268951416,-1.4841747283935547,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,-1.8357292413711548,-1.335903525352478,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-3.73341965675354,-2.2966012954711914,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-1.7784451246261597,-0.9099454879760742,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,-7.780858039855957,-0.33784401416778564,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-0.466042697429657,-10.937331199645996,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-0.28983399271965027,-9.186911582946777,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-0.5106064081192017,-10.62476921081543,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-1.2884504795074463,-7.593596458435059,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-6.967919826507568,-2.671661853790283,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-1.405248999595642,-6.780996799468994,Yes,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-0.3189762234687805,-11.749619483947754,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-1.0777390003204346,-5.3436970710754395,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-0.25865545868873596,-10.999841690063477,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-1.0515345335006714,-5.186173915863037,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-4.8742899894714355,-3.1404640674591064,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-4.468142509460449,-3.7966747283935547,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-2.420858144760132,-3.3591480255126953,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-2.4654715061187744,-11.623297691345215,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-0.8971219658851624,-8.562095642089844,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-4.248588562011719,-2.4372966289520264,No,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-0.27454981207847595,-9.124446868896484,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-1.5460830926895142,-7.687283515930176,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-0.8734976649284363,-10.812143325805664,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-1.737308144569397,-4.937041759490967,Yes,False
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-3.1394362449645996,-2.390129327774048,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-2.5461761951446533,-4.531177520751953,Yes,True
can be bent,a leg,'',Can a leg be bent?,Yes,random,-2.248188018798828,-10.749568939208984,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-4.1238298416137695,-3.062204122543335,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-0.4650205671787262,-9.624195098876953,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-0.6411882638931274,-10.749195098876953,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-5.217381954193115,-6.8432769775390625,Yes,False
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-0.925199568271637,-6.9374098777771,Yes,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,-1.6557140350341797,-5.53111457824707,Yes,False
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-1.0184677839279175,-6.403531551361084,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-0.45184099674224854,-11.935446739196777,Yes,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,-1.7382439374923706,-8.436088562011719,Yes,False
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,-2.529132127761841,-9.874290466308594,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,-3.5623602867126465,-2.4374799728393555,No,True
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,-0.7825108170509338,-8.936911582946777,Yes,True
can be covered,butter,'',Can butter be covered?,No,random,-0.9490253925323486,-9.249934196472168,Yes,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,-1.327488660812378,-6.062296390533447,Yes,False
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,-1.2881721258163452,-11.499664306640625,Yes,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,-2.796295642852783,-2.921745777130127,Yes,False
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,-8.436467170715332,-2.281052827835083,No,True
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,-0.8370498418807983,-8.498588562011719,Yes,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,-1.1088305711746216,-5.6248087882995605,Yes,False
can be curly,hair,'',Can hair be curly?,Yes,random,-0.6984321475028992,-10.373967170715332,Yes,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,-0.16268476843833923,-10.435446739196777,Yes,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,-3.201859712600708,-2.6404829025268555,No,True
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,-1.107985496520996,-4.437425136566162,Yes,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,-3.233069658279419,-1.7418104410171509,No,True
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,-0.454460084438324,-12.812283515930176,Yes,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,-1.591274380683899,-10.49976921081543,Yes,True
can be deflated,flour,'',Can flour be deflated?,No,random,-4.436873435974121,-0.8123910427093506,No,True
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,-1.8735885620117188,-9.99976921081543,Yes,True
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,-0.9516914486885071,-9.74951171875,Yes,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,-0.799200713634491,-9.186911582946777,Yes,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,-0.5693346261978149,-2.749769449234009,Yes,False
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,-3.73341965675354,-6.905881404876709,Yes,True
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,-0.5341064929962158,-11.49882984161377,Yes,True
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,-0.41755932569503784,-8.373188018798828,Yes,True
