task,QID,AnsRefIDs,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,-3.3228089809417725,-2.9502761363983154,No,False
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,-3.9947662353515625,-2.9968223571777344,No,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,-2.527296781539917,-2.279600143432617,No,False
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,-3.4494683742523193,-1.70159912109375,No,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,-3.4940714836120605,-2.747195243835449,No,False
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,-4.089271545410156,-3.091031312942505,No,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,-3.8395423889160156,-2.8417601585388184,No,False
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,-4.463676929473877,-2.7163503170013428,No,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,-3.677744150161743,-3.5572662353515625,No,False
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,-3.3228089809417725,-2.3252761363983154,No,True
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,-3.1369683742523193,-2.3892781734466553,No,False
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,-4.1501336097717285,-3.0103089809417725,No,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the bathroom?,Yes,-3.3395423889160156,-2.5922000408172607,No,False
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the kitchen?,No,-4.211822032928467,-2.9489824771881104,No,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the bathroom?,Yes,-3.4959216117858887,-2.623297929763794,No,False
qa1,12,[10],Mary went to the bathroom.,Is Mary in the kitchen?,No,-3.9160380363464355,-2.2944376468658447,No,True
qa1,3,[1],John moved to the bathroom.,Is John in the bathroom?,Yes,-3.1369683742523193,-2.3892781734466553,No,False
qa1,3,[1],John moved to the bathroom.,Is John in the garden?,No,-4.085903167724609,-2.0741095542907715,No,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the bedroom?,Yes,-2.776176929473877,-2.5293805599212646,No,False
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the hallway?,No,-3.6687464714050293,-2.1707229614257812,No,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the hallway?,Yes,-3.1209216117858887,-2.623497724533081,No,False
qa1,9,[7],Mary moved to the hallway.,Is Mary in the bedroom?,No,-3.903169870376587,-2.6547937393188477,No,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the bathroom?,Yes,-3.1687464714050293,-2.420396089553833,No,False
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the hallway?,No,-3.6678595542907715,-2.419976234436035,No,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bathroom?,Yes,-3.151176929473877,-2.4043805599212646,No,False
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bedroom?,No,-3.4940714836120605,-2.247195243835449,No,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-2.8084216117858887,-2.934695243835449,Yes,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the hallway?,No,-3.4975242614746094,-2.498497724533081,No,True
qa1,15,[13],Daniel went to the garden.,Is Daniel in the garden?,Yes,-2.9173262119293213,-3.043330669403076,Yes,True
qa1,15,[13],Daniel went to the garden.,Is Daniel in the bathroom?,No,-4.3402605056762695,-2.965669870376587,No,True
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the garden?,Yes,-3.088350534439087,-3.0908563137054443,Yes,True
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the bedroom?,No,-3.9642715454101562,-2.716031312942505,No,True
qa1,6,[1],Daniel went back to the hallway.,Is Daniel in the hallway?,Yes,-2.9959216117858887,-2.498497724533081,No,False
qa1,6,[1],Daniel went back to the hallway.,Is Daniel in the kitchen?,No,-3.950610399246216,-2.95159912109375,No,True
qa1,3,[2],Daniel journeyed to the hallway.,Is Daniel in the hallway?,Yes,-2.8100242614746094,-2.810997724533081,Yes,True
qa1,3,[2],Daniel journeyed to the hallway.,Is Daniel in the office?,No,-3.795396089553833,-3.295396089553833,No,True
qa1,6,[2],Daniel journeyed to the hallway.,Is Daniel in the hallway?,Yes,-2.8100242614746094,-2.810997724533081,Yes,True
qa1,6,[2],Daniel journeyed to the hallway.,Is Daniel in the kitchen?,No,-4.373497486114502,-2.88909912109375,No,True
qa1,6,[5],Sandra journeyed to the garden.,Is Sandra in the garden?,Yes,-2.665853261947632,-2.5444376468658447,No,False
qa1,6,[5],Sandra journeyed to the garden.,Is Sandra in the hallway?,No,-3.9819376468658447,-2.482896089553833,No,True
qa1,15,[11],John journeyed to the garden.,Is John in the garden?,Yes,-2.480830669403076,-2.233069658279419,No,False
qa1,15,[11],John journeyed to the garden.,Is John in the bedroom?,No,-3.9819376468658447,-1.7412830591201782,No,True
qa1,15,[11],John moved to the hallway.,Is John in the hallway?,Yes,-2.855830669403076,-2.357896089553833,No,False
qa1,15,[11],John moved to the hallway.,Is John in the garden?,No,-4.122524261474609,-2.623497724533081,No,True
qa1,12,[7],Mary journeyed to the bedroom.,Is Mary in the bedroom?,Yes,-2.700610399246216,-2.4521992206573486,No,False
qa1,12,[7],Mary journeyed to the bedroom.,Is Mary in the bathroom?,No,-4.841196060180664,-2.8428096771240234,No,True
qa1,6,[4],Daniel went back to the office.,Is Daniel in the office?,Yes,-3.057879686355591,-2.6838998794555664,No,False
qa1,6,[4],Daniel went back to the office.,Is Daniel in the hallway?,No,-3.075610399246216,-2.57659912109375,No,True
qa1,9,[8],Daniel travelled to the garden.,Is Daniel in the garden?,Yes,-2.4322662353515625,-2.6843223571777344,Yes,True
qa1,9,[8],Daniel travelled to the garden.,Is Daniel in the bathroom?,No,-4.121399879455566,-2.497814893722534,No,True
qa1,15,[14],Daniel travelled to the bedroom.,Is Daniel in the bedroom?,Yes,-2.3408563137054443,-2.841993808746338,Yes,True
qa1,15,[14],Daniel travelled to the bedroom.,Is Daniel in the garden?,No,-3.888110399246216,-2.3896992206573486,No,True
qa1,15,[14],Mary journeyed to the bedroom.,Is Mary in the bedroom?,Yes,-2.700610399246216,-2.4521992206573486,No,False
qa1,15,[14],Mary journeyed to the bedroom.,Is Mary in the hallway?,No,-3.7163503170013428,-2.2182140350341797,No,True
qa1,6,[5],Sandra moved to the bedroom.,Is Sandra in the bedroom?,Yes,-3.1053595542907715,-3.1069376468658447,Yes,True
