task,QID,AnsRefIDs,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,-3.9521992206573486,-1.9450491666793823,No,False
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,-4.029600143432617,-2.046330690383911,No,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,-3.482699155807495,-2.6085829734802246,No,False
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,-4.028356075286865,-2.264575958251953,No,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,-3.3582229614257812,-2.1086761951446533,No,False
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,-4.435024261474609,-1.1863298416137695,No,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,-3.918935775756836,-3.17091965675354,No,False
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,-4.7779717445373535,-2.889575958251953,No,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,-4.466350555419922,-3.217615842819214,No,False
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,-4.463676929473877,-2.9672937393188477,No,True
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,-3.232896089553833,-2.858830690383911,No,False
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,-4.30951452255249,-2.3110885620117188,No,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the bathroom?,Yes,-3.1082229614257812,-2.3588945865631104,No,False
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the kitchen?,No,-3.622814893722534,-1.7570017576217651,No,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the bathroom?,Yes,-3.9038503170013428,-3.5303096771240234,No,False
qa1,12,[10],Mary went to the bathroom.,Is Mary in the kitchen?,No,-4.309695243835449,-2.9519362449645996,No,True
qa1,3,[1],John moved to the bathroom.,Is John in the bathroom?,Yes,-3.232896089553833,-2.858830690383911,No,False
qa1,3,[1],John moved to the bathroom.,Is John in the garden?,No,-4.5279717445373535,-1.88909912109375,No,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the bedroom?,Yes,-4.124088764190674,-2.1401875019073486,No,False
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the hallway?,No,-3.9975242614746094,-2.4988298416137695,No,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the hallway?,Yes,-4.03004264831543,-1.7730940580368042,No,False
qa1,9,[7],Mary moved to the hallway.,Is Mary in the bedroom?,No,-4.092293739318848,-1.3511418104171753,No,True
