Type,Digits,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 17?,No,-4.149740695953369,-3.901176929473877,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 5?,No,-3.979222059249878,-3.4803595542907715,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 4?,No,-3.8084216117858887,-3.5593223571777344,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 6?,No,-4.461822032928467,-4.213350296020508,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 4?,No,-3.2928595542907715,-3.2928595542907715,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 9?,No,-3.8725242614746094,-3.3730714321136475,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 6?,No,-3.9959216117858887,-3.7475242614746094,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 70?,No,-4.493284702301025,-3.9777634143829346,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 77?,No,-4.430784702301025,-3.9307847023010254,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 8?,No,-3.9959216117858887,-3.7614824771881104,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 76?,No,-4.212240695953369,-3.713676929473877,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 3 equal to 3?,No,-3.5114824771881104,-3.5114824771881104,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 89?,No,-4.680784702301025,-3.916722059249878,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 4 equal to 7?,No,-3.4959216117858887,-3.7468223571777344,Yes,False
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 8?,No,-3.4187464714050293,-3.4194376468658447,Yes,False
Arithmetic,1_digit_addition,'',Is 7 plus 1 equal to 4?,No,-4.4322662353515625,-3.9334216117858887,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 57?,No,-4.678885459899902,-4.178885459899902,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 0 equal to 1?,No,-3.9947662353515625,-3.9959216117858887,Yes,False
Arithmetic,1_digit_addition,'',Is 4 plus 7 equal to 86?,No,-4.647899627685547,-3.901176929473877,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 5 equal to 4?,No,-3.729222059249878,-3.479222059249878,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 9 equal to 59?,No,-4.991385459899902,-3.9947662353515625,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 1 equal to 26?,No,-4.743284702301025,-3.7614824771881104,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 1 equal to 6?,No,-3.9029715061187744,-3.4042601585388184,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 5 equal to 98?,No,-4.245921611785889,-3.762397289276123,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 9 equal to 85?,No,-4.180784702301025,-3.916722059249878,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 5 equal to 26?,No,-4.459863185882568,-3.9598634243011475,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 8 equal to 1?,No,-4.402042388916016,-4.152042388916016,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 9 equal to 17?,No,-4.337240695953369,-4.088676929473877,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 4 equal to 72?,No,-4.022363185882568,-4.022363185882568,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 2 equal to 1?,No,-4.246822357177734,-3.7475242614746094,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 6 equal to 9?,No,-4.461822032928467,-3.9645423889160156,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 2 equal to 47?,No,-4.832353591918945,-4.086822032928467,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 0 equal to 7?,No,-4.183421611785889,-3.9489824771881104,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 5 equal to 7?,No,-3.5895423889160156,-3.341195821762085,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 5 equal to 83?,No,-4.923336505889893,-4.178885459899902,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 2 equal to 6?,No,-3.528695821762085,-3.2792601585388184,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 0 equal to 8?,No,-3.9959216117858887,-3.762397289276123,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 3 equal to 5?,No,-3.4187464714050293,-3.4194376468658447,Yes,False
Arithmetic,1_digit_addition,'',Is 4 plus 3 equal to 3?,No,-4.1197662353515625,-3.8709216117858887,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 3 equal to 4?,No,-3.899740695953369,-3.899740695953369,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 2 equal to 8?,No,-4.180784702301025,-4.180784702301025,No,True
