Type,Digits,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 17?,No,-4.685997486114502,-2.9367902278900146,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 5?,No,-5.435024261474609,-3.1865885257720947,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 4?,No,-5.466880798339844,-2.9678666591644287,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 6?,No,-5.154380798339844,-3.6709775924682617,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 4?,No,-4.435997486114502,-2.702404022216797,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 9?,No,-5.185571193695068,-3.1711761951446533,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 6?,No,-4.46754264831543,-3.218017578125,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 70?,No,-5.434322357177734,-3.4207229614257812,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 77?,No,-5.185024261474609,-3.2021992206573486,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 8?,No,-4.52970027923584,-3.0144362449645996,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 76?,No,-5.185024261474609,-3.1863298416137695,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 3 equal to 3?,No,-5.122524261474609,-3.38909912109375,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 89?,No,-5.185024261474609,-3.1863298416137695,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 4 equal to 7?,No,-4.685024261474609,-2.9209775924682617,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 8?,No,-4.498497486114502,-2.764904022216797,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 1 equal to 4?,No,-5.71720027923584,-3.452404022216797,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 57?,No,-4.935024261474609,-3.1709775924682617,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 0 equal to 1?,No,-5.185571193695068,-3.4365885257720947,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 7 equal to 86?,No,-5.216196060180664,-2.9678096771240234,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 5 equal to 4?,No,-4.715669631958008,-2.7312464714050293,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 9 equal to 59?,No,-5.935024261474609,-3.4209775924682617,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 1 equal to 26?,No,-5.435997486114502,-3.1867902278900146,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 1 equal to 6?,No,-5.21754264831543,-3.202404022216797,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 5 equal to 98?,No,-5.652296543121338,-3.4207229614257812,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 9 equal to 85?,No,-5.028850555419922,-2.7803666591644287,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 5 equal to 26?,No,-4.966196060180664,-2.702404022216797,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 8 equal to 1?,No,-5.966760158538818,-3.4525632858276367,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 9 equal to 17?,No,-4.685997486114502,-3.1867902278900146,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 4 equal to 72?,No,-4.935024261474609,-3.2021992206573486,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 2 equal to 1?,No,-5.280115604400635,-2.7961761951446533,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 6 equal to 9?,No,-5.435997486114502,-3.6869471073150635,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 2 equal to 47?,No,-4.716760158538818,-3.2019362449645996,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 0 equal to 7?,No,-5.185571193695068,-2.9521992206573486,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 5 equal to 7?,No,-4.966196060180664,-2.9521992206573486,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 5 equal to 83?,No,-5.403850555419922,-3.1553666591644287,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 2 equal to 6?,No,-5.498497486114502,-2.7492902278900146,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 0 equal to 8?,No,-4.685024261474609,-3.1865885257720947,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 3 equal to 5?,No,-4.935997486114502,-2.952404022216797,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 3 equal to 3?,No,-4.935571193695068,-3.1707229614257812,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 3 equal to 4?,No,-4.935997486114502,-2.9521992206573486,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 2 equal to 8?,No,-4.155115604400635,-3.4057140350341797,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 9 equal to 96?,No,-4.935571193695068,-3.4365885257720947,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 7 equal to 79?,No,-4.935024261474609,-2.9521992206573486,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 5 equal to 1?,No,-5.966880798339844,-3.2182140350341797,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 5 equal to 16?,No,-5.123071193695068,-3.389904022216797,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 3 equal to 4?,No,-4.748497486114502,-2.9836761951446533,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 6 equal to 33?,No,-5.184322357177734,-3.185997724533081,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 6 equal to 3?,No,-4.685024261474609,-3.169976234436035,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 7 equal to 8?,No,-5.21720027923584,-3.4526875019073486,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 6 equal to 6?,No,-4.654380798339844,-3.1553666591644287,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 1 equal to 6?,No,-5.748497486114502,-2.9990885257720947,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 8 equal to 44?,No,-4.935571193695068,-3.1867902278900146,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 8 equal to 64?,No,-5.153850555419922,-3.1711761951446533,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 1 equal to 7?,No,-5.21720027923584,-2.96817946434021,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 4 equal to 19?,No,-4.8738298416137695,-3.608830690383911,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 4 equal to 84?,No,-4.716760158538818,-2.9675426483154297,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 7 equal to 4?,No,-5.217293739318848,-3.2334775924682617,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 3 equal to 33?,No,-5.404260158538818,-3.405517578125,No,True
