Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
1.0,1.0,physical-dynamics,,negation,1.0,The speck on the wheel is rotating.,Is the wheel rolling?,Yes,-3.6636552810668945,-4.128101348876953,-9.594001770019531,-10.359003067016602,5.930346488952637,6.230901718139648,No,False
2.0,1.0,physical-dynamics,,negation,1.0,The speck on the wheel is rotating.,Is the wheel sliding?,No,-3.4128429889678955,-4.073925971984863,-9.594001770019531,-10.359003067016602,6.181158781051636,6.285077095031738,No,True
3.0,1.0,physical-dynamics,,negation,2.0,The speck on the wheel is not rotating.,Is the wheel rolling?,No,-4.418863773345947,-3.557753324508667,-9.594001770019531,-10.359003067016602,5.175137996673584,6.801249742507935,No,True
4.0,1.0,physical-dynamics,,negation,2.0,The speck on the wheel is not rotating.,Is the wheel sliding?,Yes,-2.683239459991455,-3.467123508453369,-9.594001770019531,-10.359003067016602,6.910762310028076,6.891879558563232,Yes,True
5.0,2.0,physical-dynamics,,other,1.0,"In a moment, the top of the wheel will touch the floor.",Is the wheel rolling?,Yes,-3.6863882541656494,-3.6018152236938477,-9.594001770019531,-10.359003067016602,5.907613515853882,6.757187843322754,No,False
6.0,2.0,physical-dynamics,,other,1.0,"In a moment, the top of the wheel will touch the floor.",Is the wheel sliding?,No,-3.1404569149017334,-3.6292452812194824,-9.594001770019531,-10.359003067016602,6.453544855117798,6.729757785797119,No,True
7.0,2.0,physical-dynamics,,other,2.0,"In a moment, the top of the wheel will remain at the top.",Is the wheel rolling?,No,-4.25291633605957,-3.3244926929473877,-9.594001770019531,-10.359003067016602,5.341085433959961,7.034510374069214,No,True
8.0,2.0,physical-dynamics,,other,2.0,"In a moment, the top of the wheel will remain at the top.",Is the wheel sliding?,Yes,-2.3891639709472656,-2.6597378253936768,-9.594001770019531,-10.359003067016602,7.204837799072266,7.699265241622925,No,False
9.0,3.0,physical-dynamics,,other,1.0,The wheel is moving forward on a surface. The surface is very flat.,Is the wheel rolling?,Yes,-2.2098116874694824,-4.073935508728027,-9.594001770019531,-10.359003067016602,7.384190082550049,6.285067558288574,Yes,True
10.0,3.0,physical-dynamics,,other,1.0,The wheel is moving forward on a surface. The surface is very flat.,Is the wheel sliding?,No,-2.824040651321411,-2.5075557231903076,-9.594001770019531,-10.359003067016602,6.76996111869812,7.851447343826294,No,True
11.0,3.0,physical-dynamics,,other,2.0,The wheel is moving forward on a surface. The surface is very slippery.,Is the wheel rolling?,No,-3.5108578205108643,-4.87191915512085,-9.594001770019531,-10.359003067016602,6.083143949508667,5.487083911895752,Yes,False
12.0,3.0,physical-dynamics,,other,2.0,The wheel is moving forward on a surface. The surface is very slippery.,Is the wheel sliding?,Yes,-3.0116631984710693,-4.424070835113525,-9.594001770019531,-10.359003067016602,6.582338571548462,5.934932231903076,Yes,True
13.0,4.0,physical-dynamics,,antonym,1.0,The wheel is moving down.,Is the wheel falling?,Yes,-2.7404637336730957,-3.1411938667297363,-9.594001770019531,-10.359003067016602,6.8535380363464355,7.217809200286865,No,False
14.0,4.0,physical-dynamics,,antonym,1.0,The wheel is moving down.,Is the wheel rising?,No,-3.763676166534424,-1.7525417804718018,-9.594001770019531,-10.359003067016602,5.830325603485107,8.6064612865448,No,True
15.0,4.0,physical-dynamics,,antonym,2.0,The wheel is moving up.,Is the wheel falling?,No,-3.0244531631469727,-2.035076141357422,-9.594001770019531,-10.359003067016602,6.569548606872559,8.32392692565918,No,True
16.0,4.0,physical-dynamics,,antonym,2.0,The wheel is moving up.,Is the wheel rising?,Yes,-2.7351162433624268,-3.954958438873291,-9.594001770019531,-10.359003067016602,6.8588855266571045,6.4040446281433105,Yes,True
17.0,5.0,physical-dynamics,,antonym,1.0,The wheel is getting closer to the ground.,Is the wheel falling?,Yes,-4.113047122955322,-1.978102445602417,-9.594001770019531,-10.359003067016602,5.480954647064209,8.380900621414185,No,False
18.0,5.0,physical-dynamics,,antonym,1.0,The wheel is getting closer to the ground.,Is the wheel rising?,No,-3.2659335136413574,-2.386441707611084,-9.594001770019531,-10.359003067016602,6.328068256378174,7.972561359405518,No,True
19.0,5.0,physical-dynamics,,antonym,2.0,The wheel is getting closer to the sky.,Is the wheel falling?,No,-4.93148136138916,-1.931740641593933,-9.594001770019531,-10.359003067016602,4.662520408630371,8.427262425422668,No,True
20.0,5.0,physical-dynamics,,antonym,2.0,The wheel is getting closer to the sky.,Is the wheel rising?,Yes,-2.811924695968628,-4.732075214385986,-9.594001770019531,-10.359003067016602,6.782077074050903,5.626927852630615,Yes,True
21.0,6.0,physical-dynamics,,antonym,1.0,The wheel is losing altitude.,Is the wheel sinking?,Yes,-3.7264552116394043,-4.948023796081543,-9.594001770019531,-10.359003067016602,5.867546558380127,5.410979270935059,Yes,True
22.0,6.0,physical-dynamics,,antonym,1.0,The wheel is losing altitude.,Is the wheel floating?,No,-4.341860771179199,-2.322775363922119,-9.594001770019531,-10.359003067016602,5.252140998840332,8.036227703094482,No,True
23.0,6.0,physical-dynamics,,antonym,2.0,The wheel is staying at the same altitude.,Is the wheel sinking?,No,-3.812915086746216,-2.959887981414795,-9.594001770019531,-10.359003067016602,5.781086683273315,7.399115085601807,No,True
24.0,6.0,physical-dynamics,,antonym,2.0,The wheel is staying at the same altitude.,Is the wheel floating?,Yes,-4.715065002441406,-3.6125967502593994,-9.594001770019531,-10.359003067016602,4.878936767578125,6.746406316757202,No,False
25.0,7.0,physical-dynamics,,antonym,1.0,The wheel is going underwater.,Is the wheel sinking?,Yes,-3.3683226108551025,-4.024038314819336,-9.594001770019531,-10.359003067016602,6.225679159164429,6.334964752197266,No,False
26.0,7.0,physical-dynamics,,antonym,1.0,The wheel is going underwater.,Is the wheel floating?,No,-4.393250465393066,-1.6498783826828003,-9.594001770019531,-10.359003067016602,5.200751304626465,8.709124684333801,No,True
27.0,7.0,physical-dynamics,,antonym,2.0,The wheel is staying on the surface.,Is the wheel sinking?,No,-4.17949104309082,-3.3063673973083496,-9.594001770019531,-10.359003067016602,5.414510726928711,7.052635669708252,No,True
28.0,7.0,physical-dynamics,,antonym,2.0,The wheel is staying on the surface.,Is the wheel floating?,Yes,-4.678691387176514,-2.0502398014068604,-9.594001770019531,-10.359003067016602,4.915310382843018,8.308763265609741,No,False
29.0,8.0,physical-dynamics,,antonym,1.0,The wheel is heavy.,Is the wheel sinking?,Yes,-4.212390422821045,-3.8454198837280273,-9.594001770019531,-10.359003067016602,5.381611347198486,6.513583183288574,No,False
30.0,8.0,physical-dynamics,,antonym,1.0,The wheel is heavy.,Is the wheel floating?,No,-3.8570523262023926,-2.029747247695923,-9.594001770019531,-10.359003067016602,5.736949443817139,8.329255819320679,No,True
31.0,8.0,physical-dynamics,,antonym,2.0,The wheel is light.,Is the wheel sinking?,No,-4.284188270568848,-3.29478120803833,-9.594001770019531,-10.359003067016602,5.309813499450684,7.0642218589782715,No,True
32.0,8.0,physical-dynamics,,antonym,2.0,The wheel is light.,Is the wheel floating?,Yes,-3.046619415283203,-2.411954164505005,-9.594001770019531,-10.359003067016602,6.547382354736328,7.947048902511597,No,False
33.0,9.0,physical-dynamics,,antonym,1.0,"In a minute, the wheel will disappear from view.",Is the wheel sinking?,Yes,-4.125680446624756,-1.7216092348098755,-9.594001770019531,-10.359003067016602,5.468321323394775,8.637393832206726,No,False
34.0,9.0,physical-dynamics,,antonym,1.0,"In a minute, the wheel will disappear from view.",Is the wheel floating?,No,-3.494872808456421,-2.324571371078491,-9.594001770019531,-10.359003067016602,6.09912896156311,8.03443169593811,No,True
35.0,9.0,physical-dynamics,,antonym,2.0,"In a minute, the wheel will remain visible.",Is the wheel sinking?,No,-4.246580123901367,-3.6372487545013428,-9.594001770019531,-10.359003067016602,5.347421646118164,6.721754312515259,No,True
36.0,9.0,physical-dynamics,,antonym,2.0,"In a minute, the wheel will remain visible.",Is the wheel floating?,Yes,-4.490714073181152,-5.458541393280029,-9.594001770019531,-10.359003067016602,5.103287696838379,4.900461673736572,Yes,True
