question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
Which of the following is not a function of vitamin D?,(A) Lipid-soluble antioxidant in cell membranes,(B) Fast responses to increase calcium absorption with no change in gene expression,(C) Regulation of differentiation of adipocytes,(D) Regulation of bone turnover,A,D,False,20.0,0,-6.2811970710754395,-4.531096458435059,-4.031026363372803,-0.2870156764984131,-1.9274152680939318,-0.818695664990182,-0.47247954969312644,0.6542175250383568,-4.353781802981508,-3.7124007934448766,-3.5585468136796763,-0.9412332015367699,D,D,False,False
Which of the following statements is correct?,(A) The flavonoid class comprises flavonoids and isoflavonoids.,(B) The digestibility and bioavailability of isoflavones in soya food products are not changed by processing.,(C) ß-Carotene and lycopene can both act as provitamin A.,(D) Carotenoids and flavonoids both belong to the polyphenol class.,A,D,False,20.0,0,-5.312441825866699,-4.812341690063477,-4.312203884124756,-0.5585192441940308,-0.9586600228851916,-1.0999408966186,-0.7536570704450796,0.38271395734273916,-4.353781802981508,-3.7124007934448766,-3.5585468136796763,-0.9412332015367699,D,D,False,False
"The UNICEF model of the causes of malnutrition identifies several levels of causes: immediate, underlying and basic. Which of the following is not one of the underlying causes in the UNICEF model?",(A) Insufficient rainfall for agriculture,(B) Inadequate access to food,(C) Inadequate care for mothers and children,(D) Insufficient health services and unhealthy environment,A,D,False,20.0,0,-4.906053066253662,-2.905832529067993,-3.6553666591644287,-1.163734793663025,-0.5522712632721545,0.8065682643768834,-0.09681984548475242,-0.22250159212625498,-4.353781802981508,-3.7124007934448766,-3.5585468136796763,-0.9412332015367699,D,B,False,False
Which country has undergone the most rapid nutrition transition in the last two decades?,(A) China,(B) Sweden,(C) Britain,(D) India,A,D,False,20.0,0,-5.843703269958496,-6.593650817871094,-5.593586444854736,-1.0780489444732666,-1.4899214669769885,-2.881250024426217,-2.03503963117506,-0.13681574293649668,-4.353781802981508,-3.7124007934448766,-3.5585468136796763,-0.9412332015367699,D,D,False,False
What are the effects of globalisation on food security?,(A) Wealthy countries subsidies and trade barriers make it difficult for developing countries to take advantage of the potential of globalisation for advancing food security.,"(B) World Trade Organisation rules do not cover agriculture, so globalisation really has no bearing on food security.",(C) Supermarkets are so far the only way in which food and agriculture have experienced globalisation.,(D) Developing countries need to create publicly-owned food reserves in order to realise the potential benefits.,A,D,False,20.0,0,-4.187296390533447,-3.4373416900634766,-5.1867899894714355,-1.179428219795227,0.16648541244806037,0.27505910338140005,-1.6282431757917593,-0.23819501825845713,-4.353781802981508,-3.7124007934448766,-3.5585468136796763,-0.9412332015367699,D,B,False,False
Which drug(s) is/are approved for the treatment of obesity in Europe?,(A) Orlistat,(B) Phentermine/Topiramate,(C) Lorcaserin,(D) Naltrexone/Bupropion,A,D,False,20.0,0,-5.749876499176025,-3.7654995918273926,-4.749569416046143,-2.5154640674591064,-1.3960946961945178,-0.053098798382515966,-1.1910226023664663,-1.5742308659223365,-4.353781802981508,-3.7124007934448766,-3.5585468136796763,-0.9412332015367699,D,B,False,False
The two most common causes of foodborne illness in the United States and Europe are:,(A) Salmonella and Campylobacter,(B) Listeria and Salmonella,(C) Shigella and Staphlococcus,(D) E. coli STECs and non-STEC subtypes,A,D,False,20.0,0,-6.281137466430664,-5.281086444854736,-7.280603408813477,-1.781040072441101,-1.9273556634491564,-1.5686856514098597,-3.7220565951338003,-0.8398068709043311,-4.353781802981508,-3.7124007934448766,-3.5585468136796763,-0.9412332015367699,D,D,False,False
Which of the following statements about the digestibility of dietary proteins is correct?,(A) The digestibility of plant proteins is generally less good compared to animal proteins.,(B) The digestibility of meat protein is less good compared with plant proteins.,(C) Digestibility can only be measured at the terminal ileum,(D) Digestibility can only be measured as faecal digestibility,A,D,False,20.0,0,-3.921830415725708,-2.6718177795410156,-4.437296390533447,-0.9296296834945679,0.4319513872557996,1.040583013903861,-0.878749576853771,0.011603518042202055,-4.353781802981508,-3.7124007934448766,-3.5585468136796763,-0.9412332015367699,D,B,False,False
Risk assessment is applied to data on toxicity and human exposure to:,"(A) Estimate the likelihood, or probability, of a toxic effect on exposed humans",(B) To support risk management decisions for food substances,(C) To derive Allowable Daily Intakes,(D) All of the above,A,D,False,20.0,0,-3.218672752380371,-3.4686508178710938,-3.2184805870056152,-0.2137404829263687,1.1351090506011365,0.24374997557378286,0.34006622667406106,0.7274927186104012,-4.353781802981508,-3.7124007934448766,-3.5585468136796763,-0.9412332015367699,D,A,False,True
Which of the following foods do not contain free sugars,(A) Cows' milk,(B) Natural unsweetened orange juice,(C) Honey,(D) Agave nectar,A,D,False,20.0,0,-5.812376499176025,-4.312341690063477,-2.5464510917663574,-0.30456507205963135,-1.4585946961945178,-0.5999408966186,1.0120957219133189,0.6366681294771386,-4.353781802981508,-3.7124007934448766,-3.5585468136796763,-0.9412332015367699,D,C,False,False
Supplementation with long-chain fatty acids EPA and DHA during pregnancy and infancy will likely benefit the following:,(A) Visual performance,(B) Motor performance,(C) Behaviour disorders,(D) Memory,A,D,False,20.0,0,-4.656086444854736,-4.406040191650391,-4.405679702758789,-0.6442648768424988,-0.3023046418732287,-0.693639398205514,-0.8471328890791128,0.29696832469427115,-4.353781802981508,-3.7124007934448766,-3.5585468136796763,-0.9412332015367699,D,D,False,False
Which of the following statements is correct?,(A) Sulfur dioxide is not used in foods containing thiamin because it causes destruction of the vitamin,(B) Sulfur dioxide is not used in foods containing niacin because it causes destruction of the vitamin,(C) Sulfur dioxide is not used in foods containing vitamin E because it causes destruction of the vitamin,(D) Sulfur dioxide is not used in foods containing vitamin C because it causes destruction of the vitamin,A,D,False,20.0,0,-5.687474250793457,-3.9530932903289795,-5.437404155731201,-0.9491908550262451,-1.3336924478119494,-0.24069249688410288,-1.8788573420515249,-0.007957653489475192,-4.353781802981508,-3.7124007934448766,-3.5585468136796763,-0.9412332015367699,D,D,False,False
The function of the gastrointestinal tract can be classified in several ways. Which of the following functions is most important for survival immediately after a meal?,(A) Absorption and retention of water and electrolytes,(B) Elimination of toxins,(C) Maintenance of barrier function,(D) Extraction of maximum value from nutrients,A,D,False,20.0,0,-2.999925136566162,-2.9998416900634766,-2.4997386932373047,-0.4940662384033203,1.3538566664153455,0.7125591033814,1.0588081204423716,0.4471669631334496,-4.353781802981508,-3.7124007934448766,-3.5585468136796763,-0.9412332015367699,D,A,False,True
What stable isotope is commonly given for the measurement of total body water?,(A) Deuterium,(B) Carbon 13,(C) Nitrogen 15,(D) Oxygen 18,A,D,False,20.0,0,-4.218706130981445,-2.7343177795410156,-3.2341747283935547,-0.9764419794082642,0.13507567200006232,0.978083013903861,0.3243720852861216,-0.035208777871494235,-4.353781802981508,-3.7124007934448766,-3.5585468136796763,-0.9412332015367699,D,B,False,False
"From the list of oral microorganisms, which is primarily responsible for the initiation of dental caries?",(A) Mutans streptococci,(B) bifidobacteria,(C) Lactobacilli,(D) P. gingivalis,A,D,False,20.0,0,-5.156219959259033,-5.656206130981445,-5.906096458435059,-0.6600627899169922,-0.8024381562775256,-1.9438053375365687,-2.3475496447553823,0.28117041161977774,-4.353781802981508,-3.7124007934448766,-3.5585468136796763,-0.9412332015367699,D,D,False,False
Which of the following is not considered a diagnostic feature of Anorexia Nervosa,(A) Depressive symptoms,(B) Significant Weight Loss,(C) Body Image Distortion,(D) Fear of becoming fat,A,D,False,20.0,0,-4.124738693237305,-3.3900632858276367,-2.8894362449645996,-0.38840702176094055,0.22904310974420294,0.3223375076172399,0.6691105687150767,0.5528261797758294,-4.353781802981508,-3.7124007934448766,-3.5585468136796763,-0.9412332015367699,D,C,False,False
"Food supplements, including trace minerals and vitamins are frequently advertised with promising health benefits. Which of the following substance could be consumed in excess, i.e. well above the recommended daily requirement?",(A) Vitamin C,(B) Vitamin D,(C) Zinc,(D) Vitamin A,A,D,False,20.0,0,-6.031177520751953,-4.531096458435059,-4.780832767486572,-1.7810964584350586,-1.6773957177704455,-0.818695664990182,-1.222285953806896,-0.8398632568982887,-4.353781802981508,-3.7124007934448766,-3.5585468136796763,-0.9412332015367699,D,B,False,False
Which of the following is not a function of vitamin A,(A) Synthesis of the blood clotting proteins,(B) Activation of vitamin D receptors,(C) Activation of thyroid hormone receptors,(D) Regulation of gene expression and cell differentiation,A,D,False,20.0,1,-5.749876499176025,-4.999664783477783,-3.2495694160461426,-0.24198557436466217,-1.34265741296843,-1.2780165555430392,0.36403722973430863,0.706198366504966,-4.407219086207595,-3.721648227934744,-3.613606645780451,-0.9481839408696282,D,D,False,False
"According to the recommendations for the nutritional management of patients with diabetes, the consumption of saturated fat should be:",(A) <10% of total daily energy,(B) <12%,(C) <15%,(D) <16%,A,D,False,20.0,1,-2.6717190742492676,-2.9216177463531494,-1.9136418104171753,-0.6638073325157166,1.7355000119583277,0.8000304815815946,1.699964835363276,0.28437660835391165,-4.407219086207595,-3.721648227934744,-3.613606645780451,-0.9481839408696282,D,A,False,True
Current recommendations are that:,(A) All babies should be exclusively breastfed until around 6 months,(B) Solids should be introduced at 4 months of age,(C) Cow's milk is appropriate for all children from 6 months,(D) Bottle feeding is more appropriate for babies than breast feeding,A,D,False,20.0,1,-3.8590447902679443,-4.342293739318848,-3.107476234436035,-1.1010223627090454,0.548174295939651,-0.6206455113841036,0.506130411344416,-0.1528384218394172,-4.407219086207595,-3.721648227934744,-3.613606645780451,-0.9481839408696282,D,A,False,True
