Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
1.0,1.0,physical-interactions,,variable_swap,1.0,The wheel and the nail are touching. Heat is flowing from the wheel to the nail.,Is the wheel heating the nail?,Yes,-5.46821403503418,-5.718630313873291,-11.466354370117188,-12.55506420135498,5.998140335083008,6.8364338874816895,No,False
2.0,1.0,physical-interactions,,variable_swap,1.0,The wheel and the nail are touching. Heat is flowing from the wheel to the nail.,Is the wheel cooling the nail?,No,-5.624373435974121,-6.874851226806641,-11.466354370117188,-12.55506420135498,5.841980934143066,5.68021297454834,Yes,False
3.0,1.0,physical-interactions,,variable_swap,2.0,The wheel and the nail are touching. Heat is flowing from the nail to the wheel.,Is the wheel heating the nail?,No,-6.311588764190674,-4.999820709228516,-11.466354370117188,-12.55506420135498,5.154765605926514,7.555243492126465,No,True
4.0,1.0,physical-interactions,,variable_swap,2.0,The wheel and the nail are touching. Heat is flowing from the nail to the wheel.,Is the wheel cooling the nail?,Yes,-5.967919826507568,-6.718596458435059,-11.466354370117188,-12.55506420135498,5.498434543609619,5.836467742919922,No,False
6.0,1.0,physical-interactions,,variable_swap,1.0,The wheel and the nail are touching. Heat is flowing from the wheel to the nail.,Is the nail heating the wheel?,No,-6.124029636383057,-4.499796390533447,-11.466354370117188,-12.55506420135498,5.342324733734131,8.055267810821533,No,True
8.0,1.0,physical-interactions,,variable_swap,2.0,The wheel and the nail are touching. Heat is flowing from the nail to the wheel.,Is the nail heating the wheel?,Yes,-5.593103408813477,-4.781105995178223,-11.466354370117188,-12.55506420135498,5.873250961303711,7.773958206176758,No,False
9.0,1.0,physical-interactions,,variable_swap,1.0,The wheel and the nail are touching. Heat is flowing from the wheel to the nail.,Is the nail cooling the wheel?,Yes,-6.092809677124023,-5.968540191650391,-11.466354370117188,-12.55506420135498,5.373544692993164,6.58652400970459,No,False
11.0,1.0,physical-interactions,,variable_swap,2.0,The wheel and the nail are touching. Heat is flowing from the nail to the wheel.,Is the nail cooling the wheel?,No,-6.030419826507568,-6.531064987182617,-11.466354370117188,-12.55506420135498,5.435934543609619,6.023999214172363,No,True
13.0,2.0,physical-interactions,,antonym,1.0,The wheel and the nail are touching. The wheel is much hotter than the nail.,Is the wheel heating the nail?,Yes,-5.873967170715332,-5.687283515930176,-11.466354370117188,-12.55506420135498,5.5923871994018555,6.867780685424805,No,False
14.0,2.0,physical-interactions,,antonym,1.0,The wheel and the nail are touching. The wheel is much hotter than the nail.,Is the wheel cooling the nail?,No,-6.967381954193115,-6.468480587005615,-11.466354370117188,-12.55506420135498,4.498972415924072,6.086583614349365,No,True
