question,A,B,C,D,answer,oa_logprob,ob_logprob,oc_logprob,od_logprob,predicted_answer,is_correct
A 10-N force at an angle 45° above the horizontal has a horizontal component of about,(A) 7 N,(B) 5 N,(C) 10 N,(D) 12 N,A,-0.2362271547317505,-6.735836505889893,-7.812095642089844,-9.87451171875,A,True
A completely submerged object always displaces its own,(A) weight of fluid.,(B) volume of fluid.,(C) density of fluid.,(D) All of these.,B,-4.998297691345215,-0.4510209560394287,-12.547430038452148,-10.624796867370605,B,True
"When a diver points a flashlight upward toward the surface of the water at an angle 20° from the normal, the beam of light",(A) totally internally reflects,(B) passes into the air above,(C) is absorbed,(D) None of these,B,-4.676452159881592,-0.31404778361320496,-10.306571006774902,-6.624948501586914,B,True
"According to four-dimensional geometry, the angles of a triangle add to 180°",(A) always.,(B) sometimes.,(C) never.,(D) on planet Earth only.,B,-1.3359074592590332,-1.0858814716339111,-2.093740224838257,-7.156221866607666,B,True
A voltage will be induced in a wire loop when the magnetic field within that loop,(A) changes,(B) aligns with the electric field,(C) is at right angles to the electric field,(D) converts to magnetic energy,A,-0.24468860030174255,-9.530587196350098,-11.111688613891602,-10.62252426147461,A,True
"Among these colors, the one that has the most energy per photon is",(A) red,(B) yellow-green,(C) blue,(D) violet,D,-9.177118301391602,-7.523877143859863,-2.7812395095825195,-0.2851560115814209,D,True
"According to general relativity,",(A) mass distorts spacetime.,(B) gravity affects clocks.,(C) light can’t escape from a black hole.,(D) All of these.,D,-6.4940714836120605,-9.793190956115723,-10.931190490722656,-0.2636667490005493,D,True
A step-up transformer in an electric circuit can step up,(A) voltage,(B) energy,(C) Both of these,(D) Neither of these,A,-0.4410478472709656,-10.781350135803223,-9.934322357177734,-10.99592113494873,A,True
Spectral lines of the elements are,(A) chaotic,(B) ordered,(C) positioned by amplitude,(D) in phase,B,-7.380748748779297,-0.4587765038013458,-12.52672290802002,-12.059514999389648,B,True
A wave transfers,(A) amplitude,(B) wavelength,(C) frequency,(D) energy,D,-10.507617950439453,-13.425628662109375,-11.73895263671875,-0.1098630428314209,D,True
"Immediately after two separated charged particles are released from rest, both increase in acceleration. The sign of charge of the particles is therefore",(A) the same,(B) opposite,(C) Either of these,(D) Need more information,B,-0.4742613434791565,-2.4672937393188477,-3.0937366485595703,-6.031200408935547,A,False
The surface of planet Earth loses energy to outer space due mostly to,(A) conduction,(B) convection,(C) radiation,(D) radioactivity,C,-9.65172290802002,-11.03274917602539,-0.04197359085083008,-10.812143325805664,C,True
"In a series circuit, if the current in one lamp is 2 A, the current in the lamp next to it is","(A) half, 1 A",(B) 2 A,(C) Depends on which lamp is closer to the battery,(D) Not enough information to say,B,-4.958040237426758,-0.35844916105270386,-10.054405212402344,-8.685688018798828,B,True
"As a blinking light source approaching you gains speed, you see the frequency of flashes",(A) increase.,(B) decrease.,(C) remain unchanged.,(D) None of these.,A,-0.5271999835968018,-12.837615013122559,-12.618284225463867,-12.37382984161377,A,True
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,(A) 2mg,(B) mg,(C) mg/2,(D) mg/4,B,-2.637948513031006,-0.3960960805416107,-4.40615701675415,-4.718575954437256,B,True
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,(A) less.,(B) equal.,(C) greater.,(D) none because it sinks.,A,-0.2332219034433365,-11.726877212524414,-12.674188613891602,-11.373967170715332,A,True
When you look at the red petals of a rose the color light you're seeing is,(A) red.,(B) green.,(C) white minus red.,(D) a mixture of green and yellow.,A,-0.0857851654291153,-11.46764850616455,-9.30969524383545,-11.809514999389648,A,True
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,(A) speed,(B) frequency,(C) wavelength,(D) All of these,B,-7.708685874938965,-0.769033670425415,-12.86083698272705,-10.56222152709961,B,True
"When you squeeze an air-filled party balloon, you increase its",(A) volume,(B) mass,(C) weight,(D) density,D,-9.466354370117188,-12.174062728881836,-12.670440673828125,-0.08984291553497314,D,True
Polarization is a property of,(A) transverse waves,(B) longitudinal waves,(C) all waves,(D) None of these,A,-0.18446171283721924,-11.849390029907227,-11.62252426147461,-10.124820709228516,A,True
"In a vacuum, an object has no",(A) buoyant force,(B) mass,(C) weight,(D) All of these,A,-8.879179954528809,-10.405587196350098,-0.07172536849975586,-9.686643600463867,C,False
Temperature is generally proportional to a substance’s,(A) thermal energy.,(B) vibrational kinetic energy.,(C) average translational kinetic energy.,(D) rotational kinetic energy.,C,-9.522053718566895,-10.159526824951172,-0.08395791053771973,-11.123967170715332,C,True
"In a hydraulic press operation, the output piston cannot",(A) move farther than the input piston,(B) exceed the force input,(C) exceed the input piston’s speed,(D) produce increased energy,D,-1.2030333280563354,-0.8281126022338867,-5.562368869781494,-6.5624799728393555,B,False
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,(A) decreases,(B) increases,(C) remains unchanged,(D) may increase or decrease,C,-7.474674224853516,-5.3404717445373535,-0.09080314636230469,-8.561643600463867,C,True
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",(A) half the bend.,(B) the same bend if the branch doesn’t break.,(C) twice the bend.,(D) 4 times the bend.,C,-6.083040237426758,-2.264575958251953,-0.5156174898147583,-8.74989128112793,C,True
When an increase in speed doubles the kinetic energy of a moving body its momentum,(A) increases but less than doubles,(B) doubles,(C) more than doubles,(D) depends on factors not stated,A,-2.8566136360168457,-0.36480793356895447,-7.9348649978637695,-7.061695575714111,B,False
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,(A) 1 minute.,(B) 2 minutes.,(C) 5 minutes.,(D) 9 minutes.,D,-7.655115604400635,-0.294894814491272,-4.656208515167236,-6.593733787536621,B,False
