question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
"When the Spanish explorer Hernando de Soto crossed a portion of the North American continent, his expedition encountered direct descendants of which people?",(A) Mississippian,(B) Adena,(C) Ancestral Puebloan,(D) Kwakiutl,A,C,False,20.0,0,-1.061946988105774,-1.5609976053237915,-1.0615885257720947,-2.560997724533081,0.835711039237532,0.11245322366263344,0.44857010493675875,-0.8091182040379328,-1.897658027343306,-1.673450828986425,-1.5101586307088535,-1.7518795204951483,C,A,False,True
The greatest Egyptian pyramids at Giza were built:,"(A) as burial monuments for the pharaoh Khufu, Khufu's son Khafre, and Khufu's grandson Menkaure.","(B) by slaves who were coerced and worked under the threat of death, as described in the book of Exodus of the Old Testament.",(C) in the construction frenzy of the 6th dynasty.,(D) all of the above.,A,D,False,20.0,0,-2.7965447902679443,-2.7965447902679443,-2.296330690383911,-0.2926397919654846,-0.8988867629246384,-1.1230939612815194,-0.7861720596750577,1.4592397285296637,-1.897658027343306,-1.673450828986425,-1.5101586307088535,-1.7518795204951483,D,D,False,False
The undersea chasm between New Guinea/Australia and Java/Borneo is called the __________.,(A) Wallace Trench,(B) Sahul Passage,(C) Beringia Abyss,(D) Bering Strait,A,A,True,20.0,0,-0.8070972561836243,-1.3031967878341675,-1.8037830591201782,-2.310997724533081,1.0905607711596816,0.37025404115225746,-0.29362442841132474,-0.5591182040379328,-1.897658027343306,-1.673450828986425,-1.5101586307088535,-1.7518795204951483,A,A,True,True
What is the earliest form of writing in the world and where did it develop?,"(A) cuneiform, in Mesopotamia","(B) hieroglyphics, in Egypt","(C) clay-tablets, at Knossos","(D) runes, at Stonehenge",A,A,True,20.0,0,-0.45808178186416626,-1.460004448890686,-2.4521992206573486,-3.45159912109375,1.4395762454791396,0.2134463800957389,-0.9420405899484952,-1.6997196005986017,-1.897658027343306,-1.673450828986425,-1.5101586307088535,-1.7518795204951483,A,A,True,True
How does anthropology differ from other social sciences such as economics and sociology?,(A) Anthropology is holistic and integrative in its approach.,(B) Anthropology is less holistic and more theoretical in its approach.,(C) Anthropology tends to focus on specific topics in history.,(D) Anthropology is more narrowly focused than the other social sciences.,A,A,True,20.0,0,-0.6949744820594788,-1.6943939924240112,-1.69475519657135,-2.1869471073150635,1.2026835452838271,-0.020943163437586287,-0.18459656586249662,-0.4350675868199152,-1.897658027343306,-1.673450828986425,-1.5101586307088535,-1.7518795204951483,A,A,True,True
"Of the following, which is the earliest example of the development of a complex society?",(A) Jericho in Israel,(B) Caral in Peru,(C) Stonehenge in England,(D) Olmec along the Gulf Coast,A,B,False,20.0,0,-1.1635223627090454,-0.659241259098053,-2.1553666591644287,-3.1557140350341797,0.7341356646342605,1.014209569888372,-0.6452080284555752,-1.4038345145390314,-1.897658027343306,-1.673450828986425,-1.5101586307088535,-1.7518795204951483,B,B,False,False
What was the unifying element of Olmec culture?,(A) religious iconography,(B) large armies,(C) agricultural surpluses,(D) all of the above,A,D,False,20.0,0,-4.093179702758789,-4.093179702758789,-3.59317946434021,-0.09124496579170227,-2.195521675415483,-2.419728873772364,-2.0830208336313563,1.660634554703446,-1.897658027343306,-1.673450828986425,-1.5101586307088535,-1.7518795204951483,D,D,False,False
Lewis Henry Morgan conceived of progress in human culture according to the stages of:,"(A) Savagery, Barbarism, and Civilization.","(B) Savagery, Civilization, and Collapse.","(C) Barbarism, Primitivism, and Civilization.","(D) Stone Age, Bronze Age, and Iron Age.",A,A,True,20.0,0,-0.9639357924461365,-1.4594467878341675,-1.4594467878341675,-1.960004448890686,0.9337222348971694,0.21400404115225746,0.050711842874686,-0.20812492839553776,-1.897658027343306,-1.673450828986425,-1.5101586307088535,-1.7518795204951483,A,A,True,True
What was found in some of the burials at the principal Liangzhu site in eastern China that represents elite status?,(A) finely crafted large jade disks called bi,(B) thousands of shell discs called “bi” that were used as a source of money,(C) copper earspools that were worn by the deceased,(D) gold headdresses that were worn by the deceased,A,A,True,20.0,0,-0.6937983632087708,-1.6937984228134155,-1.6937984228134155,-2.185997724533081,1.2038596641345352,-0.020347593826990584,-0.18363979210456205,-0.4341182040379328,-1.897658027343306,-1.673450828986425,-1.5101586307088535,-1.7518795204951483,A,A,True,True
What do anthropologists NOT need to know to determine when people entered the Americas from Siberia?,(A) When sled dogs were first domesticated,(B) When the Bering Strait was exposed and open for travel,(C) When eastern Siberia was first inhabited,(D) The age of the earliest New World sites,A,D,False,20.0,0,-1.8588305711746216,-1.3588305711746216,-1.3588305711746216,-1.3584775924682617,0.03882745616868433,0.31462025781180336,0.1513280595342319,0.39340192802688656,-1.897658027343306,-1.673450828986425,-1.5101586307088535,-1.7518795204951483,D,D,False,False
The ancient city of Cahokia contained more than _______ and a population of around _______.,"(A) 120 earthen mounds; 10,000","(B) 60 burial mounds; 2,000","(C) 50 religious monuments; 5,000","(D) 200 pyramidal mounds; 200,000",A,A,True,20.0,0,-1.2562984228134155,-1.2562984228134155,-1.2568939924240112,-2.248497724533081,0.6413596045298904,0.4171524061730094,0.25326463828484225,-0.4966182040379328,-1.897658027343306,-1.673450828986425,-1.5101586307088535,-1.7518795204951483,A,A,True,True
Which of the following is evidence of a complex society?,(A) monumental works,(B) burials with grave goods,(C) leisure and a sedentary lifestyle,(D) all of the above,A,D,False,20.0,0,-4.093179702758789,-4.0934038162231445,-3.59317946434021,-0.08929291367530823,-2.195521675415483,-2.4199529872367194,-2.0830208336313563,1.66258660681984,-1.897658027343306,-1.673450828986425,-1.5101586307088535,-1.7518795204951483,D,D,False,False
The Aztec Empire was based on the systematic expansion of:,"(A) tribute in the form of gold, jade, feathers, cloth, and jewels.",(B) oppressive social and religious control based on military conquest.,"(C) ceramic production, a distinctive architectural style, and artistic expression.",(D) religious beliefs that required extensive and escalating human sacrifice.,A,B,False,20.0,0,-2.873497724533081,-0.3773980736732483,-1.8812984228134155,-2.3740885257720947,-0.9758396971897751,1.2960527553131767,-0.37113979210456205,-0.6222090052769464,-1.897658027343306,-1.673450828986425,-1.5101586307088535,-1.7518795204951483,B,B,False,False
