Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
1.0,1.0,material-dynamics,1.0,material,1.0,Chao sees something that is fabric.,Can Chao fold it?,Yes,-10.934595108032227,-12.951699256896973,-14.94671630859375,-11.690384864807129,4.012121200561523,-1.2613143920898438,Yes,True
2.0,1.0,material-dynamics,1.0,material,1.0,Chao sees something that is fabric.,Can Chao pour it?,No,-12.749244689941406,-11.921524047851562,-14.94671630859375,-11.690384864807129,2.1974716186523438,-0.2311391830444336,Yes,False
3.0,1.0,material-dynamics,1.0,material,2.0,Chao sees something that is liquid.,Can Chao fold it?,No,-10.82755184173584,-11.38300895690918,-14.94671630859375,-11.690384864807129,4.11916446685791,0.3073759078979492,Yes,False
4.0,1.0,material-dynamics,1.0,material,2.0,Chao sees something that is liquid.,Can Chao pour it?,Yes,-10.684013366699219,-12.617100715637207,-14.94671630859375,-11.690384864807129,4.262702941894531,-0.9267158508300781,Yes,True
5.0,2.0,material-dynamics,2.0,material,1.0,Chao sees the denim.,Can Chao fold it?,Yes,-11.117973327636719,-14.225375175476074,-14.94671630859375,-11.690384864807129,3.8287429809570312,-2.5349903106689453,Yes,True
6.0,2.0,material-dynamics,2.0,material,1.0,Chao sees the denim.,Can Chao pour it?,No,-13.151653289794922,-13.392374038696289,-14.94671630859375,-11.690384864807129,1.7950630187988281,-1.7019891738891602,Yes,False
7.0,2.0,material-dynamics,2.0,material,2.0,Chao sees the water.,Can Chao fold it?,No,-12.855037689208984,-14.370908737182617,-14.94671630859375,-11.690384864807129,2.0916786193847656,-2.6805238723754883,Yes,False
8.0,2.0,material-dynamics,2.0,material,2.0,Chao sees the water.,Can Chao pour it?,Yes,-12.446370124816895,-14.832207679748535,-14.94671630859375,-11.690384864807129,2.5003461837768555,-3.1418228149414062,Yes,True
10.0,3.0,material-dynamics,3.0,material,1.0,Chao sees something that is fabric.,Can Chao stir it?,No,-13.239825248718262,-12.978174209594727,-14.94671630859375,-11.690384864807129,1.7068910598754883,-1.2877893447875977,Yes,False
12.0,3.0,material-dynamics,3.0,material,2.0,Chao sees something that is liquid.,Can Chao stir it?,Yes,-11.108619689941406,-12.752559661865234,-14.94671630859375,-11.690384864807129,3.8380966186523438,-1.0621747970581055,Yes,True
16.0,4.0,material-dynamics,4.0,material,2.0,Chao sees the water.,Can Chao stir it?,Yes,-12.738966941833496,-13.836981773376465,-14.94671630859375,-11.690384864807129,2.207749366760254,-2.146596908569336,Yes,True
20.0,5.0,material-dynamics,5.0,material,2.0,Chao sees something that is gas.,Can Chao stir it?,Yes,-12.77719497680664,-12.679070472717285,-14.94671630859375,-11.690384864807129,2.1695213317871094,-0.9886856079101562,Yes,True
24.0,6.0,material-dynamics,6.0,material,2.0,Chao sees the oxygen.,Can Chao stir it?,Yes,-13.691607475280762,-14.03133487701416,-14.94671630859375,-11.690384864807129,1.2551088333129883,-2.3409500122070312,Yes,True
25.0,7.0,material-dynamics,7.0,material,1.0,Chao sees something that is rigid.,Can it break?,Yes,-9.635686874389648,-11.772422790527344,-14.94671630859375,-11.690384864807129,5.311029434204102,-0.08203792572021484,Yes,True
26.0,7.0,material-dynamics,7.0,material,1.0,Chao sees something that is rigid.,Can it ripple?,No,-10.56074333190918,-11.48763656616211,-14.94671630859375,-11.690384864807129,4.38597297668457,0.20274829864501953,Yes,False
27.0,7.0,material-dynamics,7.0,material,2.0,Chao sees something that is fabric.,Can it break?,No,-12.818403244018555,-15.247316360473633,-14.94671630859375,-11.690384864807129,2.1283130645751953,-3.556931495666504,Yes,False
28.0,7.0,material-dynamics,7.0,material,2.0,Chao sees something that is fabric.,Can it ripple?,Yes,-12.225502014160156,-13.984249114990234,-14.94671630859375,-11.690384864807129,2.7212142944335938,-2.2938642501831055,Yes,True
31.0,8.0,material-dynamics,8.0,material,2.0,Chao sees something that is liquid.,Can it break?,No,-10.76375675201416,-13.04082202911377,-14.94671630859375,-11.690384864807129,4.18295955657959,-1.3504371643066406,Yes,False
32.0,8.0,material-dynamics,8.0,material,2.0,Chao sees something that is liquid.,Can it ripple?,Yes,-11.542160034179688,-14.76099681854248,-14.94671630859375,-11.690384864807129,3.4045562744140625,-3.0706119537353516,Yes,True
33.0,9.0,material-dynamics,9.0,material,1.0,Chao sees something that is non-rigid.,Can it break?,Yes,-6.836955547332764,-9.454299926757812,-14.94671630859375,-11.690384864807129,8.109760761260986,2.2360849380493164,Yes,True
34.0,9.0,material-dynamics,9.0,material,1.0,Chao sees something that is non-rigid.,Can it ripple?,No,-6.365801811218262,-8.062970161437988,-14.94671630859375,-11.690384864807129,8.580914497375488,3.6274147033691406,Yes,False
37.0,10.0,material-dynamics,10.0,material,1.0,Chao sees the feather.,Can it break?,Yes,-8.658642768859863,-9.541202545166016,-14.94671630859375,-11.690384864807129,6.288073539733887,2.1491823196411133,Yes,True
38.0,10.0,material-dynamics,10.0,material,1.0,Chao sees the feather.,Can it ripple?,No,-7.1795196533203125,-8.1100435256958,-14.94671630859375,-11.690384864807129,7.7671966552734375,3.580341339111328,Yes,False
40.0,10.0,material-dynamics,10.0,material,2.0,Chao sees the denim.,Can it ripple?,Yes,-5.83937931060791,-7.399291515350342,-14.94671630859375,-11.690384864807129,9.10733699798584,4.291093349456787,Yes,True
