question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
"Jerry read a 200-page book in 10 hours. At that rate, how long will it take him to read a 320-page book?",(A) 16 hours,(B) 18 hours,(C) 24 hours,(D) 32 hours,A,C,False,20.0,0,-4.2488298416137695,-4.248071193695068,-1.4904985427856445,-3.5728089809417725,-0.5299998882569765,-0.8290202241194877,1.5743013500121603,0.4013818110290326,-3.718829953356793,-3.4190509695755806,-3.064799892797805,-3.974190791970805,C,C,False,False
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,(A) 8,(B) 9,(C) 49,(D) 63,A,B,False,20.0,0,-3.435797929763794,-1.7932183742523193,-5.9652605056762695,-4.085399627685547,0.28303202359299906,1.6258325953232613,-2.9004606128784647,-0.11120883571474183,-3.718829953356793,-3.4190509695755806,-3.064799892797805,-3.974190791970805,B,B,False,False
Find the value of 6 • 24 ÷ (8 − 5).,(A) 48,(B) 13,(C) −13,(D) 54,A,D,False,20.0,0,-2.655115842819214,-2.7473649978637695,-3.248188018798828,-2.246046781539917,1.0637141105375791,0.6716859717118111,-0.18338812600102328,1.728144010430888,-3.718829953356793,-3.4190509695755806,-3.064799892797805,-3.974190791970805,D,D,False,False
Change 34 L 18 cL to liters.,(A) 34.18 L,(B) 35.8 L,(C) 34.018 L,(D) 214 L,A,C,False,20.0,0,-3.2634055614471436,-5.433159351348877,-1.402042269706726,-6.305353164672852,0.45542439190964945,-2.0141083817732963,1.6627576230910788,-2.3311623727020465,-3.718829953356793,-3.4190509695755806,-3.064799892797805,-3.974190791970805,C,C,False,False
"The Mills Library has 1,007,199 books. The Springvale Library has 907,082 books. Which of the following is the best estimate of how many more books the Mills Library has than the Springvale Library?","(A) 100,000 books","(B) 80,000 books","(C) 10,000 books","(D) 8,000 books",A,A,True,20.0,0,-2.2332229614257812,-3.0136661529541016,-3.841031312942505,-5.183899879455566,1.4856069919310118,0.40538481662147907,-0.7762314201447,-1.2097090874847614,-3.718829953356793,-3.4190509695755806,-3.064799892797805,-3.974190791970805,A,A,True,True
Max and Jonathon were picking strawberries. Max picked 187 strawberries. Jonathon picked 223 strawberries. Together they ate 26 of the strawberries. Which expression shows a way to find the total number of strawberries Max and Jonathon have left?,(A) 190 + 220 – 30 + 4,(B) 185 + 225 – 25 + 1,(C) 200 + 200 – 30 – 4,(D) 200 + 200 – 25 – 1,A,B,False,20.0,0,-2.965669870376587,-1.5805799961090088,-3.932879686355591,-3.384603261947632,0.7531600829802061,1.8384709734665718,-0.868079793557786,0.5895875300231732,-3.718829953356793,-3.4190509695755806,-3.064799892797805,-3.974190791970805,B,B,False,False
Which number has an absolute value greater than 5?,(A) -6,(B) -5,(C) 0,(D) 5,A,A,True,20.0,0,-1.6226003170013428,-6.4626336097717285,-6.9315714836120605,-6.459863185882568,2.0962296363554502,-3.043582640196148,-3.8667715908142557,-2.4856723939117633,-3.718829953356793,-3.4190509695755806,-3.064799892797805,-3.974190791970805,A,A,True,True
"Mr. Jones rolls a six-sided cube numbered 1, 2, 3, 4, 5, 6. What is the probability he rolls a three?",(A) 6-Jan,(B) 5-Jan,(C) 3-Jan,(D) 2-Jan,A,C,False,20.0,0,-4.028531551361084,-3.4645423889160156,-1.573851227760315,-3.150850534439087,-0.309701598004291,-0.04549141934043499,1.49094866503749,0.8233402575317181,-3.718829953356793,-3.4190509695755806,-3.064799892797805,-3.974190791970805,C,C,False,False
Find the number that makes the statement true: 0.32 g = _ cg.,(A) 32,(B) 3.2,"(C) 3,200",(D) 320,A,A,True,20.0,0,-2.170485496520996,-3.4966177940368652,-3.1369683742523193,-3.6048262119293213,1.548344456835797,-0.0775668244612846,-0.07216848145451449,0.36936458004148376,-3.718829953356793,-3.4190509695755806,-3.064799892797805,-3.974190791970805,A,A,True,True
"If a freight train travels at a speed of 20 miles per hour for 6 hours, how far will it travel?",(A) 120 miles,(B) 80 miles,(C) 26 miles,(D) 12 miles,A,A,True,20.0,0,-2.091993808746338,-4.903995513916016,-5.027535915374756,-5.554405212402344,1.6268361446104551,-1.484944544340435,-1.962736022576951,-1.5802144204315387,-3.718829953356793,-3.4190509695755806,-3.064799892797805,-3.974190791970805,A,A,True,True
Malik has 240 CDs. He sorted them into 12 equal groups. Which expression shows how to find the number of CDs in each group?,(A) 240 ÷ 12,(B) 240 – 12,(C) 240 + 12,(D) 240 × 12,A,A,True,20.0,0,-1.4341176748275757,-4.617853164672852,-5.681929588317871,-5.61324405670166,2.2847122785292173,-1.198802195097271,-2.6171296955200662,-1.639053264730855,-3.718829953356793,-3.4190509695755806,-3.064799892797805,-3.974190791970805,A,A,True,True
Which expression is equivalent to 5(4x + 3) — 2x?,(A) 18x+15,(B) 18x+3,(C) 7x+8,(D) 2x+8,A,A,True,20.0,0,-1.65361487865448,-3.056190252304077,-2.869429588317871,-3.803332567214966,2.065215074702313,0.3628607172715035,0.19537030447993375,0.17085822475583923,-3.718829953356793,-3.4190509695755806,-3.064799892797805,-3.974190791970805,A,A,True,True
"One of the events at the circus was Gabriella, the Human Cannonball. On Saturday she did four shows. Her distances measured 7.04 meters, 18.81 meters, 18.39 meters, and 19.94 meters. What was the total distance Gabriella flew that day?",(A) 64.18 m,(B) 74.18 m,(C) 57.14 m,(D) 59.24 m,A,B,False,20.0,0,-3.4521396160125732,-1.670569658279419,-3.889000654220581,-4.247524261474609,0.26669033734421976,1.7484813112961617,-0.8242007614227762,-0.2733334695038043,-3.718829953356793,-3.4190509695755806,-3.064799892797805,-3.974190791970805,B,B,False,False
"The surface area, S, of a right rectangular prism with length l, width w, and height h can be found using the formula S = 2(lw+ wh + hl). What is the surface area, in square inches, of a prism with a length of 12 inches, a width of 9 inches, and a height of 2 inches?",(A) 300,(B) 258,(C) 150,(D) 92,A,B,False,20.0,0,-3.8261661529541016,-1.5274182558059692,-3.840669870376587,-4.7447662353515625,-0.10733619959730856,1.8916327137696114,-0.7758699775787821,-0.7705754433807575,-3.718829953356793,-3.4190509695755806,-3.064799892797805,-3.974190791970805,B,B,False,False
Solve the equation 6.73 = z over 7.74. Check your answer.,(A) 52.0902,(B) 1.0112,(C) −1.0102,(D) 51.5902,A,A,True,20.0,0,-2.5279715061187744,-2.8711681365966797,-3.0584216117858887,-2.9001338481903076,1.1908584472380186,0.547882832978901,0.006378281011916176,1.0740569437804974,-3.718829953356793,-3.4190509695755806,-3.064799892797805,-3.974190791970805,A,A,True,True
Find the GCD of 25 and 55.,(A) 5,(B) 11,(C) 50,(D) 275,A,A,True,20.0,0,-1.6543806791305542,-3.759967088699341,-6.870082378387451,-5.023403167724609,2.064449274226239,-0.3409161191237602,-3.8052824855896463,-1.0492123757538043,-3.718829953356793,-3.4190509695755806,-3.064799892797805,-3.974190791970805,A,A,True,True
"Each time Rami turned the dial on a machine, the dial moved 1 degree. Rami turned the dial 10 times. What is the total number of degrees the dial moved?",(A) 10,(B) 90,(C) 110,(D) 360,A,B,False,20.0,0,-5.121617794036865,-1.8771984577178955,-3.6834216117858887,-2.7103993892669678,-1.4027878406800722,1.5418525118576851,-0.6186217189880838,1.2637914027038373,-3.718829953356793,-3.4190509695755806,-3.064799892797805,-3.974190791970805,B,B,False,False
Which situation could be represented by the expression 6 x 2?,(A) Rocco hiked six miles each day for two days.,(B) Rocco had six baseballs and gave away two of them.,(C) Rocco had a total of six tennis balls in two cans.,(D) Rocco biked six miles and then continued for two more miles.,A,A,True,20.0,0,-1.9904985427856445,-5.9001336097717285,-6.213676929473877,-6.804893970489502,1.7283314105711485,-2.481082640196148,-3.148877036676072,-2.830703178518697,-3.718829953356793,-3.4190509695755806,-3.064799892797805,-3.974190791970805,A,A,True,True
"A sporting goods store is offering a 10% discount on in-line skates that normally cost $110.99. How much will the in-line skates cost with the discount, not including tax?",(A) $99.89 ,(B) $99.99 ,(C) $100.99 ,(D) $109.88 ,A,A,True,20.0,0,-1.6773797273635864,-3.4185450077056885,-3.0428595542907715,-2.0241031646728516,2.0414502259932066,0.0005059618698921575,0.021940338507033363,1.9500876272979535,-3.718829953356793,-3.4190509695755806,-3.064799892797805,-3.974190791970805,A,A,True,True
