property,prefix,Context,Question,Correct Answer,negative_sample_type,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,20.0,0,-0.5067434310913086,-1.8801567554473877,0.32250260788769947,-0.42891206653522596,-0.8292460389790081,-1.4512446889121617,Yes,True,True,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,20.0,3,-0.5928710699081421,-1.7159451246261597,0.23980698684851331,-0.2674592268874958,-0.8326780567566554,-1.4484858977386639,Yes,True,True,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,20.0,2,-1.1288284063339233,-0.8173961043357849,-0.29735779141386354,0.6359932398600947,-0.8314706149200598,-1.4533893441958796,No,True,False,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,20.0,1,-1.0345491170883179,-0.9776308536529541,-0.20243670427728266,0.47599573375745896,-0.8321124128110352,-1.453626587410413,No,True,False,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,20.0,4,-2.042983055114746,-0.5445125699043274,-1.2132255372369574,0.9052131295558952,-0.8297575178777887,-1.4497256994602226,No,True,False,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,20.0,3,-1.1199268102645874,-0.9959216117858887,-0.287248753507932,0.4525642859527752,-0.8326780567566554,-1.4484858977386639,No,True,False,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,20.0,0,-1.1169053316116333,-1.1186901330947876,-0.28765929263262524,0.33255455581737414,-0.8292460389790081,-1.4512446889121617,Yes,True,False,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,20.0,3,-1.1889533996582031,-0.6917957067489624,-0.3562753429015477,0.7566901909897015,-0.8326780567566554,-1.4484858977386639,No,True,False,True
can affect urine,hair,'',Can hair affect urine?,No,random,20.0,0,-0.8748119473457336,-1.060510277748108,-0.04556590836672558,0.39073441116405383,-0.8292460389790081,-1.4512446889121617,Yes,False,False,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,20.0,0,-1.057733416557312,-0.930224597454071,-0.22848737757830395,0.5210200914580907,-0.8292460389790081,-1.4512446889121617,No,True,False,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,20.0,1,-0.853115439414978,-1.0373469591140747,-0.02100302660394282,0.41627962829633836,-0.8321124128110352,-1.453626587410413,Yes,False,False,True
can bark,an arrow,'',Can an arrow bark?,No,random,20.0,4,-2.199233055114746,-0.38573840260505676,-1.3694755372369574,1.0639872968551658,-0.8297575178777887,-1.4497256994602226,No,True,False,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,20.0,0,-0.4672357439994812,-1.6602007150650024,0.36201029497952686,-0.2089560261528407,-0.8292460389790081,-1.4512446889121617,Yes,True,True,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,20.0,3,-0.6357836127281189,-1.5756103992462158,0.1968944440285365,-0.12712450150755195,-0.8326780567566554,-1.4484858977386639,Yes,False,True,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,20.0,3,-0.2764747440814972,-2.9017715454101562,0.5562033126751582,-1.4532856476714924,-0.8326780567566554,-1.4484858977386639,Yes,True,True,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,20.0,0,-0.8385162353515625,-1.0905722379684448,-0.00927019637255444,0.3606724509437169,-0.8292460389790081,-1.4512446889121617,Yes,False,False,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,20.0,1,-1.573851227760315,-0.5126857161521912,-0.7417388149492797,0.9409408712582219,-0.8321124128110352,-1.453626587410413,No,True,False,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,20.0,0,-0.7195805311203003,-1.3459484577178955,0.10966550785870777,0.10529623119426623,-0.8292460389790081,-1.4512446889121617,Yes,False,True,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,20.0,3,-0.5749964714050293,-1.450973629951477,0.2576815853516261,-0.0024877322128131762,-0.8326780567566554,-1.4484858977386639,Yes,False,True,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,20.0,3,-0.8014345765113831,-1.0532426834106445,0.031243480245272348,0.39524321432801934,-0.8326780567566554,-1.4484858977386639,Yes,False,False,True
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,20.0,2,-0.48814067244529724,-1.7404985427856445,0.34332994247476256,-0.2871091985897649,-0.8314706149200598,-1.4533893441958796,Yes,False,True,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,20.0,2,-0.8496187925338745,-0.9750003814697266,-0.01814817761381471,0.47838896272615306,-0.8314706149200598,-1.4533893441958796,Yes,False,False,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,20.0,2,-1.2264052629470825,-0.8585700988769531,-0.3949346480270227,0.5948192453189265,-0.8314706149200598,-1.4533893441958796,No,True,False,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,20.0,3,-1.0737159252166748,-0.8294268250465393,-0.2410378684600194,0.6190590726921246,-0.8326780567566554,-1.4484858977386639,No,True,False,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,20.0,3,-0.8065714240074158,-1.246919870376587,0.026106632749239633,0.20156602736207696,-0.8326780567566554,-1.4484858977386639,Yes,False,False,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,20.0,4,-0.4080069959163666,-1.9744279384613037,0.42175052196142215,-0.5247022390010811,-0.8297575178777887,-1.4497256994602226,Yes,True,True,True
