Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
1.0,1.0,social-interactions,1.0,antonym,1.0,Chao is making Yan's job easier.,Is Chao helping Yan?,Yes,-2.471268892288208,-3.663393497467041,-9.994429588317871,-9.059514999389648,7.523160696029663,5.396121501922607,Yes,True
2.0,1.0,social-interactions,1.0,antonym,1.0,Chao is making Yan's job easier.,Is Chao hindering Yan?,No,-3.8527634143829346,-2.2910380363464355,-9.994429588317871,-9.059514999389648,6.1416661739349365,6.768476963043213,No,True
3.0,1.0,social-interactions,1.0,antonym,2.0,Chao is making Yan's job harder.,Is Chao helping Yan?,No,-3.333040237426758,-3.3359034061431885,-9.994429588317871,-9.059514999389648,6.661389350891113,5.72361159324646,Yes,False
4.0,1.0,social-interactions,1.0,antonym,2.0,Chao is making Yan's job harder.,Is Chao hindering Yan?,Yes,-2.820155382156372,-3.3838043212890625,-9.994429588317871,-9.059514999389648,7.174274206161499,5.675710678100586,Yes,True
5.0,2.0,social-interactions,2.0,antonym,1.0,Chao is assisting Yan.,Is Chao helping Yan?,Yes,-3.402862310409546,-4.30074405670166,-9.994429588317871,-9.059514999389648,6.591567277908325,4.758770942687988,Yes,True
6.0,2.0,social-interactions,2.0,antonym,1.0,Chao is assisting Yan.,Is Chao hindering Yan?,No,-4.332353591918945,-3.2073535919189453,-9.994429588317871,-9.059514999389648,5.662075996398926,5.852161407470703,No,True
7.0,2.0,social-interactions,2.0,antonym,2.0,Chao is obstructing Yan.,Is Chao helping Yan?,No,-4.020540237426758,-3.505716323852539,-9.994429588317871,-9.059514999389648,5.973889350891113,5.553798675537109,Yes,False
8.0,2.0,social-interactions,2.0,antonym,2.0,Chao is obstructing Yan.,Is Chao hindering Yan?,Yes,-3.572103261947632,-3.509216070175171,-9.994429588317871,-9.059514999389648,6.422326326370239,5.5502989292144775,Yes,True
9.0,3.0,social-interactions,3.0,antonym,1.0,Chao is removing obstacles in the path of Yan.,Is Chao helping Yan?,Yes,-4.51133394241333,-5.455019474029541,-9.994429588317871,-9.059514999389648,5.483095645904541,3.6044955253601074,Yes,True
10.0,3.0,social-interactions,3.0,antonym,1.0,Chao is removing obstacles in the path of Yan.,Is Chao hindering Yan?,No,-4.607940196990967,-4.234930038452148,-9.994429588317871,-9.059514999389648,5.386489391326904,4.8245849609375,Yes,False
11.0,3.0,social-interactions,3.0,antonym,2.0,Chao is introducing obstacles in the path of Yan.,Is Chao helping Yan?,No,-4.077210903167725,-4.144123077392578,-9.994429588317871,-9.059514999389648,5.9172186851501465,4.91539192199707,Yes,False
12.0,3.0,social-interactions,3.0,antonym,2.0,Chao is introducing obstacles in the path of Yan.,Is Chao hindering Yan?,Yes,-3.657036781311035,-3.5935873985290527,-9.994429588317871,-9.059514999389648,6.337392807006836,5.465927600860596,Yes,True
13.0,4.0,social-interactions,4.0,antonym,1.0,Chao and Yan are working with each other.,Is Chao cooperating with Yan?,Yes,-3.6800637245178223,-4.320117950439453,-9.994429588317871,-9.059514999389648,6.314365863800049,4.739397048950195,Yes,True
14.0,4.0,social-interactions,4.0,antonym,1.0,Chao and Yan are working with each other.,Is Chao competing with Yan?,No,-3.749023199081421,-3.1980443000793457,-9.994429588317871,-9.059514999389648,6.24540638923645,5.861470699310303,Yes,False
15.0,4.0,social-interactions,4.0,antonym,2.0,Chao and Yan are working against each other.,Is Chao cooperating with Yan?,No,-3.724498748779297,-4.289254665374756,-9.994429588317871,-9.059514999389648,6.269930839538574,4.770260334014893,Yes,False
16.0,4.0,social-interactions,4.0,antonym,2.0,Chao and Yan are working against each other.,Is Chao competing with Yan?,Yes,-3.158651828765869,-3.3544580936431885,-9.994429588317871,-9.059514999389648,6.835777759552002,5.70505690574646,Yes,True
17.0,5.0,social-interactions,5.0,antonym,1.0,Chao and Yan are helping each other.,Is Chao cooperating with Yan?,Yes,-3.6158041954040527,-4.364546775817871,-9.994429588317871,-9.059514999389648,6.378625392913818,4.694968223571777,Yes,True
18.0,5.0,social-interactions,5.0,antonym,1.0,Chao and Yan are helping each other.,Is Chao competing with Yan?,No,-3.2894959449768066,-2.6689584255218506,-9.994429588317871,-9.059514999389648,6.7049336433410645,6.390556573867798,Yes,False
19.0,5.0,social-interactions,5.0,antonym,2.0,Chao and Yan are hindering each other.,Is Chao cooperating with Yan?,No,-3.5329296588897705,-3.5324902534484863,-9.994429588317871,-9.059514999389648,6.461499929428101,5.527024745941162,Yes,False
20.0,5.0,social-interactions,5.0,antonym,2.0,Chao and Yan are hindering each other.,Is Chao competing with Yan?,Yes,-3.032036781311035,-2.6574902534484863,-9.994429588317871,-9.059514999389648,6.962392807006836,6.402024745941162,Yes,True
21.0,6.0,social-interactions,6.0,antonym,1.0,Chao will be happy if Yan succeeds.,Is Chao cooperating with Yan?,Yes,-2.862873077392578,-3.0474300384521484,-9.994429588317871,-9.059514999389648,7.131556510925293,6.0120849609375,Yes,True
22.0,6.0,social-interactions,6.0,antonym,1.0,Chao will be happy if Yan succeeds.,Is Chao competing with Yan?,No,-3.456829786300659,-1.6366426944732666,-9.994429588317871,-9.059514999389648,6.537599802017212,7.422872304916382,No,True
23.0,6.0,social-interactions,6.0,antonym,2.0,Chao will be happy if Yan fails.,Is Chao cooperating with Yan?,No,-3.4647645950317383,-2.8951661586761475,-9.994429588317871,-9.059514999389648,6.529664993286133,6.164348840713501,Yes,False
24.0,6.0,social-interactions,6.0,antonym,2.0,Chao will be happy if Yan fails.,Is Chao competing with Yan?,Yes,-3.5519332885742188,-1.9779865741729736,-9.994429588317871,-9.059514999389648,6.442496299743652,7.081528425216675,No,False
25.0,7.0,social-interactions,7.0,antonym,1.0,Chao is avoiding Yan.,Is Chao evading Yan?,Yes,-3.913393497467041,-4.584863185882568,-9.994429588317871,-9.059514999389648,6.08103609085083,4.47465181350708,Yes,True
26.0,7.0,social-interactions,7.0,antonym,1.0,Chao is avoiding Yan.,Is Chao chasing Yan?,No,-3.7698535919189453,-3.771185874938965,-9.994429588317871,-9.059514999389648,6.224575996398926,5.288329124450684,Yes,False
27.0,7.0,social-interactions,7.0,antonym,2.0,Chao is following Yan.,Is Chao evading Yan?,No,-4.332353591918945,-5.146185874938965,-9.994429588317871,-9.059514999389648,5.662075996398926,3.9133291244506836,Yes,False
28.0,7.0,social-interactions,7.0,antonym,2.0,Chao is following Yan.,Is Chao chasing Yan?,Yes,-3.927227258682251,-4.076153755187988,-9.994429588317871,-9.059514999389648,6.06720232963562,4.98336124420166,Yes,True
29.0,8.0,social-interactions,8.0,antonym,1.0,Chao will be unsuccessful if Chao and Yan run into each other.,Is Chao evading Yan?,Yes,-3.7158563137054443,-3.7788503170013428,-9.994429588317871,-9.059514999389648,6.278573274612427,5.280664682388306,Yes,True
30.0,8.0,social-interactions,8.0,antonym,1.0,Chao will be unsuccessful if Chao and Yan run into each other.,Is Chao chasing Yan?,No,-3.1996893882751465,-3.137397289276123,-9.994429588317871,-9.059514999389648,6.794740200042725,5.922117710113525,Yes,False
31.0,8.0,social-interactions,8.0,antonym,2.0,Chao will be successful if Chao and Yan run into each other.,Is Chao evading Yan?,No,-4.184695243835449,-4.122673988342285,-9.994429588317871,-9.059514999389648,5.809734344482422,4.936841011047363,Yes,False
32.0,8.0,social-interactions,8.0,antonym,2.0,Chao will be successful if Chao and Yan run into each other.,Is Chao chasing Yan?,Yes,-3.3075826168060303,-3.245379686355591,-9.994429588317871,-9.059514999389648,6.686846971511841,5.814135313034058,Yes,True
33.0,9.0,social-interactions,9.0,antonym,1.0,Chao is hiding from Yan.,Is Chao evading Yan?,Yes,-3.5565714836120605,-4.556190013885498,-9.994429588317871,-9.059514999389648,6.4378581047058105,4.50332498550415,Yes,True
34.0,9.0,social-interactions,9.0,antonym,1.0,Chao is hiding from Yan.,Is Chao seeking Yan?,No,-3.2728993892669678,-3.2126338481903076,-9.994429588317871,-9.059514999389648,6.721530199050903,5.846881151199341,Yes,False
35.0,9.0,social-interactions,9.0,antonym,2.0,Chao is searching for Yan.,Is Chao evading Yan?,No,-4.398877143859863,-5.399740695953369,-9.994429588317871,-9.059514999389648,5.595552444458008,3.6597743034362793,Yes,False
36.0,9.0,social-interactions,9.0,antonym,2.0,Chao is searching for Yan.,Is Chao seeking Yan?,Yes,-3.8478002548217773,-4.495082378387451,-9.994429588317871,-9.059514999389648,6.146629333496094,4.564432621002197,Yes,True
37.0,10.0,social-interactions,10.0,antonym,1.0,Chao will be sad if Chao and Yan run into each other.,Is Chao evading Yan?,Yes,-3.448715925216675,-3.8871893882751465,-9.994429588317871,-9.059514999389648,6.545713663101196,5.172325611114502,Yes,True
38.0,10.0,social-interactions,10.0,antonym,1.0,Chao will be sad if Chao and Yan run into each other.,Is Chao seeking Yan?,No,-3.150503158569336,-2.088350534439087,-9.994429588317871,-9.059514999389648,6.843926429748535,6.9711644649505615,No,True
39.0,10.0,social-interactions,10.0,antonym,2.0,Chao will be happy if Chao and Yan run into each other.,Is Chao evading Yan?,No,-4.059322357177734,-4.497524261474609,-9.994429588317871,-9.059514999389648,5.935107231140137,4.561990737915039,Yes,False
40.0,10.0,social-interactions,10.0,antonym,2.0,Chao will be happy if Chao and Yan run into each other.,Is Chao seeking Yan?,Yes,-2.8525543212890625,-2.2902634143829346,-9.994429588317871,-9.059514999389648,7.141875267028809,6.769251585006714,Yes,True
41.0,11.0,social-interactions,11.0,variable swap,1.0,Chao is showing Yan how to ski.,Is Chao teaching Yan?,Yes,-3.506523609161377,-5.57383394241333,-9.994429588317871,-9.059514999389648,6.487905979156494,3.4856810569763184,Yes,True
42.0,11.0,social-interactions,11.0,variable swap,1.0,Chao is showing Yan how to ski.,Is Chao learning from Yan?,No,-4.3392229080200195,-4.40952730178833,-9.994429588317871,-9.059514999389648,5.655206680297852,4.649987697601318,Yes,False
43.0,11.0,social-interactions,11.0,variable swap,2.0,Yan is showing Chao how to ski.,Is Chao teaching Yan?,No,-5.489618301391602,-2.757899522781372,-9.994429588317871,-9.059514999389648,4.5048112869262695,6.301615476608276,No,True
44.0,11.0,social-interactions,11.0,variable swap,2.0,Yan is showing Chao how to ski.,Is Chao learning from Yan?,Yes,-5.252401828765869,-6.763653755187988,-9.994429588317871,-9.059514999389648,4.742027759552002,2.29586124420166,Yes,True
46.0,11.0,social-interactions,12.0,variable swap,1.0,Chao is showing Yan how to ski.,Is Yan teaching Chao?,No,-4.1975626945495605,-2.4506001472473145,-9.994429588317871,-9.059514999389648,5.7968668937683105,6.608914852142334,No,True
48.0,11.0,social-interactions,12.0,variable swap,2.0,Yan is showing Chao how to ski.,Is Yan teaching Chao?,Yes,-4.80074405670166,-6.305784702301025,-9.994429588317871,-9.059514999389648,5.193685531616211,2.753730297088623,Yes,True
49.0,11.0,social-interactions,13.0,variable swap,1.0,Chao is showing Yan how to ski.,Is Yan learning from Chao?,Yes,-4.138912677764893,-5.9642229080200195,-9.994429588317871,-9.059514999389648,5.8555169105529785,3.095292091369629,Yes,True
51.0,11.0,social-interactions,13.0,variable swap,2.0,Yan is showing Chao how to ski.,Is Yan learning from Chao?,No,-5.571211814880371,-5.957353591918945,-9.994429588317871,-9.059514999389648,4.4232177734375,3.102161407470703,Yes,False
53.0,12.0,social-interactions,14.0,antonym,1.0,Chao can ski better than Yan.,Is Chao teaching Yan?,Yes,-5.164254665374756,-2.976754665374756,-9.994429588317871,-9.059514999389648,4.830174922943115,6.082760334014893,No,False
54.0,12.0,social-interactions,14.0,antonym,1.0,Chao can ski better than Yan.,Is Chao learning from Yan?,No,-4.443248748779297,-3.8925790786743164,-9.994429588317871,-9.059514999389648,5.551180839538574,5.166935920715332,Yes,False
55.0,12.0,social-interactions,14.0,antonym,2.0,Chao can ski worse than Yan.,Is Chao teaching Yan?,No,-5.327210903167725,-3.716503858566284,-9.994429588317871,-9.059514999389648,4.6672186851501465,5.343011140823364,No,True
56.0,12.0,social-interactions,14.0,antonym,2.0,Chao can ski worse than Yan.,Is Chao learning from Yan?,Yes,-4.420440196990967,-4.666958332061768,-9.994429588317871,-9.059514999389648,5.573989391326904,4.392556667327881,Yes,True
58.0,12.0,social-interactions,15.0,antonym,1.0,Chao can ski better than Yan.,Is Yan teaching Chao?,No,-5.3413543701171875,-2.9642226696014404,-9.994429588317871,-9.059514999389648,4.653075218200684,6.095292329788208,No,True
60.0,12.0,social-interactions,15.0,antonym,2.0,Chao can ski worse than Yan.,Is Yan teaching Chao?,Yes,-5.2943501472473145,-4.171465873718262,-9.994429588317871,-9.059514999389648,4.700079441070557,4.888049125671387,No,False
61.0,12.0,social-interactions,16.0,antonym,1.0,Chao can ski better than Yan.,Is Yan learning from Chao?,Yes,-4.720249652862549,-3.8584954738616943,-9.994429588317871,-9.059514999389648,5.274179935455322,5.201019525527954,Yes,True
63.0,12.0,social-interactions,16.0,antonym,2.0,Chao can ski worse than Yan.,Is Yan learning from Chao?,No,-4.8225626945495605,-4.1350626945495605,-9.994429588317871,-9.059514999389648,5.1718668937683105,4.924452304840088,Yes,False
73.0,15.0,social-interactions,19.0,antonym,1.0,Chao is providing Yan with false information.,Is Chao deceiving Yan?,Yes,-3.8478002548217773,-4.484930038452148,-9.994429588317871,-9.059514999389648,6.146629333496094,4.5745849609375,Yes,True
74.0,15.0,social-interactions,19.0,antonym,1.0,Chao is providing Yan with false information.,Is Chao helping Yan?,No,-3.631523609161377,-3.8166260719299316,-9.994429588317871,-9.059514999389648,6.362905979156494,5.242888927459717,Yes,False
75.0,15.0,social-interactions,19.0,antonym,2.0,Chao is providing Yan with accurate information.,Is Chao deceiving Yan?,No,-3.8678531646728516,-3.5544052124023438,-9.994429588317871,-9.059514999389648,6.1265764236450195,5.505109786987305,Yes,False
76.0,15.0,social-interactions,19.0,antonym,2.0,Chao is providing Yan with accurate information.,Is Chao helping Yan?,Yes,-3.222027063369751,-3.537773609161377,-9.994429588317871,-9.059514999389648,6.77240252494812,5.5217413902282715,Yes,True
77.0,16.0,social-interactions,20.0,antonym,1.0,Chao is providing Yan with misleading information.,Is Chao deceiving Yan?,Yes,-3.5234034061431885,-4.084863185882568,-9.994429588317871,-9.059514999389648,6.471026182174683,4.97465181350708,Yes,True
78.0,16.0,social-interactions,20.0,antonym,1.0,Chao is providing Yan with misleading information.,Is Chao helping Yan?,No,-3.609455108642578,-3.4214658737182617,-9.994429588317871,-9.059514999389648,6.384974479675293,5.638049125671387,Yes,False
79.0,16.0,social-interactions,20.0,antonym,2.0,Chao is providing Yan with useful information.,Is Chao deceiving Yan?,No,-4.146792888641357,-3.8948535919189453,-9.994429588317871,-9.059514999389648,5.847636699676514,5.164661407470703,Yes,False
80.0,16.0,social-interactions,20.0,antonym,2.0,Chao is providing Yan with useful information.,Is Chao helping Yan?,Yes,-2.733961582183838,-3.917536735534668,-9.994429588317871,-9.059514999389648,7.260468006134033,5.1419782638549805,Yes,True
81.0,17.0,social-interactions,21.0,antonym,1.0,Chao is directing Yan toward the wrong path.,Is Chao deceiving Yan?,Yes,-3.794903516769409,-3.2931907176971436,-9.994429588317871,-9.059514999389648,6.199526071548462,5.766324281692505,Yes,True
82.0,17.0,social-interactions,21.0,antonym,1.0,Chao is directing Yan toward the wrong path.,Is Chao helping Yan?,No,-4.133004665374756,-2.7593977451324463,-9.994429588317871,-9.059514999389648,5.861424922943115,6.300117254257202,No,True
83.0,17.0,social-interactions,21.0,antonym,2.0,Chao is directing Yan toward the correct path.,Is Chao deceiving Yan?,No,-4.48668909072876,-3.487095832824707,-9.994429588317871,-9.059514999389648,5.507740497589111,5.572419166564941,No,True
84.0,17.0,social-interactions,21.0,antonym,2.0,Chao is directing Yan toward the correct path.,Is Chao helping Yan?,Yes,-3.244762897491455,-3.812819480895996,-9.994429588317871,-9.059514999389648,6.749666690826416,5.246695518493652,Yes,True
85.0,18.0,social-interactions,22.0,other,1.0,Chao is forcing Yan to act in a certain way.,Is Chao coercing Yan?,Yes,-3.3363771438598633,-4.084863185882568,-9.994429588317871,-9.059514999389648,6.658052444458008,4.97465181350708,Yes,True
86.0,18.0,social-interactions,22.0,other,1.0,Chao is forcing Yan to act in a certain way.,Is Chao helping Yan?,No,-4.330845832824707,-3.5359976291656494,-9.994429588317871,-9.059514999389648,5.663583755493164,5.523517370223999,Yes,False
87.0,18.0,social-interactions,22.0,other,2.0,Chao is advising Yan to act in a certain way.,Is Chao coercing Yan?,No,-3.3165502548217773,-3.190018892288208,-9.994429588317871,-9.059514999389648,6.677879333496094,5.86949610710144,Yes,False
88.0,18.0,social-interactions,22.0,other,2.0,Chao is advising Yan to act in a certain way.,Is Chao helping Yan?,Yes,-3.874023199081421,-4.582000732421875,-9.994429588317871,-9.059514999389648,6.12040638923645,4.477514266967773,Yes,True
89.0,19.0,social-interactions,23.0,antonym,1.0,Chao is disempowering Yan.,Is Chao coercing Yan?,Yes,-3.3875925540924072,-3.1364824771881104,-9.994429588317871,-9.059514999389648,6.606837034225464,5.923032522201538,Yes,True
90.0,19.0,social-interactions,23.0,antonym,1.0,Chao is disempowering Yan.,Is Chao helping Yan?,No,-3.7767715454101562,-2.9020423889160156,-9.994429588317871,-9.059514999389648,6.217658042907715,6.157472610473633,Yes,False
91.0,19.0,social-interactions,23.0,antonym,2.0,Chao is empowering Yan.,Is Chao coercing Yan?,No,-3.5746893882751465,-3.323432207107544,-9.994429588317871,-9.059514999389648,6.419740200042725,5.7360827922821045,Yes,False
92.0,19.0,social-interactions,23.0,antonym,2.0,Chao is empowering Yan.,Is Chao helping Yan?,Yes,-3.196716070175171,-3.572103261947632,-9.994429588317871,-9.059514999389648,6.7977135181427,5.487411737442017,Yes,True
93.0,20.0,social-interactions,24.0,antonym,1.0,Chao is making Yan feel worse.,Is Chao coercing Yan?,Yes,-2.869429588317871,-2.9315714836120605,-9.994429588317871,-9.059514999389648,7.125,6.127943515777588,Yes,True
94.0,20.0,social-interactions,24.0,antonym,1.0,Chao is making Yan feel worse.,Is Chao helping Yan?,No,-3.844536781311035,-2.1560873985290527,-9.994429588317871,-9.059514999389648,6.149892807006836,6.903427600860596,No,True
95.0,20.0,social-interactions,24.0,antonym,2.0,Chao is making Yan feel better.,Is Chao coercing Yan?,No,-3.600348949432373,-2.599466323852539,-9.994429588317871,-9.059514999389648,6.394080638885498,6.460048675537109,No,True
96.0,20.0,social-interactions,24.0,antonym,2.0,Chao is making Yan feel better.,Is Chao helping Yan?,Yes,-2.3166794776916504,-4.746664524078369,-9.994429588317871,-9.059514999389648,7.677750110626221,4.312850475311279,Yes,True
97.0,21.0,social-interactions,25.0,other,1.0,Yan is upset about Chao's presence.,Is Chao coercing Yan?,Yes,-3.918102502822876,-3.2920336723327637,-9.994429588317871,-9.059514999389648,6.076327085494995,5.767481327056885,Yes,True
98.0,21.0,social-interactions,25.0,other,1.0,Yan is upset about Chao's presence.,Is Chao helping Yan?,No,-4.053332328796387,-2.9109976291656494,-9.994429588317871,-9.059514999389648,5.941097259521484,6.148517370223999,No,True
99.0,21.0,social-interactions,25.0,other,2.0,Yan is grateful for Chao's presence.,Is Chao coercing Yan?,No,-4.336822032928467,-2.459582567214966,-9.994429588317871,-9.059514999389648,5.657607555389404,6.599932432174683,No,True
100.0,21.0,social-interactions,25.0,other,2.0,Yan is grateful for Chao's presence.,Is Chao helping Yan?,Yes,-3.3425776958465576,-3.219536781311035,-9.994429588317871,-9.059514999389648,6.6518518924713135,5.839978218078613,Yes,True
101.0,22.0,social-interactions,26.0,antonym,1.0,Chao is being considerate towards Yan.,Is Chao respecting Yan?,Yes,-5.836822032928467,-5.715669631958008,-9.994429588317871,-9.059514999389648,4.157607555389404,3.3438453674316406,Yes,True
102.0,22.0,social-interactions,26.0,antonym,1.0,Chao is being considerate towards Yan.,Is Chao insulting Yan?,No,-5.682582378387451,-2.1220145225524902,-9.994429588317871,-9.059514999389648,4.31184720993042,6.937500476837158,No,True
103.0,22.0,social-interactions,26.0,antonym,2.0,Chao is being dismissive towards Yan.,Is Chao respecting Yan?,No,-6.429405212402344,-2.7447662353515625,-9.994429588317871,-9.059514999389648,3.5650243759155273,6.314748764038086,No,True
104.0,22.0,social-interactions,26.0,antonym,2.0,Chao is being dismissive towards Yan.,Is Chao insulting Yan?,Yes,-3.3213043212890625,-2.6981301307678223,-9.994429588317871,-9.059514999389648,6.673125267028809,6.361384868621826,Yes,True
105.0,23.0,social-interactions,27.0,antonym,1.0,Chao is being polite towards Yan.,Is Chao respecting Yan?,Yes,-6.086822032928467,-5.403169631958008,-9.994429588317871,-9.059514999389648,3.9076075553894043,3.6563453674316406,Yes,True
106.0,23.0,social-interactions,27.0,antonym,1.0,Chao is being polite towards Yan.,Is Chao insulting Yan?,No,-4.776176929473877,-2.4642715454101562,-9.994429588317871,-9.059514999389648,5.218252658843994,6.595243453979492,No,True
107.0,23.0,social-interactions,27.0,antonym,2.0,Chao is being rude towards Yan.,Is Chao respecting Yan?,No,-6.05787992477417,-1.9898797273635864,-9.994429588317871,-9.059514999389648,3.936549663543701,7.069635272026062,No,True
108.0,23.0,social-interactions,27.0,antonym,2.0,Chao is being rude towards Yan.,Is Chao insulting Yan?,Yes,-2.647082567214966,-2.898643970489502,-9.994429588317871,-9.059514999389648,7.347347021102905,6.1608710289001465,Yes,True
109.0,24.0,social-interactions,28.0,antonym,1.0,Yan enjoys interacting with Chao.,Is Chao respecting Yan?,Yes,-7.916958332061768,-6.678885459899902,-9.994429588317871,-9.059514999389648,2.0774712562561035,2.380629539489746,No,False
110.0,24.0,social-interactions,28.0,antonym,1.0,Yan enjoys interacting with Chao.,Is Chao insulting Yan?,No,-5.5166401863098145,-2.9435195922851562,-9.994429588317871,-9.059514999389648,4.477789402008057,6.115995407104492,No,True
111.0,24.0,social-interactions,28.0,antonym,2.0,Yan hates interacting with Chao.,Is Chao respecting Yan?,No,-6.139710903167725,-5.208040237426758,-9.994429588317871,-9.059514999389648,3.8547186851501465,3.8514747619628906,Yes,False
112.0,24.0,social-interactions,28.0,antonym,2.0,Yan hates interacting with Chao.,Is Chao insulting Yan?,Yes,-3.51874041557312,-3.0208680629730225,-9.994429588317871,-9.059514999389648,6.475689172744751,6.038646936416626,Yes,True
113.0,25.0,social-interactions,29.0,antonym,1.0,Chao remarks that Yan is cute.,Is Chao flirting with Yan?,Yes,-3.386215925216675,-2.698432207107544,-9.994429588317871,-9.059514999389648,6.608213663101196,6.3610827922821045,Yes,True
114.0,25.0,social-interactions,29.0,antonym,1.0,Chao remarks that Yan is cute.,Is Chao insulting Yan?,No,-3.6836681365966797,-1.4338998794555664,-9.994429588317871,-9.059514999389648,6.310761451721191,7.625615119934082,No,True
115.0,25.0,social-interactions,29.0,antonym,2.0,Chao remarks that Yan is ugly.,Is Chao flirting with Yan?,No,-3.620659112930298,-2.119429588317871,-9.994429588317871,-9.059514999389648,6.373770475387573,6.940085411071777,No,True
116.0,25.0,social-interactions,29.0,antonym,2.0,Chao remarks that Yan is ugly.,Is Chao insulting Yan?,Yes,-2.4947662353515625,-2.056190252304077,-9.994429588317871,-9.059514999389648,7.499663352966309,7.003324747085571,Yes,True
117.0,26.0,social-interactions,30.0,antonym,1.0,Chao makes playful comments about Yan.,Is Chao flirting with Yan?,Yes,-4.368284702301025,-3.302744150161743,-9.994429588317871,-9.059514999389648,5.626144886016846,5.756770849227905,No,False
118.0,26.0,social-interactions,30.0,antonym,1.0,Chao makes playful comments about Yan.,Is Chao insulting Yan?,No,-4.085399627685547,-3.291722059249878,-9.994429588317871,-9.059514999389648,5.909029960632324,5.7677929401397705,Yes,False
119.0,26.0,social-interactions,30.0,antonym,2.0,Chao makes hurtful comments about Yan.,Is Chao flirting with Yan?,No,-4.934322357177734,-1.565656065940857,-9.994429588317871,-9.059514999389648,5.060107231140137,7.4938589334487915,No,True
120.0,26.0,social-interactions,30.0,antonym,2.0,Chao makes hurtful comments about Yan.,Is Chao insulting Yan?,Yes,-2.9303531646728516,-2.745379686355591,-9.994429588317871,-9.059514999389648,7.0640764236450195,6.314135313034058,Yes,True
121.0,27.0,social-interactions,31.0,other,1.0,Chao is joking about Yan.,Is Chao teasing Yan?,Yes,-2.232492446899414,-4.423040390014648,-9.994429588317871,-9.059514999389648,7.761937141418457,4.636474609375,Yes,True
122.0,27.0,social-interactions,31.0,other,1.0,Chao is joking about Yan.,Is Chao comforting Yan?,No,-3.570117712020874,-2.478729724884033,-9.994429588317871,-9.059514999389648,6.424311876296997,6.580785274505615,No,True
123.0,27.0,social-interactions,31.0,other,2.0,Chao is consoling Yan.,Is Chao teasing Yan?,No,-3.440777063369751,-3.1851043701171875,-9.994429588317871,-9.059514999389648,6.55365252494812,5.874410629272461,Yes,False
124.0,27.0,social-interactions,31.0,other,2.0,Chao is consoling Yan.,Is Chao comforting Yan?,Yes,-3.1056907176971436,-4.2306904792785645,-9.994429588317871,-9.059514999389648,6.8887388706207275,4.828824520111084,Yes,True
125.0,28.0,social-interactions,32.0,antonym,1.0,"When interacting with Yan, Chao is being annoying.",Is Chao teasing Yan?,Yes,-2.3356552124023438,-3.083994150161743,-9.994429588317871,-9.059514999389648,7.658774375915527,5.975520849227905,Yes,True
126.0,28.0,social-interactions,32.0,antonym,1.0,"When interacting with Yan, Chao is being annoying.",Is Chao comforting Yan?,No,-3.365832567214966,-2.740244150161743,-9.994429588317871,-9.059514999389648,6.628597021102905,6.319270849227905,Yes,False
127.0,28.0,social-interactions,32.0,antonym,2.0,"When interacting with Yan, Chao is being supportive.",Is Chao teasing Yan?,No,-2.7036800384521484,-2.6924498081207275,-9.994429588317871,-9.059514999389648,7.290749549865723,6.367065191268921,Yes,False
128.0,28.0,social-interactions,32.0,antonym,2.0,"When interacting with Yan, Chao is being supportive.",Is Chao comforting Yan?,Yes,-2.687819480895996,-3.3137402534484863,-9.994429588317871,-9.059514999389648,7.306610107421875,5.745774745941162,Yes,True
129.0,29.0,social-interactions,33.0,antonym,1.0,"When interacting with Yan, Chao is being callous.",Is Chao teasing Yan?,Yes,-3.3359034061431885,-2.8929390907287598,-9.994429588317871,-9.059514999389648,6.658526182174683,6.166575908660889,Yes,True
130.0,29.0,social-interactions,33.0,antonym,1.0,"When interacting with Yan, Chao is being callous.",Is Chao comforting Yan?,No,-3.705845832824707,-2.6369407176971436,-9.994429588317871,-9.059514999389648,6.288583755493164,6.422574281692505,No,True
