question,A,B,C,D,answer,oa_logprob,ob_logprob,oc_logprob,od_logprob,predicted_answer,is_correct
The main factor preventing subsistence economies from advancing economically is the lack of,(A) a currency.,(B) a well-connected transportation infrastructure.,(C) government activity.,(D) a banking service.,B,-5.093103408813477,-0.08218679577112198,-8.119071006774902,-5.71786642074585,B,True
The tendency for a population to continue to grow long after replacement fertility has been achieved is called,(A) zero population growth.,(B) rapid growth rate.,(C) homeostatic plateau.,(D) demographic momentum.,D,-11.2374906539917,-11.510858535766602,-9.37116813659668,-0.0032107867300510406,D,True
The tendency for migration to decrease with distance is called,(A) push factors.,(B) pull factors.,(C) distance decay.,(D) migration selectivity.,C,-11.293190956115723,-11.55506420135498,-0.020729973912239075,-10.056571006774902,C,True
"Which zone contains low-income slums, ethnic ghettos, and general deterioration in Burgess's concentric zone model of urban form?",(A) First,(B) Second,(C) Third,(D) Fourth,A,-8.623900413513184,-8.372815132141113,-2.4682466983795166,-0.09080421924591064,D,False
Which of the following statements is TRUE concerning women in the labor force?,(A) Most women work in agriculture,(B) The percentage of women economically active in the labor force declined worldwide,(C) The percentage of women in the total labor force declined,(D) Women spend more hours per day working than men in all regions except Anglo America and Australia,D,-7.560571193695068,-7.873400688171387,-6.624373435974121,-0.01070642564445734,D,True
All the following factors can be considered pull factors of migration EXCEPT,(A) safety.,(B) better climate.,(C) better schools.,(D) overcrowding.,D,-7.112490653991699,-10.138912200927734,-7.998400688171387,-0.0147338155657053,D,True
Which of the following countries does NOT have a well-known example of a relict boundary?,(A) Vietnam,(B) United Kingdom,(C) Germany,(D) Bolivia,D,-1.8124724626541138,-7.742393970489502,-5.874738693237305,-0.19030596315860748,D,True
Which form of migration below are farm workers from another country most likely to be practicing during the year?,(A) Chain migration,(B) Cluster migration,(C) Circular migration,(D) International migration,C,-10.978147506713867,-11.22945785522461,-0.03450395166873932,-9.12219524383545,C,True
Which of the following is a centrifugal force in a country?,(A) Religious differences,(B) A national holiday,(C) An attack by another country,(D) A charismatic national leader,A,-0.016499143093824387,-9.414254188537598,-6.34254264831543,-7.341880798339844,A,True
Early settlements and high population density along coastlines and rivers are best attributed to which of the following?,(A) Mediterranean climate,(B) Limited forest cover,(C) Growth of manufacturing,(D) Access to trade routes,D,-10.115243911743164,-11.938032150268555,-8.748297691345215,-0.010117295198142529,D,True
