Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
1.0,1.0,material-dynamics,1.0,material,1.0,Chao sees something that is fabric.,Can Chao fold it?,Yes,0,-2.480830669403076,-5.871617794036865,-3.159796480662548,-5.192651982777393,0.6789658112594716,Yes,True
2.0,1.0,material-dynamics,1.0,material,1.0,Chao sees something that is fabric.,Can Chao pour it?,No,0,-2.5598649978637695,-1.3490674495697021,-3.2388308091232414,-0.6701016383102305,0.6789658112594716,No,True
3.0,1.0,material-dynamics,1.0,material,2.0,Chao sees something that is liquid.,Can Chao fold it?,No,0,-3.6375925540924072,-2.9187464714050293,-4.316558365351879,-2.2397806601455574,0.6789658112594716,No,True
4.0,1.0,material-dynamics,1.0,material,2.0,Chao sees something that is liquid.,Can Chao pour it?,Yes,0,-1.8088271617889404,-4.582353591918945,-2.4877929730484123,-3.9033877806594734,0.6789658112594716,Yes,True
5.0,2.0,material-dynamics,2.0,material,1.0,Chao sees the denim.,Can Chao fold it?,Yes,0,-1.6142903566360474,-4.36324405670166,-2.2932561678955192,-3.6842782454421883,0.6789658112594716,Yes,True
6.0,2.0,material-dynamics,2.0,material,1.0,Chao sees the denim.,Can Chao pour it?,No,0,-2.386215925216675,-1.4485762119293213,-3.0651817364761467,-0.7696104006698496,0.6789658112594716,No,True
7.0,2.0,material-dynamics,2.0,material,2.0,Chao sees the water.,Can Chao fold it?,No,0,-4.653169631958008,-0.701500654220581,-5.33213544321748,-0.022534842961109414,0.6789658112594716,No,True
8.0,2.0,material-dynamics,2.0,material,2.0,Chao sees the water.,Can Chao pour it?,Yes,0,-0.9894044399261475,-3.554893970489502,-1.668370251185619,-2.87592815923003,0.6789658112594716,Yes,True
10.0,3.0,material-dynamics,3.0,material,1.0,Chao sees something that is fabric.,Can Chao stir it?,No,0,-1.417601227760315,-2.6060450077056885,-2.096567039019787,-1.9270791964462168,0.6789658112594716,No,True
12.0,3.0,material-dynamics,3.0,material,2.0,Chao sees something that is liquid.,Can Chao stir it?,Yes,0,-2.3866095542907715,-6.12037992477417,-3.0655753655502433,-5.441414113514698,0.6789658112594716,Yes,True
16.0,4.0,material-dynamics,4.0,material,2.0,Chao sees the water.,Can Chao stir it?,Yes,0,-1.207015037536621,-2.885932207107544,-1.8859808487960927,-2.206966395848072,0.6789658112594716,Yes,True
20.0,5.0,material-dynamics,5.0,material,2.0,Chao sees something that is gas.,Can Chao stir it?,Yes,0,-1.7063530683517456,-2.4654715061187744,-2.3853188796112175,-1.7865056948593028,0.6789658112594716,No,False
24.0,6.0,material-dynamics,6.0,material,2.0,Chao sees the oxygen.,Can Chao stir it?,Yes,0,-2.7295336723327637,-1.0106302499771118,-3.4084994835922355,-0.3316644387176402,0.6789658112594716,No,False
25.0,7.0,material-dynamics,7.0,material,1.0,Chao sees something that is rigid.,Can it break?,Yes,0,-1.5834810733795166,-5.216760158538818,-2.2624468846389885,-4.5377943472793465,0.6789658112594716,Yes,True
26.0,7.0,material-dynamics,7.0,material,1.0,Chao sees something that is rigid.,Can it ripple?,No,0,-2.699897289276123,-2.513110399246216,-3.378863100535595,-1.8341445879867442,0.6789658112594716,No,True
27.0,7.0,material-dynamics,7.0,material,2.0,Chao sees something that is fabric.,Can it break?,No,0,-1.4117904901504517,-5.091993808746338,-2.0907563014099235,-4.413027997486866,0.6789658112594716,Yes,False
28.0,7.0,material-dynamics,7.0,material,2.0,Chao sees something that is fabric.,Can it ripple?,Yes,0,-1.252699613571167,-3.6527605056762695,-1.9316654248306386,-2.9737946944167977,0.6789658112594716,Yes,True
31.0,8.0,material-dynamics,8.0,material,2.0,Chao sees something that is liquid.,Can it break?,No,0,-1.8489067554473877,-3.2956488132476807,-2.5278725667068596,-2.616683001988209,0.6789658112594716,Yes,False
32.0,8.0,material-dynamics,8.0,material,2.0,Chao sees something that is liquid.,Can it ripple?,Yes,0,-1.4188426733016968,-5.6229472160339355,-2.0978084845611686,-4.943981404774464,0.6789658112594716,Yes,True
33.0,9.0,material-dynamics,9.0,material,1.0,Chao sees something that is non-rigid.,Can it break?,Yes,0,-2.2627761363983154,-3.4509055614471436,-2.9417419476577873,-2.7719397501876717,0.6789658112594716,No,False
