Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
1.0,1.0,material-dynamics,1.0,material,1.0,Chao sees something that is fabric.,Can Chao fold it?,Yes,0,-1.6283081769943237,-2.8710145950317383,-1.7011946863853014,-2.7981280856407604,0.07288650939097763,Yes,True
2.0,1.0,material-dynamics,1.0,material,1.0,Chao sees something that is fabric.,Can Chao pour it?,No,0,-2.083040237426758,-2.0641796588897705,-2.1559267468177357,-1.9912931494987929,0.07288650939097763,No,True
3.0,1.0,material-dynamics,1.0,material,2.0,Chao sees something that is liquid.,Can Chao fold it?,No,0,-2.1286849975585938,-2.3435873985290527,-2.2015715069495716,-2.270700889138075,0.07288650939097763,Yes,False
4.0,1.0,material-dynamics,1.0,material,2.0,Chao sees something that is liquid.,Can Chao pour it?,Yes,0,-2.193216323852539,-3.128308057785034,-2.266102833243517,-3.0554215483940563,0.07288650939097763,Yes,True
5.0,2.0,material-dynamics,2.0,material,1.0,Chao sees the denim.,Can Chao fold it?,Yes,0,-1.640405535697937,-2.7106552124023438,-1.7132920450889146,-2.637768703011366,0.07288650939097763,Yes,True
6.0,2.0,material-dynamics,2.0,material,1.0,Chao sees the denim.,Can Chao pour it?,No,0,-2.0295491218566895,-2.029003858566284,-2.1024356312476673,-1.9561173491753066,0.07288650939097763,No,True
7.0,2.0,material-dynamics,2.0,material,2.0,Chao sees the water.,Can Chao fold it?,No,0,-1.9741532802581787,-1.7386035919189453,-2.0470397896491566,-1.6657170825279677,0.07288650939097763,No,True
8.0,2.0,material-dynamics,2.0,material,2.0,Chao sees the water.,Can Chao pour it?,Yes,0,-1.7533081769943237,-2.8291401863098145,-1.8261946863853014,-2.7562536769188366,0.07288650939097763,Yes,True
10.0,3.0,material-dynamics,3.0,material,1.0,Chao sees something that is fabric.,Can Chao stir it?,No,0,-2.3851406574249268,-2.3376338481903076,-2.4580271668159046,-2.2647473387993298,0.07288650939097763,No,True
12.0,3.0,material-dynamics,3.0,material,2.0,Chao sees something that is liquid.,Can Chao stir it?,Yes,0,-2.166217088699341,-2.8991031646728516,-2.2391035980903187,-2.8262166552818737,0.07288650939097763,Yes,True
16.0,4.0,material-dynamics,4.0,material,2.0,Chao sees the water.,Can Chao stir it?,Yes,0,-1.9479721784591675,-2.3538906574249268,-2.0208586878501453,-2.281004148033949,0.07288650939097763,Yes,True
20.0,5.0,material-dynamics,5.0,material,2.0,Chao sees something that is gas.,Can Chao stir it?,Yes,0,-2.401176929473877,-2.4165589809417725,-2.474063438864855,-2.3436724715507946,0.07288650939097763,No,False
24.0,6.0,material-dynamics,6.0,material,2.0,Chao sees the oxygen.,Can Chao stir it?,Yes,0,-2.1663906574249268,-2.0726406574249268,-2.2392771668159046,-1.9997541480339491,0.07288650939097763,No,False
25.0,7.0,material-dynamics,7.0,material,1.0,Chao sees something that is rigid.,Can it break?,Yes,0,-2.4197237491607666,-3.060314893722534,-2.4926102585517445,-2.9874283843315563,0.07288650939097763,Yes,True
26.0,7.0,material-dynamics,7.0,material,1.0,Chao sees something that is rigid.,Can it ripple?,No,0,-3.2167601585388184,-2.7168805599212646,-3.289646667929796,-2.643994050530287,0.07288650939097763,No,True
27.0,7.0,material-dynamics,7.0,material,2.0,Chao sees something that is fabric.,Can it break?,No,0,-2.369926929473877,-2.650503158569336,-2.442813438864855,-2.577616649178358,0.07288650939097763,Yes,False
28.0,7.0,material-dynamics,7.0,material,2.0,Chao sees something that is fabric.,Can it ripple?,Yes,0,-2.4020423889160156,-2.8864824771881104,-2.4749288983069935,-2.8135959677971325,0.07288650939097763,Yes,True
31.0,8.0,material-dynamics,8.0,material,2.0,Chao sees something that is liquid.,Can it break?,No,0,-2.4291493892669678,-2.974466323852539,-2.5020358986579456,-2.901579814461561,0.07288650939097763,Yes,False
32.0,8.0,material-dynamics,8.0,material,2.0,Chao sees something that is liquid.,Can it ripple?,Yes,0,-2.384216070175171,-3.4303531646728516,-2.4571025795661487,-3.3574666552818737,0.07288650939097763,Yes,True
33.0,9.0,material-dynamics,9.0,material,1.0,Chao sees something that is non-rigid.,Can it break?,Yes,0,-2.7634055614471436,-3.138784646987915,-2.8362920708381214,-3.065898137596937,0.07288650939097763,Yes,True
34.0,9.0,material-dynamics,9.0,material,1.0,Chao sees something that is non-rigid.,Can it ripple?,No,0,-2.9195852279663086,-3.9667601585388184,-2.9924717373572864,-3.8938736491478405,0.07288650939097763,Yes,False
37.0,10.0,material-dynamics,10.0,material,1.0,Chao sees the feather.,Can it break?,Yes,0,-2.398643970489502,-2.2419052124023438,-2.47153047988048,-2.169018703011366,0.07288650939097763,No,False
38.0,10.0,material-dynamics,10.0,material,1.0,Chao sees the feather.,Can it ripple?,No,0,-2.293102502822876,-2.8402605056762695,-2.365989012213854,-2.7673739962852917,0.07288650939097763,Yes,False
40.0,10.0,material-dynamics,10.0,material,2.0,Chao sees the denim.,Can it ripple?,Yes,0,-2.9639835357666016,-3.6371893882751465,-3.0368700451575794,-3.5643028788841686,0.07288650939097763,Yes,True
47.0,12.0,material-dynamics,12.0,material,2.0,Chao sees the water.,Can it break?,No,0,-2.9146158695220947,-2.338003158569336,-2.9875023789130726,-2.265116649178358,0.07288650939097763,No,True
48.0,12.0,material-dynamics,12.0,material,2.0,Chao sees the water.,Can it ripple?,Yes,0,-2.7603089809417725,-3.401176929473877,-2.8331954903327503,-3.328290420082899,0.07288650939097763,Yes,True
50.0,13.0,material-dynamics,13.0,material,1.0,Chao sees something that is fabric.,Can it disperse?,No,0,-2.542465925216675,-2.605830669403076,-2.6153524346076527,-2.5329441600120983,0.07288650939097763,No,True
52.0,13.0,material-dynamics,13.0,material,2.0,Chao sees something that is gas.,Can it disperse?,Yes,0,-2.244429588317871,-2.7139835357666016,-2.317316097708849,-2.6410970263756237,0.07288650939097763,Yes,True
53.0,14.0,material-dynamics,14.0,material,1.0,Chao sees something that is rigid.,Can Chao squeeze it?,Yes,1,-3.184695243835449,-2.8408563137054443,-3.250619201706006,-2.7749323558348875,0.06592395787055683,No,False
57.0,15.0,material-dynamics,15.0,material,1.0,Chao sees the cup.,Can Chao squeeze it?,Yes,1,-2.146185874938965,-2.86249041557312,-2.2121098328095217,-2.7965664577025633,0.06592395787055683,Yes,True
58.0,15.0,material-dynamics,15.0,material,1.0,Chao sees the cup.,Can Chao pour it?,No,1,-1.7836518287658691,-2.8101043701171875,-1.849575786636426,-2.7441804122466307,0.06592395787055683,Yes,False
59.0,15.0,material-dynamics,15.0,material,2.0,Chao sees the water.,Can Chao squeeze it?,No,1,-2.181929588317871,-2.2745347023010254,-2.247853546188428,-2.2086107444304686,0.06592395787055683,No,True
61.0,16.0,material-dynamics,16.0,material,1.0,Chao sees something that is non-rigid.,Can Chao compresse it?,Yes,1,-3.245379686355591,-3.012397289276123,-3.3113036442261476,-2.946473331405566,0.06592395787055683,No,False
64.0,16.0,material-dynamics,16.0,material,2.0,Chao sees something that is granular.,Can Chao pour it?,Yes,1,-2.2594127655029297,-2.757143497467041,-2.3253367233734865,-2.691219539596484,0.06592395787055683,Yes,True
65.0,17.0,material-dynamics,17.0,material,1.0,Chao sees the feather.,Can Chao compresse it?,Yes,1,-2.175373077392578,-2.349466323852539,-2.241297035263135,-2.2835423659819822,0.06592395787055683,Yes,True
66.0,17.0,material-dynamics,17.0,material,1.0,Chao sees the feather.,Can Chao pour it?,No,1,-1.8815237283706665,-2.349498748779297,-1.9474476862412233,-2.28357479090874,0.06592395787055683,Yes,False
68.0,17.0,material-dynamics,17.0,material,2.0,Chao sees the sesame.,Can Chao pour it?,Yes,1,-1.5814917087554932,-2.377401828765869,-1.64741566662605,-2.3114778708953123,0.06592395787055683,Yes,True
77.0,20.0,material-dynamics,20.0,material,1.0,Chao sees something that is non-rigid.,Can Chao squeeze it?,Yes,1,-3.2468223571777344,-2.9191136360168457,-3.312746315048291,-2.853189678146289,0.06592395787055683,No,False
81.0,21.0,material-dynamics,21.0,material,1.0,Chao sees the feather.,Can Chao squeeze it?,Yes,1,-1.8915635347366333,-2.3500638008117676,-1.9574874926071901,-2.2841398429412108,0.06592395787055683,Yes,True
86.0,22.0,material-dynamics,22.0,material,1.0,Chao sees something that is granular.,Can Chao rip it?,No,1,-2.5279715061187744,-3.0584216117858887,-2.5938954639893312,-2.992497653915332,0.06592395787055683,Yes,False
88.0,22.0,material-dynamics,22.0,material,2.0,Chao sees something that is fabric.,Can Chao rip it?,Yes,1,-2.3863511085510254,-3.026176929473877,-2.452275066421582,-2.96025297160332,0.06592395787055683,Yes,True
90.0,23.0,material-dynamics,23.0,material,1.0,Chao sees the sesame.,Can Chao rip it?,No,1,-2.1911849975585938,-2.549595832824707,-2.2571089554291506,-2.48367187495415,0.06592395787055683,Yes,False
92.0,23.0,material-dynamics,23.0,material,2.0,Chao sees the denim.,Can Chao rip it?,Yes,1,-2.368072271347046,-2.8041493892669678,-2.4339962292176027,-2.738225431396411,0.06592395787055683,Yes,True
96.0,24.0,material-dynamics,24.0,material,2.0,Chao sees something that is fabric.,Can Chao compresse it?,Yes,1,-2.302435874938965,-2.7109034061431885,-2.3683598328095217,-2.6449794482726317,0.06592395787055683,Yes,True
100.0,25.0,material-dynamics,25.0,material,2.0,Chao sees the denim.,Can Chao compresse it?,Yes,1,-2.2041401863098145,-2.6938138008117676,-2.2700641441803713,-2.6278898429412108,0.06592395787055683,Yes,True
