question,A,B,C,D,answer,oa_logprob,ob_logprob,oc_logprob,od_logprob,predicted_answer,is_correct
What is the term for a sub-optimal but acceptable outcome of negotiations between parties?,(A) Bargaining,(B) Satisficing,(C) Accepting,(D) Compromising,B,-3.8095145225524902,-1.1327894926071167,-3.1248910427093506,-4.624796390533447,B,True
What is the term for the 'rule of thumb' type of bias in decision making?,(A) Framing bias,(B) Hindsight bias,(C) Over-confidence bias,(D) Heuristics,D,-4.955019474029541,-4.96786642074585,-5.21754264831543,-0.9765415191650391,D,True
What is a normative perspective?,(A) The way things are.,(B) The way things are going to be.,(C) The way things should be.,(D) The way things were.,C,-5.164254665374756,-5.061588764190674,-0.6952370405197144,-6.560024261474609,C,True
"In the 'five forces model', what is the type of competitive activity that exists between organisations?",(A) The potential for entry into the industry,(B) The threat of substitute products,(C) The power of customers,(D) The level of rivalry,D,-3.2281627655029297,-1.7342678308486938,-1.8592860698699951,-2.4842286109924316,B,False
Which one of the following political leaders could not be termed a 'transformational' leader?,(A) Margaret Thatcher,(B) Mikhail Gorbachov,(C) Nelson Mandela,(D) Bill Clinton,D,-2.936467170715332,-2.9999518394470215,-2.3124380111694336,-2.4374687671661377,C,False
What is a Gantt chart a type of?,(A) Work flow design,(B) Work schedule design,(C) Work rate design,(D) Work output design,B,-3.632899522781372,-0.8944928646087646,-5.030184268951416,-5.529881954193115,B,True
Which one of the following is a feature of McGregor's Theory X?,(A) Workers enjoy responsibility.,(B) Workers view physical and mental effort as a natural part of work.,(C) Workers like to show initiative.,(D) Workers like to be directed.,D,-4.177118301391602,-1.5780867338180542,-2.578007221221924,-2.078075885772705,B,False
What is the term for power derived from status or position in an organisation?,(A) Referent,(B) Expert,(C) Reward,(D) Legitimate,D,-1.038411021232605,-4.09321403503418,-5.341495513916016,-2.5311570167541504,A,False
Which writer is most associated with bureaucratic structures?,(A) Henry Fayol,(B) Max Weber,(C) Adam Smith,(D) Mary Parker Follett,B,-2.7799649238586426,-1.1562316417694092,-4.530832767486572,-3.5311508178710938,B,True
Who of the following is the industrial philanthropist?,(A) Frederick Taylor,(B) Seebohm Rowntree,(C) Henry Ford,(D) Max Weber,B,-4.120082378387451,-1.8905987739562988,-1.3906017541885376,-4.124841690063477,C,False
Individualism as a guiding moral philosophy was advocated by which economist?,(A) John Kenneth Galbraith,(B) John Maynard Keynes,(C) Milton Friedman,(D) Alfred Marshall,C,-3.5289957523345947,-3.0936625003814697,-1.593715786933899,-2.7187087535858154,C,True
The Hawthorn Studies are most associated with which writer?,(A) Mary Parker Follett,(B) Elton Mayo,(C) Lillian Gilbreth,(D) Frederick Taylor,B,-4.12116813659668,-0.871080756187439,-3.6248416900634766,-3.3749098777770996,B,True
How can you describe the thinking and outlook of transformational leaders?,(A) Strategic,(B) Operational,(C) Functional,(D) Developmental,A,-1.5541034936904907,-2.9998512268066406,-3.8747220039367676,-2.62492036819458,A,True
What are the key characteristics of transactional leaders?,"(A) Guiding, mentoring and motivating","(B) Guiding, commanding and motivating","(C) Guiding, demonstrating and motivating","(D) Guiding, mentoring and demonstrating",A,-1.5463635921478271,-1.921805739402771,-1.6718274354934692,-2.9842536449432373,A,True
What is not an assumption underpinning the rational decision making model?,(A) Incomplete information,(B) An agreed goal,(C) A structured problem,(D) High level of certainty regarding the environment,A,-1.794723629951477,-3.4212582111358643,-2.796330690383911,-1.7967373132705688,A,True
Which one of the following is not one of Drucker's five guiding principles of management?,(A) Making people's strengths effective and their weaknesses irrelevant.,(B) Enhancing the ability of people to contribute.,(C) To operate the organisation's status system.,"(D) Integrating people in a common venture by thinking through, setting and exemplifying the organisational objectives, values and goals.",C,-4.931857585906982,-5.589271545410156,-0.7030657529830933,-5.090669631958008,C,True
What is a paradigm?,(A) A theoretical assumption,(B) An illustration,(C) A theoretical model,(D) An example serving as a model,D,-3.6190714836120605,-4.374332904815674,-1.6249573230743408,-1.124929666519165,D,True
What one of the following is not a key management skill in planning?,(A) Conceptual skills,(B) Analytical skills,(C) IT and computing skills,(D) Communication skills,C,-4.053885459899902,-4.436529636383057,-0.9452863931655884,-3.202824354171753,C,True
According to Belbin (1981) an extroverted and enthusiastic person fits with what role?,(A) Co-ordinator,(B) Shaper,(C) Resource investigator,(D) Implementer,C,-2.3417601585388184,-1.5311774015426636,-2.718575954437256,-2.156172752380371,B,False
Which is not a recognised form of business continuity planning?,(A) Contingency planning,(B) Scenario planning,(C) Financial planning,(D) Building planning,D,-4.114618301391602,-4.124088764190674,-1.23431396484375,-1.9842742681503296,C,False
What is the term for an organisation that adapts to changes in the environment by quickly responding to shifts in supply and demand conditions?,(A) Opportunistic organisation,(B) Enterprising organisation,(C) International organisation,(D) Agile organisation,D,-3.6981301307678223,-3.327918291091919,-5.123673915863037,-0.9492018222808838,D,True
Which of these is not part of the recognised challenges for modern managers?,(A) Micro-managing the workforce,(B) Managing communications,(C) Managing change,(D) Managing the learning organisation,A,-1.1712582111358643,-3.171583652496338,-3.1715235710144043,-2.1718058586120605,A,True
To what does emotional intelligence refer?,(A) How people view and understand the world.,(B) How people view and understand themselves.,(C) How people view and understand others.,(D) How people view and understand themselves and others.,D,-4.763653755187988,-1.9608654975891113,-2.0936625003814697,-2.0937061309814453,B,False
Of what is individual freedom to schedule work an example?,(A) Job design,(B) Job enrichment,(C) Job rate,(D) Job planning,B,-1.7410967350006104,-3.4840235710144043,-3.1091747283935547,-1.7421331405639648,A,False
What are workers primarily motivated by according to the instrumental approach?,(A) Peer recognition,(B) Promotion,(C) Greater freedom,(D) Economic reward,D,-4.024740695953369,-3.4216747283935547,-2.5467536449432373,-1.039031982421875,D,True
Which is not a characteristic of corporate social responsibility?,(A) Product safety,(B) Consumer rights,(C) Environmental policies,(D) Price-fixing,D,-4.026771545410156,-3.781052827835083,-3.9059250354766846,-0.7773351669311523,D,True
