Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
1.0,1.0,material-dynamics,1.0,material,1.0,Chao sees something that is fabric.,Can Chao fold it?,Yes,0,-3.5114824771881104,-3.9968223571777344,-3.473730286726585,-4.034574547639259,-0.03775219046152545,Yes,True
2.0,1.0,material-dynamics,1.0,material,1.0,Chao sees something that is fabric.,Can Chao pour it?,No,0,-3.6529715061187744,-3.403695821762085,-3.615219315657249,-3.4414480122236104,-0.03775219046152545,No,True
3.0,1.0,material-dynamics,1.0,material,2.0,Chao sees something that is liquid.,Can Chao fold it?,No,0,-3.8553595542907715,-3.6069376468658447,-3.817607363829246,-3.64468983732737,-0.03775219046152545,No,True
4.0,1.0,material-dynamics,1.0,material,2.0,Chao sees something that is liquid.,Can Chao pour it?,Yes,0,-3.5444376468658447,-3.5444376468658447,-3.5066854564043193,-3.58218983732737,-0.03775219046152545,Yes,True
5.0,2.0,material-dynamics,2.0,material,1.0,Chao sees the denim.,Can Chao fold it?,Yes,0,-3.6053595542907715,-3.8562464714050293,-3.567607363829246,-3.8939986618665547,-0.03775219046152545,Yes,True
6.0,2.0,material-dynamics,2.0,material,1.0,Chao sees the denim.,Can Chao pour it?,No,0,-3.450610399246216,-3.700610399246216,-3.4128582087846904,-3.7383625897077413,-0.03775219046152545,Yes,False
7.0,2.0,material-dynamics,2.0,material,2.0,Chao sees the water.,Can Chao fold it?,No,0,-4.027296543121338,-4.027296543121338,-3.9895443526598124,-4.065048733582863,-0.03775219046152545,Yes,False
8.0,2.0,material-dynamics,2.0,material,2.0,Chao sees the water.,Can Chao pour it?,Yes,0,-4.214542388916016,-4.714542388916016,-4.176790198454491,-4.752294579377541,-0.03775219046152545,Yes,True
10.0,3.0,material-dynamics,3.0,material,1.0,Chao sees something that is fabric.,Can Chao stir it?,No,0,-3.7928595542907715,-3.2944376468658447,-3.755107363829246,-3.33218983732737,-0.03775219046152545,No,True
12.0,3.0,material-dynamics,3.0,material,2.0,Chao sees something that is liquid.,Can Chao stir it?,Yes,0,-3.6678595542907715,-3.1694376468658447,-3.630107363829246,-3.20718983732737,-0.03775219046152545,No,False
16.0,4.0,material-dynamics,4.0,material,2.0,Chao sees the water.,Can Chao stir it?,Yes,0,-3.7154715061187744,-3.716195821762085,-3.677719315657249,-3.7539480122236104,-0.03775219046152545,Yes,True
20.0,5.0,material-dynamics,5.0,material,2.0,Chao sees something that is gas.,Can Chao stir it?,Yes,0,-3.8395423889160156,-3.5895423889160156,-3.80179019845449,-3.627294579377541,-0.03775219046152545,No,False
24.0,6.0,material-dynamics,6.0,material,2.0,Chao sees the oxygen.,Can Chao stir it?,Yes,0,-4.245921611785889,-3.7614824771881104,-4.208169421324364,-3.799234667649636,-0.03775219046152545,No,False
25.0,7.0,material-dynamics,7.0,material,1.0,Chao sees something that is rigid.,Can it break?,Yes,0,-3.7944376468658447,-4.029380798339844,-3.7566854564043193,-4.067132988801369,-0.03775219046152545,Yes,True
26.0,7.0,material-dynamics,7.0,material,1.0,Chao sees something that is rigid.,Can it ripple?,No,0,-4.2779717445373535,-4.77970027923584,-4.2402195540758285,-4.817452469697365,-0.03775219046152545,Yes,False
27.0,7.0,material-dynamics,7.0,material,2.0,Chao sees something that is fabric.,Can it break?,No,0,-3.9178595542907715,-3.6687464714050293,-3.880107363829246,-3.7064986618665547,-0.03775219046152545,No,True
28.0,7.0,material-dynamics,7.0,material,2.0,Chao sees something that is fabric.,Can it ripple?,Yes,0,-4.0904717445373535,-3.82659912109375,-4.0527195540758285,-3.8643513115552754,-0.03775219046152545,No,False
31.0,8.0,material-dynamics,8.0,material,2.0,Chao sees something that is liquid.,Can it break?,No,0,-3.653695821762085,-3.403695821762085,-3.6159436313005595,-3.4414480122236104,-0.03775219046152545,No,True
