Type,Digits,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 17?,No,20.0,0,-4.929893970489502,-0.04340197145938873,-2.602893859978455,0.9326699724362697,-2.327000110511047,-0.9760719438956584,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 5?,No,20.0,3,-4.307582378387451,-0.043705012649297714,-1.9451300425454976,0.9270247107177663,-2.3624523358419536,-0.970729723367064,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 4?,No,20.0,4,-4.6822662353515625,-0.03906001150608063,-2.3437139918950076,0.9299087906916005,-2.338552243456555,-0.9689688021976811,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 6?,No,20.0,0,-4.463003158569336,-0.04548567160964012,-2.136003048058289,0.9305862722860183,-2.327000110511047,-0.9760719438956584,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 4?,No,20.0,1,-4.025503158569336,-0.040913522243499756,-1.6845878915085146,0.9413162255097025,-2.3409152670608213,-0.9822297477532023,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 9?,No,20.0,2,-4.868690013885498,-0.03766019642353058,-2.52799836176758,0.9386435609854137,-2.340691652117918,-0.9763037574089443,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 6?,No,20.0,0,-4.371822357177734,-0.046791695058345795,-2.0448222466666874,0.9292802488373126,-2.327000110511047,-0.9760719438956584,No,True,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 70?,No,20.0,3,-4.746822357177734,-0.06421258300542831,-2.384370021335781,0.9065171403616357,-2.3624523358419536,-0.970729723367064,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 77?,No,20.0,0,-4.934117794036865,-0.0492309108376503,-2.6071176835258183,0.9268410330580081,-2.327000110511047,-0.9760719438956584,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 8?,No,20.0,2,-4.839796543121338,-0.030019231140613556,-2.49910489100342,0.9462845262683307,-2.340691652117918,-0.9763037574089443,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 76?,No,20.0,0,-5.152535915374756,-0.04346800222992897,-2.825535804863709,0.9326039416657295,-2.327000110511047,-0.9760719438956584,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 3 equal to 3?,No,20.0,0,-4.7751336097717285,-0.03252072632312775,-2.4481334992606816,0.9435512175725307,-2.327000110511047,-0.9760719438956584,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 89?,No,20.0,0,-4.7447662353515625,-0.04748038202524185,-2.4177661248405156,0.9285915618704166,-2.327000110511047,-0.9760719438956584,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 4 equal to 7?,No,20.0,4,-0.3073529601097107,-1.7256147861480713,2.031199283346844,-0.7566459839503902,-2.338552243456555,-0.9689688021976811,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 8?,No,20.0,3,-4.93287992477417,-0.035471487790346146,-2.5704275889322163,0.9352582355767178,-2.3624523358419536,-0.970729723367064,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 1 equal to 4?,No,20.0,1,-5.1197662353515625,-0.027867678552865982,-2.778850968290741,0.9543620692003363,-2.3409152670608213,-0.9822297477532023,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 57?,No,20.0,0,-4.74537992477417,-0.05206136405467987,-2.418379814263123,0.9240105798409786,-2.327000110511047,-0.9760719438956584,No,True,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 0 equal to 1?,No,20.0,1,-4.180353164672852,-0.04447310417890549,-1.8394378976120302,0.9377566435742968,-2.3409152670608213,-0.9822297477532023,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 7 equal to 86?,No,20.0,1,-4.714796543121338,-0.05440283194184303,-2.3738812760605166,0.9278269158113592,-2.3409152670608213,-0.9822297477532023,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 5 equal to 4?,No,20.0,0,-4.963983535766602,-0.03946128860116005,-2.6369834252555546,0.9366106552944984,-2.327000110511047,-0.9760719438956584,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 9 equal to 59?,No,20.0,0,-4.838350296020508,-0.04273189231753349,-2.511350185509461,0.9333400515781249,-2.327000110511047,-0.9760719438956584,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 1 equal to 26?,No,20.0,4,-4.839271545410156,-0.04378838464617729,-2.5007193019536014,0.9251804175515038,-2.338552243456555,-0.9689688021976811,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 1 equal to 6?,No,20.0,4,-4.839796543121338,-0.04460049048066139,-2.501244299664783,0.9243683117170197,-2.338552243456555,-0.9689688021976811,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 5 equal to 98?,No,20.0,4,-5.0904717445373535,-0.056173548102378845,-2.7519195010807986,0.9127952540953023,-2.338552243456555,-0.9689688021976811,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 9 equal to 85?,No,20.0,3,-5.058421611785889,-0.03696603700518608,-2.695969275943935,0.9337636863618779,-2.3624523358419536,-0.970729723367064,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 5 equal to 26?,No,20.0,4,-5.121399879455566,-0.050042085349559784,-2.7828476359990115,0.9189267168481213,-2.338552243456555,-0.9689688021976811,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 8 equal to 1?,No,20.0,0,-4.148403167724609,-0.04289191961288452,-1.8214030572135624,0.9331800242827739,-2.327000110511047,-0.9760719438956584,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 9 equal to 17?,No,20.0,1,-4.931190013885498,-0.03644542396068573,-2.5902747468246767,0.9457843237925165,-2.3409152670608213,-0.9822297477532023,No,True,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 4 equal to 72?,No,20.0,4,-4.558899879455566,-0.053033433854579926,-2.2203476359990115,0.9159353683431012,-2.338552243456555,-0.9689688021976811,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 2 equal to 1?,No,20.0,3,-4.431929588317871,-0.04590129852294922,-2.0694772524759175,0.9248284248441148,-2.3624523358419536,-0.970729723367064,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 6 equal to 9?,No,20.0,4,-4.3697662353515625,-0.03984690085053444,-2.0312139918950076,0.9291219013471467,-2.338552243456555,-0.9689688021976811,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 2 equal to 47?,No,20.0,1,-4.841031551361084,-0.04729047045111656,-2.5001162843002627,0.9349392773020857,-2.3409152670608213,-0.9822297477532023,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 0 equal to 7?,No,20.0,0,-4.806929588317871,-0.035308193415403366,-2.479929477806824,0.9407637504802551,-2.327000110511047,-0.9760719438956584,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 5 equal to 7?,No,20.0,2,-0.19702187180519104,-2.030115842819214,2.143669780312727,-1.0538120854102697,-2.340691652117918,-0.9763037574089443,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 6 plus 5 equal to 83?,No,20.0,1,-4.464542388916016,-0.047088973224163055,-2.1236271218551943,0.9351407745290392,-2.3409152670608213,-0.9822297477532023,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 2 equal to 6?,No,20.0,3,-5.214796543121338,-0.03322488069534302,-2.8523442072793843,0.937504842671721,-2.3624523358419536,-0.970729723367064,No,True,False,True
