task,QID,AnsRefIDs,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,20.0,0,-3.5572662353515625,-2.932879686355591,-0.002577519416809171,0.27502904621263324,-3.5546887159347533,-3.207908732568224,No,False,False,False
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,20.0,0,-3.715035915374756,-3.4639835357666016,-0.16034719944000253,-0.2560748031983775,-3.5546887159347533,-3.207908732568224,No,True,True,False
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,20.0,3,-3.2447662353515625,-2.7440714836120605,0.30686679755647983,0.45904772753516854,-3.5516330329080423,-3.203119211147229,No,False,False,False
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,20.0,2,-3.2767715454101562,-2.5260162353515625,0.2761299215257167,0.6890272838373979,-3.552901466935873,-3.2150435191889604,No,True,False,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,20.0,4,-3.057879686355591,-3.0572662353515625,0.49850053166349717,0.14462221165498113,-3.556380218019088,-3.2018884470065436,No,False,True,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,20.0,4,-3.6838998794555664,-4.3072662353515625,-0.12751966143647842,-1.1053777883450189,-3.556380218019088,-3.2018884470065436,Yes,False,True,False
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,20.0,0,-3.5584216117858887,-3.432879686355591,-0.0037328958511353427,-0.22497095378736676,-3.5546887159347533,-3.207908732568224,No,False,True,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,20.0,2,-3.716031312942505,-3.216031312942505,-0.16312984600663194,-0.0009877937535445191,-3.552901466935873,-3.2150435191889604,No,True,False,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,20.0,1,-3.5708658695220947,-3.6949033737182617,-0.01515349025527657,-0.49410853870213023,-3.555712379266818,-3.2007948350161315,Yes,True,True,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,20.0,1,-3.399740695953369,-3.400503158569336,0.15597168331344902,-0.19970832355320445,-3.555712379266818,-3.2007948350161315,Yes,False,True,False
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,20.0,2,-3.4959216117858887,-3.1209216117858887,0.05697985514998427,0.09412190740307169,-3.552901466935873,-3.2150435191889604,No,False,False,False
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,20.0,1,-3.967684507369995,-4.592381954193115,-0.41197212810317696,-1.3915871191769837,-3.555712379266818,-3.2007948350161315,Yes,False,True,False
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the bathroom?,Yes,20.0,0,-3.4017715454101562,-3.151176929473877,0.15291717052459708,0.05673180309434711,-3.5546887159347533,-3.207908732568224,No,False,True,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the kitchen?,No,20.0,4,-3.7644362449645996,-4.02970027923584,-0.20805602694551162,-0.8278118322292962,-3.556380218019088,-3.2018884470065436,Yes,False,True,False
qa1,12,[10],Mary went to the bathroom.,Is Mary in the bathroom?,Yes,20.0,3,-3.776176929473877,-3.2767715454101562,-0.22454389656583462,-0.07365233426292717,-3.5516330329080423,-3.203119211147229,No,False,False,False
qa1,12,[10],Mary went to the bathroom.,Is Mary in the kitchen?,No,20.0,1,-3.370379686355591,-3.118690252304077,0.18533269291122734,0.08210458271205434,-3.555712379266818,-3.2007948350161315,No,True,True,False
qa1,3,[1],John moved to the bathroom.,Is John in the bathroom?,Yes,20.0,0,-3.4959216117858887,-3.1209216117858887,0.05876710414886466,0.08698712078233539,-3.5546887159347533,-3.207908732568224,No,False,False,False
qa1,3,[1],John moved to the bathroom.,Is John in the garden?,No,20.0,2,-4.060571193695068,-4.685024261474609,-0.5076697267591954,-1.469980742285649,-3.552901466935873,-3.2150435191889604,Yes,False,True,False
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the bedroom?,Yes,20.0,2,-3.3553595542907715,-2.8553595542907715,0.19754191264510146,0.3596839648981889,-3.552901466935873,-3.2150435191889604,No,False,False,False
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the hallway?,No,20.0,0,-3.604222059249878,-2.6053595542907715,-0.0495333433151246,0.6025491782774526,-3.5546887159347533,-3.207908732568224,No,True,False,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the hallway?,Yes,20.0,0,-3.4645423889160156,-2.7154715061187744,0.0901463270187377,0.49243722644944965,-3.5546887159347533,-3.207908732568224,No,False,False,False
qa1,9,[7],Mary moved to the hallway.,Is Mary in the bedroom?,No,20.0,1,-3.5889835357666016,-2.5895423889160156,-0.033271156499783405,0.6112524461001159,-3.555712379266818,-3.2007948350161315,No,True,False,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the bathroom?,Yes,20.0,0,-3.291722059249878,-3.041722059249878,0.2629666566848754,0.16618667331834613,-3.5546887159347533,-3.207908732568224,No,False,True,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the hallway?,No,20.0,1,-3.463350534439087,-2.7145423889160156,0.09236184482773124,0.48625244610011586,-3.555712379266818,-3.2007948350161315,No,True,False,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bathroom?,Yes,20.0,0,-3.276176929473877,-3.025850534439087,0.2785117864608764,0.18205819812913715,-3.5546887159347533,-3.207908732568224,No,False,True,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bedroom?,No,20.0,4,-3.448715925216675,-2.948432207107544,0.10766429280241319,0.2534562398989997,-3.556380218019088,-3.2018884470065436,No,True,False,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the office?,Yes,20.0,4,-3.1994683742523193,-2.697972059249878,0.35691184376676865,0.5039163877566657,-3.556380218019088,-3.2018884470065436,No,False,False,False
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the hallway?,No,20.0,3,-3.293330669403076,-2.793330669403076,0.25830236350496616,0.4097885417441529,-3.5516330329080423,-3.203119211147229,No,True,False,True
qa1,15,[13],Daniel went to the garden.,Is Daniel in the garden?,Yes,20.0,3,-3.4187464714050293,-2.7928595542907715,0.13288656150301303,0.4102596568564576,-3.5516330329080423,-3.203119211147229,No,False,False,False
qa1,15,[13],Daniel went to the garden.,Is Daniel in the bathroom?,No,20.0,4,-4.249373435974121,-4.499088764190674,-0.6929932179550331,-1.2972003171841302,-3.556380218019088,-3.2018884470065436,Yes,False,True,False
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the garden?,Yes,20.0,1,-3.134603261947632,-3.134603261947632,0.4211091173191863,0.06619157306849965,-3.555712379266818,-3.2007948350161315,No,False,True,True
