task,QID,AnsRefIDs,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,20.0,0,-2.483358144760132,-1.7965646982192993,1.3606266915798186,0.619370126662155,-3.8439848363399505,-2.4159348248814543,No,False,True,True
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,20.0,0,-3.920396089553833,-1.8666387796401978,-0.07641125321388254,0.5492960452412565,-3.8439848363399505,-2.4159348248814543,No,True,False,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,20.0,3,-2.0462582111358643,-1.413917064666748,1.7972874733308952,1.0389326118864117,-3.8435456844667595,-2.4528496765531598,No,False,True,True
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,20.0,2,-3.4525632858276367,-0.5193972587585449,0.40018338455508173,1.9340012529244026,-3.8527466703827185,-2.4533985116829475,No,True,False,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,20.0,4,-2.5146992206573486,-1.3357157707214355,1.3129499694953362,1.0831351102950673,-3.827649190152685,-2.418850881016503,No,False,True,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,20.0,4,-4.154793739318848,-1.7727547883987427,-0.32714454916616287,0.6460960926177601,-3.827649190152685,-2.418850881016503,No,True,False,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,20.0,0,-2.9517781734466553,-1.8275973796844482,0.8922066628932952,0.588337445197006,-3.8439848363399505,-2.4159348248814543,No,False,True,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,20.0,2,-4.311744213104248,-0.6833335757255554,-0.4589975427215296,1.7700649359573921,-3.8527466703827185,-2.4533985116829475,No,True,False,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,20.0,1,-3.4163906574249268,-2.4816136360168457,0.4468991477663318,-0.0065746428444981575,-3.8632898051912585,-2.4750389931723475,No,False,True,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,20.0,1,-3.9979472160339355,-1.0070970058441162,-0.13465741084267702,1.4679419873282313,-3.8632898051912585,-2.4750389931723475,No,True,False,True
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,20.0,2,-2.2646396160125732,-1.7029049396514893,1.5881070543701452,0.7504935720314583,-3.8527466703827185,-2.4533985116829475,No,False,True,True
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,20.0,1,-4.249411582946777,-1.319974422454834,-0.3861217777555188,1.1550645707175136,-3.8632898051912585,-2.4750389931723475,No,True,False,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the bathroom?,Yes,20.0,0,-1.9748997688293457,-1.8510857820510864,1.8690850675106048,0.5648490428303679,-3.8439848363399505,-2.4159348248814543,No,False,True,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the kitchen?,No,20.0,4,-4.185797691345215,-1.561467170715332,-0.35814850119253006,0.8573837103011708,-3.827649190152685,-2.418850881016503,No,True,False,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the bathroom?,Yes,20.0,3,-3.310900926589966,-1.61676025390625,0.5326447578767937,0.8360894226469098,-3.8435456844667595,-2.4528496765531598,No,False,False,False
qa1,12,[10],Mary went to the bathroom.,Is Mary in the kitchen?,No,20.0,1,-4.966631889343262,-0.7103714346885681,-1.1033420841520032,1.7646675584837794,-3.8632898051912585,-2.4750389931723475,No,True,False,True
qa1,3,[1],John moved to the bathroom.,Is John in the bathroom?,Yes,20.0,0,-2.2646396160125732,-1.7029049396514893,1.5793452203273772,0.713029885229965,-3.8439848363399505,-2.4159348248814543,No,False,True,True
qa1,3,[1],John moved to the bathroom.,Is John in the garden?,No,20.0,2,-4.686467170715332,-0.6169439554214478,-0.8337205003326136,1.8364545562614998,-3.8527466703827185,-2.4533985116829475,No,True,False,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the bedroom?,Yes,20.0,2,-1.7484976053237915,-1.374721884727478,2.104249065058927,1.0786766269554695,-3.8527466703827185,-2.4533985116829475,No,False,True,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the hallway?,No,20.0,0,-3.8269362449645996,-0.9529640674591064,0.017048591375350863,1.4629707574223478,-3.8439848363399505,-2.4159348248814543,No,True,False,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the hallway?,Yes,20.0,0,-1.9209197759628296,-1.9841333627700806,1.9230650603771209,0.4318014621113737,-3.8439848363399505,-2.4159348248814543,Yes,True,True,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the bedroom?,No,20.0,1,-4.154131889343262,-1.2025632858276367,-0.2908420841520032,1.2724757073447108,-3.8632898051912585,-2.4750389931723475,No,True,False,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the bathroom?,Yes,20.0,0,-2.780470371246338,-1.6013072729110718,1.0635144650936126,0.8146275519703825,-3.8439848363399505,-2.4159348248814543,No,False,True,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the hallway?,No,20.0,1,-3.9837183952331543,-0.7381430864334106,-0.12042859004189577,1.736895906738937,-3.8632898051912585,-2.4750389931723475,No,True,False,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bathroom?,Yes,20.0,0,-1.8334810733795166,-1.0852106809616089,2.010503762960434,1.3307241439198454,-3.8439848363399505,-2.4159348248814543,No,False,True,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bedroom?,No,20.0,4,-3.9336681365966797,-0.8188900351524353,-0.1060189464439949,1.5999608458640675,-3.827649190152685,-2.418850881016503,No,True,False,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the office?,Yes,20.0,4,-3.123967170715332,-3.4365885257720947,0.7036820194373528,-1.017737644755592,-3.827649190152685,-2.418850881016503,Yes,True,True,True
