Type,Digits,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 17?,No,20.0,0,-0.5350627899169922,-1.0390279293060303,0.18254676713452989,-0.15206747328241665,-0.7176095570515221,-0.8869604560236136,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 5?,No,20.0,3,-1.0233608484268188,-0.527307391166687,-0.3065787464845926,0.35858812207976976,-0.7167821019422262,-0.8858955132464568,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 4?,No,20.0,4,-0.9099582433700562,-0.6600834131240845,-0.19264986307825893,0.22791846965750062,-0.7173083802917972,-0.8880018827815851,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 6?,No,20.0,0,-0.5467803478240967,-1.046817660331726,0.1708292092274254,-0.15985720430811245,-0.7176095570515221,-0.8869604560236136,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 4?,No,20.0,1,-0.7186508178710938,-0.7187135219573975,-0.004620956458772252,0.17016229989627996,-0.7140298614123215,-0.8888758218536774,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 9?,No,20.0,2,-0.8709708452224731,-0.6210485696792603,-0.1525312345785399,0.2648512637863557,-0.7184396106439332,-0.885899833465616,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 6?,No,20.0,0,-0.6365939378738403,-0.8866829872131348,0.08101561917768174,0.00027746881047885363,-0.7176095570515221,-0.8869604560236136,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 70?,No,20.0,3,-0.640418291091919,-0.8905489444732666,0.0763638108503073,-0.004653431226809834,-0.7167821019422262,-0.8858955132464568,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 77?,No,20.0,0,-0.9021346569061279,-0.6522449254989624,-0.18452509985460586,0.23471553052465122,-0.7176095570515221,-0.8869604560236136,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 8?,No,20.0,2,-0.6053953170776367,-0.855441689491272,0.11304429356629653,0.030458143974343987,-0.7184396106439332,-0.885899833465616,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 76?,No,20.0,0,-0.8982752561569214,-0.6483608484268188,-0.1806656991053993,0.23859960759679477,-0.7176095570515221,-0.8869604560236136,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 3 equal to 3?,No,20.0,0,-0.859218955039978,-0.6093176603317261,-0.14160939798845595,0.27764279569188755,-0.7176095570515221,-0.8869604560236136,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 89?,No,20.0,0,-0.9099582433700562,-0.6600834131240845,-0.19234868631853408,0.22687704289952915,-0.7176095570515221,-0.8869604560236136,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 4 equal to 7?,No,20.0,4,-0.7342803478240967,-0.734347939491272,-0.01697196753229946,0.15365394329031312,-0.7173083802917972,-0.8880018827815851,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 8?,No,20.0,3,-0.6404995918273926,-0.8905788660049438,0.07628251011483367,-0.0046833527584870804,-0.7167821019422262,-0.8858955132464568,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 7 plus 1 equal to 4?,No,20.0,1,-0.8709708452224731,-0.6210485696792603,-0.15694098381015165,0.26782725217441716,-0.7140298614123215,-0.8888758218536774,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 57?,No,20.0,0,-0.8982752561569214,-0.6483608484268188,-0.1806656991053993,0.23859960759679477,-0.7176095570515221,-0.8869604560236136,No,True,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 0 equal to 1?,No,20.0,1,-0.5389077663421631,-1.0390055179595947,0.1751220950701584,-0.1501296961059173,-0.7140298614123215,-0.8888758218536774,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 4 plus 7 equal to 86?,No,20.0,1,-1.054428219795227,-0.550686240196228,-0.34039835838290555,0.3381895816574494,-0.7140298614123215,-0.8888758218536774,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 5 equal to 4?,No,20.0,0,-1.187341570854187,-0.43744170665740967,-0.46973201380266494,0.44951874936620395,-0.7176095570515221,-0.8869604560236136,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 9 equal to 59?,No,20.0,0,-1.054485559463501,-0.550707221031189,-0.3368760024119789,0.33625323499242465,-0.7176095570515221,-0.8869604560236136,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 1 equal to 26?,No,20.0,4,-1.359218955039978,-0.35933029651641846,-0.6419105747481808,0.5286715862651666,-0.7173083802917972,-0.8880018827815851,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 1 equal to 6?,No,20.0,4,-0.632652759552002,-0.8827537298202515,0.08465562073979527,0.00524815296133363,-0.7173083802917972,-0.8880018827815851,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 5 plus 5 equal to 98?,No,20.0,4,-1.031052827835083,-0.5311774015426636,-0.3137444475432858,0.3568244812389215,-0.7173083802917972,-0.8880018827815851,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 9 equal to 85?,No,20.0,3,-1.054428219795227,-0.5546132326126099,-0.3376461178530008,0.3312822806338469,-0.7167821019422262,-0.8858955132464568,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 5 equal to 26?,No,20.0,4,-1.0311226844787598,-0.527283787727356,-0.31381430418696254,0.36071809505422914,-0.7173083802917972,-0.8880018827815851,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 8 equal to 1?,No,20.0,0,-0.8983111381530762,-0.6483777761459351,-0.1807015811015541,0.23858267987767856,-0.7176095570515221,-0.8869604560236136,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 9 equal to 17?,No,20.0,1,-0.6561226844787598,-0.9062135219573975,0.05790717693356173,-0.017337700103720044,-0.7140298614123215,-0.8888758218536774,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 6 plus 4 equal to 72?,No,20.0,4,-0.8005231022834778,-0.800707221031189,-0.08321472199168056,0.08729466175039613,-0.7173083802917972,-0.8880018827815851,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 2 equal to 1?,No,20.0,3,-0.8826074600219727,-0.6327155828475952,-0.1658253580797464,0.25317993039886155,-0.7167821019422262,-0.8858955132464568,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 6 equal to 9?,No,20.0,4,-0.7889077663421631,-0.7889894247055054,-0.07159938605036587,0.09901245807607972,-0.7173083802917972,-0.8880018827815851,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 2 equal to 47?,No,20.0,1,-0.6599582433700562,-0.9100627899169922,0.054071618042265346,-0.02118696806331477,-0.7140298614123215,-0.8888758218536774,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 8 plus 0 equal to 7?,No,20.0,0,-0.8983391523361206,-0.6484012603759766,-0.18072959528459853,0.23855919564763706,-0.7176095570515221,-0.8869604560236136,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 5 equal to 7?,No,20.0,2,-0.6248766183853149,-0.8749545812606812,0.0935629922586183,0.010945252204934808,-0.7184396106439332,-0.885899833465616,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 6 plus 5 equal to 83?,No,20.0,1,-0.9099021553993225,-0.6600362062454224,-0.195872293987001,0.22883961560825505,-0.7140298614123215,-0.8888758218536774,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 2 equal to 6?,No,20.0,3,-0.7459359169006348,-0.7460356950759888,-0.02915381495840852,0.139859818170468,-0.7167821019422262,-0.8858955132464568,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 0 equal to 8?,No,20.0,1,-0.738207221031189,-0.7382463216781616,-0.024177359618867467,0.1506295001755158,-0.7140298614123215,-0.8888758218536774,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 3 equal to 5?,No,20.0,4,-0.7342535257339478,-0.7343302965164185,-0.016945145442150533,0.15367158626516664,-0.7173083802917972,-0.8880018827815851,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 3 equal to 3?,No,20.0,3,-0.8670650720596313,-0.6171296834945679,-0.1502829701174051,0.2687658297518889,-0.7167821019422262,-0.8858955132464568,No,True,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 3 equal to 4?,No,20.0,2,-0.6559805274009705,-0.9061508178710938,0.06245908324296279,-0.02025098440547779,-0.7184396106439332,-0.885899833465616,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 7 plus 2 equal to 8?,No,20.0,3,-0.36315929889678955,-1.3593302965164185,0.3536228030454367,-0.4734347832699617,-0.7167821019422262,-0.8858955132464568,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 6 plus 9 equal to 96?,No,20.0,0,-0.6755231022834778,-0.925707221031189,0.04208645476804429,-0.038746765007575346,-0.7176095570515221,-0.8869604560236136,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 9 plus 7 equal to 79?,No,20.0,4,-1.054485559463501,-0.5585356950759888,-0.33717717917170376,0.3294661877055963,-0.7173083802917972,-0.8880018827815851,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 5 equal to 1?,No,20.0,4,-1.1795650720596313,-0.4315826892852783,-0.4622566917678341,0.4564191934963068,-0.7173083802917972,-0.8880018827815851,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 5 equal to 16?,No,20.0,0,-0.5311508178710938,-1.0312135219573975,0.18645873918042832,-0.14425306593378384,-0.7176095570515221,-0.8869604560236136,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 3 plus 3 equal to 4?,No,20.0,1,-0.6131592988967896,-0.8632364273071289,0.10087056251553195,0.02563939454654851,-0.7140298614123215,-0.8888758218536774,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 8 plus 6 equal to 33?,No,20.0,3,-0.7694053649902344,-0.7694849967956543,-0.05262326304800813,0.11641051645080247,-0.7167821019422262,-0.8858955132464568,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 6 equal to 3?,No,20.0,0,-1.0232292413711548,-0.5233608484268188,-0.3056196843196327,0.36359960759679477,-0.7176095570515221,-0.8869604560236136,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 7 equal to 8?,No,20.0,0,-0.7537823915481567,-0.7538607120513916,-0.036172834496634665,0.13309974397222202,-0.7176095570515221,-0.8869604560236136,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 6 equal to 6?,No,20.0,4,-0.7420302629470825,-0.7421296834945679,-0.0247218826552853,0.14587219928701722,-0.7173083802917972,-0.8880018827815851,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 1 equal to 6?,No,20.0,2,-1.015527367591858,-0.5155891180038452,-0.29708775694792466,0.37031071546177075,-0.7184396106439332,-0.885899833465616,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 8 equal to 44?,No,20.0,2,-0.917769193649292,-0.6678953170776367,-0.19932958300535875,0.21800451638797924,-0.7184396106439332,-0.885899833465616,No,True,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 8 equal to 64?,No,20.0,0,-0.7498766183853149,-0.7499645948410034,-0.03226706133379287,0.1369958611826102,-0.7176095570515221,-0.8869604560236136,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 1 equal to 7?,No,20.0,4,-0.7420650720596313,-0.7421424388885498,-0.024756691767834127,0.1458594438930353,-0.7173083802917972,-0.8880018827815851,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 4 equal to 19?,No,20.0,4,-0.6209980249404907,-0.8710585832595825,0.0963103553513065,0.016943299522002575,-0.7173083802917972,-0.8880018827815851,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 8 plus 4 equal to 84?,No,20.0,2,-0.7693697214126587,-0.7694717645645142,-0.050930110768725445,0.1164280689011018,-0.7184396106439332,-0.885899833465616,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 7 equal to 4?,No,20.0,1,-1.0233111381530762,-0.5272971391677856,-0.3092812767407547,0.3615786826858918,-0.7140298614123215,-0.8888758218536774,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 3 equal to 33?,No,20.0,1,-0.7537472248077393,-0.7538477182388306,-0.03971736339541776,0.13502810361484685,-0.7140298614123215,-0.8888758218536774,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 7 equal to 72?,No,20.0,1,-0.4607752561569214,-1.2108608484268188,0.2532546052554001,-0.32198502657314143,-0.7140298614123215,-0.8888758218536774,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 5 plus 2 equal to 8?,No,20.0,1,-0.6053953170776367,-0.8554340600967407,0.10863454433468478,0.033441761756936694,-0.7140298614123215,-0.8888758218536774,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 3 plus 4 equal to 8?,No,20.0,0,-0.542847752571106,-1.046817660331726,0.17476180448041612,-0.15985720430811245,-0.7176095570515221,-0.8869604560236136,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 3 plus 5 equal to 1?,No,20.0,1,-1.2027842998504639,-0.4549802541732788,-0.48875443843814237,0.4338955676803986,-0.7140298614123215,-0.8888758218536774,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 9 equal to 27?,No,20.0,2,-0.6248766183853149,-0.8749417066574097,0.0935629922586183,0.010958126808206292,-0.7184396106439332,-0.885899833465616,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 3 plus 9 equal to 97?,No,20.0,4,-0.956689178943634,-0.7069053649902344,-0.2393807986518368,0.18109651779135072,-0.7173083802917972,-0.8880018827815851,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 8 equal to 24?,No,20.0,4,-0.6444053649902344,-0.8944849967956543,0.07290301530156285,-0.006483114014069202,-0.7173083802917972,-0.8880018827815851,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 2 plus 0 equal to 8?,No,20.0,0,-0.8670650720596313,-0.6171524524688721,-0.14945551500810927,0.26980800355474155,-0.7176095570515221,-0.8869604560236136,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 0 equal to 2?,No,20.0,4,-0.874841570854187,-0.6249417066574097,-0.1575331905623898,0.2630601761241754,-0.7173083802917972,-0.8880018827815851,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 7 equal to 61?,No,20.0,4,-0.7811304330825806,-0.7812060117721558,-0.06382205279078335,0.10679587100942933,-0.7173083802917972,-0.8880018827815851,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 0 equal to 3?,No,20.0,0,-1.0311304330825806,-0.5350995063781738,-0.3135208760310585,0.3518609496454398,-0.7176095570515221,-0.8869604560236136,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 2 equal to 3?,No,20.0,2,-0.757652759552002,-0.7577370405197144,-0.03921314890806871,0.1281627929459016,-0.7184396106439332,-0.885899833465616,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 8 equal to 38?,No,20.0,2,-0.9060865640640259,-0.6561897993087769,-0.18764695342009263,0.2297100341568391,-0.7184396106439332,-0.885899833465616,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 9 equal to 50?,No,20.0,0,-1.038907766342163,-0.5429115295410156,-0.321298209290641,0.344048926482598,-0.7176095570515221,-0.8869604560236136,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 5 equal to 5?,No,20.0,3,-0.7342803478240967,-0.7343176603317261,-0.017498245881870433,0.1515778529147307,-0.7167821019422262,-0.8858955132464568,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 2 equal to 1?,No,20.0,3,-0.9059249758720398,-0.6561304330825806,-0.18914287392981355,0.2297650801638762,-0.7167821019422262,-0.8858955132464568,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 7 equal to 18?,No,20.0,3,-0.8904995918273926,-0.6405891180038452,-0.17371748988516633,0.24530639524261155,-0.7167821019422262,-0.8858955132464568,No,True,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 3 equal to 7?,No,20.0,4,-0.8982292413711548,-0.6483777761459351,-0.18092086107935756,0.23962410663565004,-0.7173083802917972,-0.8880018827815851,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 1 equal to 9?,No,20.0,2,-0.765418291091919,-0.7655273675918579,-0.0469786804479857,0.12037246587375805,-0.7184396106439332,-0.885899833465616,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 3 equal to 5?,No,20.0,1,-1.0076881647109985,-0.5038707256317139,-0.29365830329867704,0.38500509622196355,-0.7140298614123215,-0.8888758218536774,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 2 equal to 5?,No,20.0,4,-0.851468563079834,-0.6015279293060303,-0.13416018278803676,0.2864739534755548,-0.7173083802917972,-0.8880018827815851,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 5 equal to 30?,No,20.0,3,-0.7615939378738403,-0.7616597414016724,-0.044811835931614086,0.1242357718447844,-0.7167821019422262,-0.8858955132464568,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 9 equal to 39?,No,20.0,2,-1.218552827835083,-0.46869349479675293,-0.5001132171911498,0.41720633866886303,-0.7184396106439332,-0.885899833465616,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 4 equal to 78?,No,20.0,3,-0.8943238258361816,-0.6444549560546875,-0.1775417238939554,0.24144055719176927,-0.7167821019422262,-0.8858955132464568,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 0 equal to 8?,No,20.0,4,-0.7459708452224731,-0.7460485696792603,-0.028662464930675924,0.14195331310232484,-0.7173083802917972,-0.8880018827815851,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 0 equal to 4?,No,20.0,3,-0.6560400724411011,-0.9061897993087769,0.06074202950112517,-0.020294286062320088,-0.7167821019422262,-0.8858955132464568,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 6 plus 7 equal to 22?,No,20.0,0,-0.7576881647109985,-0.7577667236328125,-0.04007860765947646,0.12919373239080112,-0.7176095570515221,-0.8869604560236136,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 0 plus 4 equal to 2?,No,20.0,0,-0.8670650720596313,-0.6171424388885498,-0.14945551500810927,0.2698180171350638,-0.7176095570515221,-0.8869604560236136,No,True,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 1 equal to 1?,No,20.0,1,-0.8787020444869995,-0.628831148147583,-0.164672183074678,0.2600446737060944,-0.7140298614123215,-0.8888758218536774,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 2 equal to 50?,No,20.0,1,-1.1950491666793823,-0.44914305210113525,-0.4810193052670608,0.43973276975254216,-0.7140298614123215,-0.8888758218536774,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 8 equal to 95?,No,20.0,3,-0.9139077663421631,-0.6640181541442871,-0.19712566439993684,0.22187735910216966,-0.7167821019422262,-0.8858955132464568,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 2 equal to 7?,No,20.0,1,-0.5310964584350586,-1.031193494796753,0.1829334029772629,-0.1423176729430755,-0.7140298614123215,-0.8888758218536774,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 0 plus 9 equal to 7?,No,20.0,1,-0.8162823915481567,-0.816331148147583,-0.10225253013583524,0.07254467370609441,-0.7140298614123215,-0.8888758218536774,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 8 equal to 17?,No,20.0,4,-0.4530273675918579,-1.2030969858169556,0.2642810126999393,-0.31509510303537047,-0.7173083802917972,-0.8880018827815851,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 8 plus 8 equal to 89?,No,20.0,0,-1.038907766342163,-0.5390181541442871,-0.321298209290641,0.3479423018793265,-0.7176095570515221,-0.8869604560236136,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 6 equal to 21?,No,20.0,2,-0.36123335361480713,-1.3593401908874512,0.3572062570291261,-0.4734403574218352,-0.7184396106439332,-0.885899833465616,Yes,False,True,False
