Type,Digits,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 17?,No,-2.059695243835449,-0.18947014212608337,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 5?,No,-2.0125925540924072,-0.19348645210266113,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 4?,No,-1.9034451246261597,-0.2149885594844818,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 6?,No,-1.1769044399261475,-0.4281007647514343,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 4?,No,-1.2628635168075562,-0.38914600014686584,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 9?,No,-1.5048036575317383,-0.3182436227798462,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 6?,No,-1.0909451246261597,-0.4670478403568268,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 70?,No,-3.356435775756836,-0.10130911320447922,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 77?,No,-2.9033563137054443,-0.15419718623161316,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 8?,No,-1.18486487865448,-0.4341382086277008,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 76?,No,-3.2941136360168457,-0.11417607963085175,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 3 equal to 3?,No,-1.8961297273635864,-0.20953717827796936,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 89?,No,-3.044280767440796,-0.11381188780069351,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 4 equal to 7?,No,-1.1843222379684448,-0.4355713725090027,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 8?,No,-1.1843222379684448,-0.43349796533584595,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 1 equal to 4?,No,-1.5444376468658447,-0.29929640889167786,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 57?,No,-3.3095145225524902,-0.1250208169221878,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 0 equal to 1?,No,-1.2631103992462158,-0.3890990912914276,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 7 equal to 86?,No,-3.2000925540924072,-0.1318434327840805,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 5 equal to 4?,No,-2.169853925704956,-0.16865918040275574,No,True
