Type,Digits,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 17?,No,-1.5053174495697021,-0.25370216369628906,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 5?,No,-0.18145272135734558,-1.8027738332748413,Yes,False
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 4?,No,-0.5803488492965698,-0.8288905024528503,Yes,False
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 6?,No,-0.012729395180940628,-4.498188018798828,Yes,False
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 4?,No,-0.022190609946846962,-3.9033563137054443,Yes,False
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 9?,No,-0.5766459703445435,-0.8259736895561218,Yes,False
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 6?,No,-0.18227307498455048,-1.8027738332748413,Yes,False
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 70?,No,-7.123071193695068,-0.00361264287494123,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 77?,No,-7.685688018798828,-0.00297519750893116,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 8?,No,-0.013668728061020374,-4.373071193695068,Yes,False
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 76?,No,-7.123400688171387,-0.0031275474466383457,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 3 equal to 3?,No,-0.22754275798797607,-1.5990674495697021,Yes,False
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 89?,No,-8.936254501342773,-0.002595127560198307,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 4 equal to 7?,No,-0.009889548644423485,-4.747673988342285,Yes,False
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 8?,No,-0.12934823334217072,-2.1225242614746094,Yes,False
Arithmetic,1_digit_addition,'',Is 7 plus 1 equal to 4?,No,-3.653531312942505,-0.027649929746985435,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 57?,No,-6.9979472160339355,-0.00227319891564548,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 0 equal to 1?,No,-0.3166472017765045,-1.3179683685302734,Yes,False
Arithmetic,1_digit_addition,'',Is 4 plus 7 equal to 86?,No,-7.811400890350342,-0.0034020899329334497,No,True
