Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
1.0,1.0,physical-relations,,antonym,1.0,The truck is in front of the bed.,Is the truck blocking the bed?,Yes,-0.5506736040115356,-0.8632199764251709,-8.624954223632812,-7.093733787536621,8.074280619621277,6.23051381111145,Yes,True
2.0,1.0,physical-relations,,antonym,1.0,The truck is in front of the bed.,Is the bed blocking the truck?,No,-1.374860167503357,-0.29484832286834717,-8.624954223632812,-7.093733787536621,7.250094056129456,6.798885464668274,Yes,False
3.0,1.0,physical-relations,,antonym,2.0,The truck is behind the bed.,Is the truck blocking the bed?,No,-0.8670859336853027,-0.5468176603317261,-8.624954223632812,-7.093733787536621,7.75786828994751,6.546916127204895,Yes,False
4.0,1.0,physical-relations,,antonym,2.0,The truck is behind the bed.,Is the bed blocking the truck?,Yes,-1.132671594619751,-0.3905535936355591,-8.624954223632812,-7.093733787536621,7.4922826290130615,6.703180193901062,Yes,True
7.0,1.0,physical-relations,,variable swap,2.0,The bed is in front of the truck.,Is the truck blocking the bed?,No,-0.5819053649902344,-0.83195960521698,-8.624954223632812,-7.093733787536621,8.043048858642578,6.261774182319641,Yes,False
8.0,1.0,physical-relations,,variable swap,2.0,The bed is in front of the truck.,Is the bed blocking the truck?,Yes,-0.9490939378738403,-0.49602794647216797,-8.624954223632812,-7.093733787536621,7.675860285758972,6.597705841064453,Yes,True
9.0,1.0,physical-relations,,variable swap,1.0,The bed is behind the truck.,Is the truck blocking the bed?,Yes,-0.32216858863830566,-1.29681396484375,-8.624954223632812,-7.093733787536621,8.302785634994507,5.796919822692871,Yes,True
10.0,1.0,physical-relations,,variable swap,1.0,The bed is behind the truck.,Is the bed blocking the truck?,No,-0.992079496383667,-0.46868979930877686,-8.624954223632812,-7.093733787536621,7.6328747272491455,6.625043988227844,Yes,False
13.0,2.0,physical-relations,,variable swap,1.0,Chao needs to move the truck to reach the bed.,Is the truck blocking the bed?,Yes,-1.0545397996902466,-0.43157076835632324,-8.624954223632812,-7.093733787536621,7.570414423942566,6.662163019180298,Yes,True
14.0,2.0,physical-relations,,variable swap,1.0,Chao needs to move the truck to reach the bed.,Is the bed blocking the truck?,No,-0.9178133010864258,-0.515544056892395,-8.624954223632812,-7.093733787536621,7.707140922546387,6.578189730644226,Yes,False
