task,QID,AnsRefIDs,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,-0.02381172589957714,-4.2807769775390625,Yes,True
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,-1.8668748140335083,-0.2406628429889679,No,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,-0.01806059665977955,-4.905679702758789,Yes,True
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,-1.132474422454834,-0.5072552561759949,No,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,-0.011698519811034203,-5.749446868896484,Yes,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,-4.249512195587158,-0.12925322353839874,No,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,-0.04837038367986679,-3.2963945865631104,Yes,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,-1.866928219795227,-0.24072718620300293,No,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,-0.04388003423810005,-3.546295642852783,Yes,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,-0.42145106196403503,-1.1710830926895142,Yes,False
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,-0.013038418255746365,-5.374373435974121,Yes,True
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,-2.765213966369629,-0.26891201734542847,No,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the bathroom?,Yes,-0.04103412851691246,-3.546330690383911,Yes,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the kitchen?,No,-2.718357801437378,-0.21421964466571808,No,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the bathroom?,Yes,-0.03494551032781601,-3.6557769775390625,Yes,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the kitchen?,No,-1.4685121774673462,-0.34521424770355225,No,True
qa1,3,[1],John moved to the bathroom.,Is John in the bathroom?,Yes,-0.013038418255746365,-5.374373435974121,Yes,True
qa1,3,[1],John moved to the bathroom.,Is John in the garden?,No,-3.1090235710144043,-0.2277987152338028,No,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the bedroom?,Yes,-0.00852277036756277,-6.124480724334717,Yes,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the hallway?,No,-1.8668546676635742,-0.24072718620300293,No,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the hallway?,Yes,-0.010353467427194118,-5.749480724334717,Yes,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the bedroom?,No,-1.7966011762619019,-0.29639458656311035,No,True
