task,QID,AnsRefIDs,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,-0.9086936712265015,-2.167182207107544,Yes,True
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,-1.4741532802581787,-1.3531627655029297,No,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,-0.9601354598999023,-1.9019091129302979,Yes,True
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,-1.5934046506881714,-1.0966064929962158,No,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,-0.9255304932594299,-2.308546781539917,Yes,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,-1.8981553316116333,-1.1510162353515625,No,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,-1.015405535697937,-1.8318907022476196,Yes,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,-1.4523897171020508,-1.3307442665100098,No,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,-0.9673234224319458,-1.9091064929962158,Yes,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,-1.194098949432373,-1.5732835531234741,Yes,False
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,-0.9327581524848938,-2.2459216117858887,Yes,True
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,-1.8044053316116333,-1.0575826168060303,No,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the bathroom?,Yes,-0.9797667264938354,-1.9173262119293213,Yes,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the kitchen?,No,-1.5917304754257202,-1.2205874919891357,No,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the bathroom?,Yes,-1.0861438512802124,-1.6521716117858887,Yes,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the kitchen?,No,-1.5703996419906616,-1.1981302499771118,No,True
qa1,3,[1],John moved to the bathroom.,Is John in the bathroom?,Yes,-0.9327581524848938,-2.2459216117858887,Yes,True
qa1,3,[1],John moved to the bathroom.,Is John in the garden?,No,-1.8508936166763306,-1.1042221784591675,No,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the bedroom?,Yes,-0.9458659291267395,-2.1991095542907715,Yes,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the hallway?,No,-1.6646159887313843,-1.167182207107544,No,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the hallway?,Yes,-0.8600960373878479,-2.3713998794555664,Yes,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the bedroom?,No,-1.6486438512802124,-1.2138326168060303,No,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the bathroom?,Yes,-0.990832507610321,-1.9950826168060303,Yes,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the hallway?,No,-1.4756253957748413,-1.2915589809417725,No,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bathroom?,Yes,-1.0231553316116333,-1.7766298055648804,Yes,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bedroom?,No,-1.4750638008117676,-1.2900543212890625,No,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-1.1452022790908813,-1.6510162353515625,Yes,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the hallway?,No,-1.2869662046432495,-1.4790589809417725,Yes,False
qa1,15,[13],Daniel went to the garden.,Is Daniel in the garden?,Yes,-1.0443860292434692,-1.924808144569397,Yes,True
qa1,15,[13],Daniel went to the garden.,Is Daniel in the bathroom?,No,-1.6935195922851562,-1.1347880363464355,No,True
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the garden?,Yes,-1.0226354598999023,-2.214409112930298,Yes,True
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the bedroom?,No,-1.5928807258605957,-1.3459484577178955,No,True
qa1,6,[1],Daniel went back to the hallway.,Is Daniel in the hallway?,Yes,-0.9440988898277283,-2.0741095542907715,Yes,True
qa1,6,[1],Daniel went back to the hallway.,Is Daniel in the kitchen?,No,-1.6464941501617432,-1.2753214836120605,No,True
qa1,3,[2],Daniel journeyed to the hallway.,Is Daniel in the hallway?,Yes,-1.1235734224319458,-1.6909375190734863,Yes,True
qa1,3,[2],Daniel journeyed to the hallway.,Is Daniel in the office?,No,-1.5675804615020752,-1.2596032619476318,No,True
qa1,6,[2],Daniel journeyed to the hallway.,Is Daniel in the hallway?,Yes,-1.1235734224319458,-1.6909375190734863,Yes,True
qa1,6,[2],Daniel journeyed to the hallway.,Is Daniel in the kitchen?,No,-1.7479804754257202,-1.1896984577178955,No,True
qa1,6,[5],Sandra journeyed to the garden.,Is Sandra in the garden?,Yes,-1.1310195922851562,-1.8229721784591675,Yes,True
qa1,6,[5],Sandra journeyed to the garden.,Is Sandra in the hallway?,No,-1.4830909967422485,-1.2988048791885376,No,True
qa1,15,[11],John journeyed to the garden.,Is John in the garden?,Yes,-1.1393409967422485,-1.7066303491592407,Yes,True
qa1,15,[11],John journeyed to the garden.,Is John in the bedroom?,No,-1.3345825672149658,-1.4635162353515625,Yes,False
qa1,15,[11],John moved to the hallway.,Is John in the hallway?,Yes,-0.8131097555160522,-2.449897289276123,Yes,True
qa1,15,[11],John moved to the hallway.,Is John in the garden?,No,-1.727338433265686,-1.105101227760315,No,True
qa1,12,[7],Mary journeyed to the bedroom.,Is Mary in the bedroom?,Yes,-1.0701552629470825,-1.823851227760315,Yes,True
qa1,12,[7],Mary journeyed to the bedroom.,Is Mary in the bathroom?,No,-1.7095825672149658,-1.2124401330947876,No,True
qa1,6,[4],Daniel went back to the office.,Is Daniel in the office?,Yes,-0.9780197143554688,-1.9876030683517456,Yes,True
qa1,6,[4],Daniel went back to the office.,Is Daniel in the hallway?,No,-1.2402441501617432,-1.4947662353515625,Yes,False
qa1,9,[8],Daniel travelled to the garden.,Is Daniel in the garden?,Yes,-1.1216785907745361,-1.7518374919891357,Yes,True
qa1,9,[8],Daniel travelled to the garden.,Is Daniel in the bathroom?,No,-1.6529285907745361,-1.1568597555160522,No,True
qa1,15,[14],Daniel travelled to the bedroom.,Is Daniel in the bedroom?,Yes,-1.0214941501617432,-1.9013326168060303,Yes,True
qa1,15,[14],Daniel travelled to the bedroom.,Is Daniel in the garden?,No,-2.115244150161743,-0.9863049387931824,No,True
qa1,15,[14],Mary journeyed to the bedroom.,Is Mary in the bedroom?,Yes,-1.0701552629470825,-1.823851227760315,Yes,True
qa1,15,[14],Mary journeyed to the bedroom.,Is Mary in the hallway?,No,-1.6241307258605957,-1.190037727355957,No,True
qa1,6,[5],Sandra moved to the bedroom.,Is Sandra in the bedroom?,Yes,-0.9684046506881714,-2.276909112930298,Yes,True
qa1,6,[5],Sandra moved to the bedroom.,Is Sandra in the office?,No,-1.7018409967422485,-1.2675548791885376,No,True
qa1,6,[4],Mary went to the office.,Is Mary in the office?,Yes,-0.9628623127937317,-1.9013326168060303,Yes,True
qa1,6,[4],Mary went to the office.,Is Mary in the garden?,No,-1.6229804754257202,-1.1889533996582031,No,True
qa1,6,[4],John went back to the bathroom.,Is John in the bathroom?,Yes,-0.9756253957748413,-1.7924659252166748,Yes,True
qa1,6,[4],John went back to the bathroom.,Is John in the office?,No,-1.5285996198654175,-1.2205874919891357,No,True
qa1,6,[2],Sandra travelled to the garden.,Is Sandra in the garden?,Yes,-1.0455909967422485,-1.924808144569397,Yes,True
qa1,6,[2],Sandra travelled to the garden.,Is Sandra in the kitchen?,No,-1.5455909967422485,-1.2363048791885376,No,True
qa1,3,[1],Sandra journeyed to the kitchen.,Is Sandra in the kitchen?,Yes,-1.0538854598999023,-1.8081591129302979,Yes,True
qa1,3,[1],Sandra journeyed to the kitchen.,Is Sandra in the office?,No,-1.9205909967422485,-0.9866603016853333,No,True
qa1,12,[8],Sandra journeyed to the hallway.,Is Sandra in the hallway?,Yes,-1.0226354598999023,-1.9016298055648804,Yes,True
qa1,12,[8],Sandra journeyed to the hallway.,Is Sandra in the bathroom?,No,-1.583368182182312,-1.3999401330947876,No,True
qa1,9,[4],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-1.1452022790908813,-1.6510162353515625,Yes,True
qa1,9,[4],Daniel journeyed to the office.,Is Daniel in the kitchen?,No,-1.5756360292434692,-1.2675548791885376,No,True
qa1,9,[8],John travelled to the bathroom.,Is John in the bathroom?,Yes,-0.9438138008117676,-1.885932207107544,Yes,True
qa1,9,[8],John travelled to the bathroom.,Is John in the hallway?,No,-1.3821436166763306,-1.2604721784591675,No,True
qa1,3,[2],John travelled to the garden.,Is John in the garden?,Yes,-1.0060195922851562,-1.8226406574249268,Yes,True
qa1,3,[2],John travelled to the garden.,Is John in the office?,No,-1.6216785907745361,-1.0631097555160522,No,True
qa1,6,[4],Sandra journeyed to the bedroom.,Is Sandra in the bedroom?,Yes,-1.0298234224319458,-1.971906065940857,Yes,True
qa1,6,[4],Sandra journeyed to the bedroom.,Is Sandra in the kitchen?,No,-1.8033325672149658,-1.1186901330947876,No,True
qa1,6,[2],Sandra moved to the garden.,Is Sandra in the garden?,Yes,-1.0226354598999023,-2.214409112930298,Yes,True
qa1,6,[2],Sandra moved to the garden.,Is Sandra in the bathroom?,No,-1.7955909967422485,-1.2363048791885376,No,True
qa1,9,[5],Daniel went to the bathroom.,Is Daniel in the bathroom?,Yes,-1.0851354598999023,-1.6521716117858887,Yes,True
qa1,9,[5],Daniel went to the bathroom.,Is Daniel in the garden?,No,-1.7244662046432495,-1.2287172079086304,No,True
qa1,15,[14],Mary moved to the office.,Is Mary in the office?,Yes,-0.9053807258605957,-2.2770423889160156,Yes,True
qa1,15,[14],Mary moved to the office.,Is Mary in the kitchen?,No,-1.4684046506881714,-1.346287727355957,No,True
qa1,12,[5],Mary moved to the office.,Is Mary in the office?,Yes,-0.9053807258605957,-2.2770423889160156,Yes,True
qa1,12,[5],Mary moved to the office.,Is Mary in the kitchen?,No,-1.4684046506881714,-1.346287727355957,No,True
qa1,15,[11],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-1.1452022790908813,-1.6510162353515625,Yes,True
qa1,15,[11],Daniel journeyed to the office.,Is Daniel in the bedroom?,No,-1.6999752521514893,-1.1421767473220825,No,True
