question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
"If the price of one good (A) increases and the quantity demanded of another good (B) increases, the two goods are",(A) substitute goods.,(B) complement goods.,(C) inferior goods.,(D) normal goods.,A,D,False,20.0,0,-5.874934196472168,-3.6093013286590576,-5.124664783477783,-1.359317660331726,-1.5306244492530823,0.24862976620594646,-0.9854074459936886,0.009641201545794731,-4.344309747219086,-3.857931094865004,-4.139257337484095,-1.3689588618775208,D,B,False,False
"When a perfectly competitive labor market is in equilibrium,",(A) everyone who wants to work has the opportunity to do so,(B) individual firms face downward sloping labor demand curves,(C) unemployment can reach as high as 10-15 percent,(D) individual firms face upward sloping labor demand curves,A,D,False,20.0,0,-2.9686226844787598,-3.2185866832733154,-3.7184040546417236,-1.4607752561569214,1.375687062740326,0.6393444115916886,0.420853282842371,-0.09181639427940058,-4.344309747219086,-3.857931094865004,-4.139257337484095,-1.3689588618775208,D,A,False,True
A price ceiling is characterized by,(A) a price set below the current (or equilibrium) market price of the good.,(B) a price set above the current (or equilibrium) market price of the good.,(C) a shift of the demand curve (function).,(D) a shift of the supply curve.,A,D,False,20.0,0,-1.7966747283935547,-2.7966177463531494,-3.0461761951446533,-1.5464510917663574,2.547635018825531,1.0613133485118547,1.0930811423394413,-0.17749222988883662,-4.344309747219086,-3.857931094865004,-4.139257337484095,-1.3689588618775208,D,A,False,True
A demand curve slopes downward for an individual as the result of,(A) diminishing marginal utility,(B) diminishing marginal returns,(C) the Fisher effect,(D) diminishing returns to scale,A,D,False,20.0,0,-3.093496799468994,-3.843332529067993,-5.092615604400635,-2.0932140350341797,1.2508129477500916,0.01459856579701091,-0.9533582669165401,-0.7242551731566589,-4.344309747219086,-3.857931094865004,-4.139257337484095,-1.3689588618775208,D,A,False,True
Which of the following is a characteristic of monopoly?,(A) A single firm in the industry.,(B) Price equal to marginal revenue.,(C) Perfectly elastic demand curve.,(D) Weak barriers to entry.,A,D,False,20.0,0,-2.4218013286590576,-4.187341690063477,-5.437069416046143,-0.6795302629470825,1.922508418560028,-0.3294105951984725,-1.297812078562048,0.6894285989304383,-4.344309747219086,-3.857931094865004,-4.139257337484095,-1.3689588618775208,D,A,False,True
Which of the following is true?,(A) Marginal Social Costs = Private Marginal Costs + Negative Externality.,(B) Marginal Social Costs = Private Marginal Costs + Subsidy.,(C) Marginal Social Benefits = Private Marginal Benefits + Tax.,(D) Tax = Positive Externality.,A,D,False,20.0,0,-3.9217190742492676,-4.155996799468994,-5.15571403503418,-1.6716747283935547,0.4225906729698181,-0.29806570460399007,-1.016456697550085,-0.3027158665160339,-4.344309747219086,-3.857931094865004,-4.139257337484095,-1.3689588618775208,D,A,False,True
Suppose the price of beef rises by 10 percent and the quantity of beef demanded falls by 20 percent. We can conclude that,(A) demand for beef is price elastic and consumer spending on beef is falling.,(B) demand for beef is price elastic and consumer spending on beef is rising.,(C) demand for beef is price inelastic and consumer spending on beef is falling.,(D) demand for beef is price inelastic and consumer spending on beef is rising.,A,D,False,20.0,0,-4.249972343444824,-3.999941825866699,-7.499820709228516,-3.2655580043792725,0.09433740377426147,-0.14201073100169515,-3.360563371744421,-1.8965991425017517,-4.344309747219086,-3.857931094865004,-4.139257337484095,-1.3689588618775208,D,A,False,True
"If total product of labor is rising at an increasing rate,",(A) marginal product of labor is rising.,(B) marginal product of labor is at its minimum.,(C) marginal product of labor is at its maximum.,(D) marginal cost is rising.,A,D,False,20.0,0,-5.437404155731201,-5.437341690063477,-6.187164783477783,-1.453027367591858,-1.0930944085121155,-1.5794105951984725,-2.0479074459936886,-0.0840685057143371,-4.344309747219086,-3.857931094865004,-4.139257337484095,-1.3689588618775208,D,D,False,False
The downward-sloping demand curve is partially explained by which of the following?,(A) Substitution effects and income effects,(B) The law of increasing marginal costs,(C) The principle of comparative advantage,(D) The law of diminishing marginal returns to production,A,D,False,20.0,0,-3.7185866832733154,-3.2184805870056152,-4.468017578125,-1.7107752561569214,0.6257230639457703,0.6394505078593888,-0.32876024064090537,-0.3418163942794006,-4.344309747219086,-3.857931094865004,-4.139257337484095,-1.3689588618775208,D,B,False,False
Which of the following is correct?,"(A) In the long run, all inputs are variable.","(B) In the short run, all inputs are variable.","(C) In the long run, supply is not able to adjust fully to changes in demand.","(D) In the short run, supply is able to adjust fully to changes in demand.",A,D,False,20.0,0,-5.124925136566162,-4.374876499176025,-4.124841690063477,-0.8827370405197144,-0.7806153893470764,-0.5169454043110213,0.014415647420618072,0.48622182135780645,-4.344309747219086,-3.857931094865004,-4.139257337484095,-1.3689588618775208,D,D,False,False
A monopsonist is identified by one of the following:,(A) A wage payment lower than the marginal revenue product of labor.,(B) Employment level greater than that of a competitive labor market.,(C) A wage payment higher than that of a competitive labor market.,(D) A single seller of labor services.,A,A,True,20.0,0,-1.3432140350341797,-3.343061923980713,-4.842293739318848,-1.5928665399551392,3.001095712184906,0.5148691708842912,-0.703036401834753,-0.22390767807761836,-4.344309747219086,-3.857931094865004,-4.139257337484095,-1.3689588618775208,A,A,True,True
You are told that the income elasticity for DVDs is + 1.5. This means that,(A) a 10 percent increase in income produces a 15 percent increase in consumption of DVDs. DVDs are a normal luxury good.,(B) a 10 percent increase in income produces a 15 percent increase in consumption of DVDs. DVDs are an inferior good.,(C) a 10 percent increase in income produces a 15 percent decrease in consumption of DVDs. DVDs are an inferior good.,(D) a 10 percent increase in the price of DVDs produces a 15 percent decrease in consumption of DVDs. DVDs are a price elastic good.,A,D,False,20.0,0,-3.1559040546417236,-3.4058055877685547,-5.90470027923584,-2.6542601585388184,1.188405692577362,0.4521255070964494,-1.7654429417517452,-1.2853012966612976,-4.344309747219086,-3.857931094865004,-4.139257337484095,-1.3689588618775208,D,A,False,True
Which of the following describes the theory behind the demand curve?,(A) Decreasing marginal utility as consumption rises.,(B) Increasing marginal cost as consumption rises.,(C) Decreasing marginal cost as consumption rises.,(D) Increasing total utility at an increasing rate as consumption rises.,A,D,False,20.0,1,-4.749904155731201,-4.249796390533447,-5.249664783477783,-1.2420302629470825,-0.5120847986804113,-0.4029845744371414,-0.9096693322062492,0.1570307715899415,-4.23781935705079,-3.846811816096306,-4.339995451271534,-1.399061034537024,D,D,False,False
Which of the following tax systems is designed to redistribute income from the wealthy to the poor?,(A) A progressive tax system,(B) A regressive tax system,(C) A proportional tax system,(D) An excise tax system,A,A,True,20.0,1,-1.2265526056289673,-3.718729257583618,-3.2187061309814453,-1.476541519165039,3.0112667514218225,0.12808255851268768,1.1212893202900887,-0.07748048462801504,-4.23781935705079,-3.846811816096306,-4.339995451271534,-1.399061034537024,A,A,True,True
Which of the following is not a characteristic of oligopoly?,(A) P = MC.,(B) Price-maker.,(C) Strong barriers to entry.,(D) Few firms.,A,D,False,20.0,1,-7.281086444854736,-5.031040191650391,-2.5309040546417236,-0.7811226844787598,-3.0432670878039465,-1.1842283755540848,1.8090913966298103,0.6179383500582643,-4.23781935705079,-3.846811816096306,-4.339995451271534,-1.399061034537024,D,C,False,False
A bilateral monopoly exists when,(A) a monopsony buys from a monopoly,(B) a monopoly sells to two different types of consumers,(C) a monopoly buys from a monopsony,(D) a monopolist sells two different types of goods,A,D,False,20.0,1,-2.7342803478240967,-2.4842803478240967,-3.4841177463531494,-1.2342535257339478,1.5035390092266931,1.3625314682722092,0.8558777049183846,0.16480750880307626,-4.23781935705079,-3.846811816096306,-4.339995451271534,-1.399061034537024,D,A,False,True
Which of the following was not a landmark antitrust act?,(A) The Wagner Act,(B) The Sherman Act,(C) The Clayton Act,(D) The Robinson-Patman Act,A,D,False,20.0,1,-8.81246280670166,-5.812441825866699,-3.5779829025268555,-0.5780788660049438,-4.57464344965087,-1.9656300097703934,0.7620125487446785,0.8209821685320802,-4.23781935705079,-3.846811816096306,-4.339995451271534,-1.399061034537024,D,D,False,False
Suppose that there are only two goods: x and y. Which of the following is NOT correct?,(A) One can have comparative advantage in producing both goods.,(B) One can have both an absolute advantage and a comparative advantage in producing x.,(C) One can have absolute advantage and no comparative advantage in producing x.,(D) One can have comparative advantage and no absolute advantage in producing x.,A,D,False,20.0,1,-6.562474250793457,-3.312464714050293,-2.81241512298584,-0.8124756813049316,-2.324654893742667,0.5343471020460129,1.5275803282856941,0.5865853532320924,-4.23781935705079,-3.846811816096306,-4.339995451271534,-1.399061034537024,D,C,False,False
The total utility from sardines is maximized when they are purchased until,(A) marginal utility is zero,(B) marginal benefit equals marginal cost,(C) consumer surplus is zero,(D) distributive efficiency is achieved,A,D,False,20.0,1,-3.999664545059204,-3.7495694160461426,-3.4990885257720947,-1.257474422454834,0.23815481199158572,0.09724240005016327,0.8409069254994392,0.14158661208219003,-4.23781935705079,-3.846811816096306,-4.339995451271534,-1.399061034537024,D,C,False,False
Which of the following is a characteristic of monopolistic competition?,(A) P > MC.,(B) Efficiency.,(C) Mostly price competition.,(D) P =MR.,A,D,False,20.0,1,-4.656086444854736,-3.9061226844787598,-3.4058055877685547,-0.9021346569061279,-0.4182670878039465,-0.05931086838245392,0.9341898635029793,0.4969263776308961,-4.23781935705079,-3.846811816096306,-4.339995451271534,-1.399061034537024,D,C,False,False
Which of these situations is not an example of price discrimination?,"(A) Brent works nights, so he chooses to buy bread at 7 a.m. rather than at 7 p.m.","(B) Bob and Nancy each receive a ""$1 off"" coupon in the mail, but Bob redeems it while Nancy does not.","(C) Katie buys 12 Cokes for $3, and Josh buys one Coke at a time for $1.","(D) Velma likes to go to the movies at the lower afternoon matinee price, and Rosemary would rather pay more for the evening show.",A,D,False,20.0,1,-6.124796390533447,-3.8900632858276367,-4.3742899894714355,-1.382474422454834,-1.8869770334826574,-0.04325146973133087,-0.03429453819990158,0.016586612082190033,-4.23781935705079,-3.846811816096306,-4.339995451271534,-1.399061034537024,D,D,False,False
