question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
Which of the following trisomy karyotypes has the mildest effect on human development?,"(A) 47,XXX","(B) 47,XXY","(C) 47,XX,+13","(D) 47,XY,+21",A,B,False,20.0,0,-2.234274387359619,-0.7304567098617554,-2.9218733310699463,-3.7343692779541016,3.14755665709575,4.880997947106759,4.926408928632736,3.604024533430735,-5.381831044455369,-5.611454656968514,-7.848282259702683,-7.338393811384837,B,C,False,False
Severe anaemia at birth is a feature of what?,(A) Alpha-thalassaemia,(B) Beta-thalassaemia,(C) Hereditary persistence of fetal haemoglobin,(D) Sickle cell disease,A,B,False,20.0,0,-4.749411582946777,-0.31444013118743896,-9.561980247497559,-5.374997615814209,0.6324194615085919,5.2970145257810755,-1.713697987794876,1.9633961955706276,-5.381831044455369,-5.611454656968514,-7.848282259702683,-7.338393811384837,B,B,False,False
The most common cystic fibrosis mutation consists of:,(A) a deletion.,(B) a duplication.,(C) a substitution.,(D) an insertion.,A,A,True,20.0,0,-0.36710846424102783,-8.04195785522461,-9.81002426147461,-8.43722152709961,5.014722580214341,-2.430503198256095,-1.9617420017719267,-1.0988277157147728,-5.381831044455369,-5.611454656968514,-7.848282259702683,-7.338393811384837,A,A,True,True
Transcriptional activator proteins,(A) bind regions near a eukaryotic gene and allow an RNA polymerase to transcribe a gene,(B) bind to ribosomes to activate the production of specific proteins,(C) are produced during an infection of bacteria by a phage,(D) are essential to function of transfer RNAs during translation,A,A,True,20.0,0,-0.4097371995449066,-10.081162452697754,-10.934117317199707,-11.624664306640625,4.972093844910463,-4.4697077957292395,-3.0858350574970244,-4.286270495255788,-5.381831044455369,-5.611454656968514,-7.848282259702683,-7.338393811384837,A,A,True,True
X-chromosome inactivation,(A) results in genetically turning off one of the two X chromosomes in female mammals,(B) takes place in humans so that the same X chromosome is inactive in all of the cells of a female,(C) is the cause of the Y chromosome being genetically inactive,(D) occurs in fruit flies but not in mammals,A,A,True,20.0,0,-0.16793179512023926,-7.774322032928467,-12.49849796295166,-12.812331199645996,5.21389924933513,-2.1628673759599524,-4.6502157032489775,-5.4739373882611595,-5.381831044455369,-5.611454656968514,-7.848282259702683,-7.338393811384837,A,A,True,True
Homeobox sequences,(A) are present in the genome of many animal species,(B) are found in prokaryotes but not in eukaryotes,(C) were identified as the integration sites for bacterial viruses,(D) represent integration sites for transposable elements,A,A,True,20.0,1,-0.11714780330657959,-11.891790390014648,-11.810900688171387,-12.12491512298584,5.5639983887473745,-6.36842443048954,-4.55761081178983,-4.663488541046778,-5.681146192053954,-5.523365959525108,-7.253289876381556,-7.461426581939062,A,A,True,True
Twin studies in humans are useful because,(A) they allow genetic as opposed to environmental influences on variation in a trait to be estimated,(B) cloning of genes is facilitated by the presence of extra copies,(C) they allow improved expression of genes,(D) twins have a greater likelihood of being heterozygous,A,A,True,20.0,1,-0.27523791790008545,-11.059165000915527,-13.119766235351562,-12.37476921081543,5.405908274153869,-5.535799041390419,-5.866476358970006,-4.913342628876368,-5.681146192053954,-5.523365959525108,-7.253289876381556,-7.461426581939062,A,A,True,True
Which component of transcribed RNA in eukaryotes is present in the initial transcript but is removed before translation occurs?,(A) Intron,(B) 3’ Poly A tail,(C) Ribosome binding site,(D) 5’ cap,A,A,True,20.0,1,-0.16198909282684326,-9.399458885192871,-12.241385459899902,-10.249195098876953,5.519157099227111,-3.8760929256677628,-4.988095583518346,-2.7877685169378914,-5.681146192053954,-5.523365959525108,-7.253289876381556,-7.461426581939062,A,A,True,True
The mutational mechanism in δβ-thalassaemia consists of:,(A) a deletion.,(B) a duplication.,(C) an insertion.,(D) a point mutation.,A,D,False,20.0,1,-3.873967170715332,-8.60445785522461,-8.37382984161377,-0.5039054155349731,1.807179021338622,-3.081091895699501,-1.1205399652322132,6.957521166404089,-5.681146192053954,-5.523365959525108,-7.253289876381556,-7.461426581939062,D,D,False,False
Zinc finger proteins and helix-turn-helix proteins are,(A) types of DNA-binding proteins,(B) involved in the control of translation,(C) components of ribosomes,(D) part of the hemoglobin in blood cells,A,A,True,20.0,1,-0.13074982166290283,-9.924188613891602,-11.99719524383545,-11.874796867370605,5.550396370391051,-4.400822654366493,-4.743905367453893,-4.413370285431544,-5.681146192053954,-5.523365959525108,-7.253289876381556,-7.461426581939062,A,A,True,True
Normal adult haemoglobin (Hb A) consists of:,(A) two α (alpha) and two β (beta) chains.,(B) two α and two γ (gamma) chains.,(C) two α and two δ (delta) chains.,(D) four γ chains.,A,A,True,20.0,2,-0.25967442989349365,-9.539254188537598,-12.929405212402344,-12.370379447937012,5.333889933427175,-3.0856031236549217,-5.255988703171412,-5.009596012036005,-5.593564363320668,-6.453651064882676,-7.673416509230932,-7.3607834359010065,A,A,True,True
