Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
1.0,1.0,agent-properties,1.0,negation,1.0,Chao is looking at the wheel.,Does Chao see the wheel?,Yes,0,-5.217381954193115,-9.186643600463867,-5.4458806744625425,-8.958144880194439,0.2284987202694273,Yes,True
2.0,1.0,agent-properties,1.0,negation,2.0,Chao is not looking at the wheel.,Does Chao see the wheel?,No,0,-5.653850555419922,-6.467970371246338,-5.882349275689349,-6.239471650976911,0.2284987202694273,Yes,False
3.0,1.0,agent-properties,1.0,negation,1.0,Chao is looking at the wheel.,Does Chao not see the wheel?,No,0,-4.591196060180664,-2.9207229614257812,-4.819694780450091,-2.692224241156354,0.2284987202694273,No,True
4.0,1.0,agent-properties,1.0,negation,2.0,Chao is not looking at the wheel.,Does Chao not see the wheel?,Yes,0,-4.331623077392578,-5.4626336097717285,-4.560121797662005,-5.234134889502301,0.2284987202694273,Yes,True
5.0,2.0,agent-properties,2.0,antonym,1.0,The wheel is in front of Chao. Chao is awake.,Does Chao see the wheel?,Yes,0,-12.99752426147461,-14.24882984161377,-13.226022981744038,-14.020331121344341,0.2284987202694273,Yes,True
6.0,2.0,agent-properties,2.0,antonym,2.0,The wheel is in front of Chao. Chao is asleep.,Does Chao see the wheel?,No,0,-10.935173988342285,-4.717809677124023,-11.163672708611713,-4.489310956854596,0.2284987202694273,No,True
7.0,2.0,agent-properties,2.0,antonym,1.0,The wheel is in front of Chao. Chao is awake.,Does Chao not see the wheel?,No,0,-12.998071670532227,-8.247673988342285,-13.226570390801655,-8.019175268072857,0.2284987202694273,No,True
8.0,2.0,agent-properties,2.0,antonym,2.0,The wheel is in front of Chao. Chao is asleep.,Does Chao not see the wheel?,Yes,0,-7.243284702301025,-12.106849670410156,-7.471783422570453,-11.878350950140728,0.2284987202694273,Yes,True
9.0,3.0,agent-properties,3.0,antonym,1.0,The wheel is in front of Chao. Chao's eyes are open.,Does Chao see the wheel?,Yes,0,-6.843358039855957,-10.249820709228516,-7.071856760125384,-10.021321988959087,0.2284987202694273,Yes,True
10.0,3.0,agent-properties,3.0,antonym,2.0,The wheel is in front of Chao. Chao's eyes are closed.,Does Chao see the wheel?,No,0,-10.812445640563965,-5.999980926513672,-11.040944360833393,-5.771482206244245,0.2284987202694273,No,True
11.0,3.0,agent-properties,3.0,antonym,1.0,The wheel is in front of Chao. Chao's eyes are open.,Does Chao not see the wheel?,No,0,-7.999769687652588,-4.687341690063477,-8.228268407922016,-4.458842969794049,0.2284987202694273,No,True
12.0,3.0,agent-properties,3.0,antonym,2.0,The wheel is in front of Chao. Chao's eyes are closed.,Does Chao not see the wheel?,Yes,0,-5.401483535766602,-7.30787992477417,-5.629982256036029,-7.079381204504743,0.2284987202694273,Yes,True
13.0,4.0,agent-properties,4.0,antonym,1.0,The wheel is in front of Chao.,Does Chao see the wheel?,Yes,0,-5.749754428863525,-11.999968528747559,-5.978253149132953,-11.77146980847813,0.2284987202694273,Yes,True
14.0,4.0,agent-properties,4.0,antonym,2.0,The wheel is behind Chao.,Does Chao see the wheel?,No,0,-5.937069416046143,-8.187331199645996,-6.16556813631557,-7.958832479376569,0.2284987202694273,Yes,False
15.0,4.0,agent-properties,4.0,antonym,1.0,The wheel is in front of Chao.,Does Chao not see the wheel?,No,0,-7.904600143432617,-7.873673915863037,-8.133098863702045,-7.64517519559361,0.2284987202694273,No,True
16.0,4.0,agent-properties,4.0,antonym,2.0,The wheel is behind Chao.,Does Chao not see the wheel?,Yes,0,-4.716031551361084,-4.4988298416137695,-4.944530271630511,-4.270331121344342,0.2284987202694273,No,False
17.0,6.0,agent-properties,5.0,antonym,1.0,The bed is in the same room as Chao. The door is closed.,Does Chao see the bed?,Yes,0,-11.865243911743164,-9.87252426147461,-12.093742632012592,-9.644025541205181,0.2284987202694273,No,False
