Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
1.0,1.0,agent-properties,1.0,negation,1.0,Chao is looking at the wheel.,Does Chao see the wheel?,Yes,0,-4.959082126617432,-9.457478523254395,-5.617280775919939,-8.799279873951887,0.6581986493025069,Yes,True
2.0,1.0,agent-properties,1.0,negation,2.0,Chao is not looking at the wheel.,Does Chao see the wheel?,No,0,-6.123920917510986,-6.623920917510986,-6.782119566813494,-5.965722268208479,0.6581986493025069,No,True
3.0,1.0,agent-properties,1.0,negation,1.0,Chao is looking at the wheel.,Does Chao not see the wheel?,No,0,-7.364867210388184,-3.6144070625305176,-8.023065859690691,-2.9562084132280106,0.6581986493025069,No,True
4.0,1.0,agent-properties,1.0,negation,2.0,Chao is not looking at the wheel.,Does Chao not see the wheel?,Yes,0,-7.913023948669434,-4.411718368530273,-8.571222597971941,-3.7535197192277665,0.6581986493025069,No,False
5.0,2.0,agent-properties,2.0,antonym,1.0,The wheel is in front of Chao. Chao is awake.,Does Chao see the wheel?,Yes,0,-4.145909309387207,-7.64315128326416,-4.804107958689714,-6.984952633961653,0.6581986493025069,Yes,True
6.0,2.0,agent-properties,2.0,antonym,2.0,The wheel is in front of Chao. Chao is asleep.,Does Chao see the wheel?,No,0,-7.634651184082031,-7.384651184082031,-8.292849833384539,-6.726452534779524,0.6581986493025069,No,True
7.0,2.0,agent-properties,2.0,antonym,1.0,The wheel is in front of Chao. Chao is awake.,Does Chao not see the wheel?,No,0,-6.4995503425598145,-5.996974468231201,-7.157748991862322,-5.338775818928694,0.6581986493025069,No,True
8.0,2.0,agent-properties,2.0,antonym,2.0,The wheel is in front of Chao. Chao is asleep.,Does Chao not see the wheel?,Yes,0,-6.2799906730651855,-7.027414798736572,-6.938189322367693,-6.369216149434065,0.6581986493025069,No,False
9.0,3.0,agent-properties,3.0,antonym,1.0,The wheel is in front of Chao. Chao's eyes are open.,Does Chao see the wheel?,Yes,0,-4.698698043823242,-7.9465484619140625,-5.35689669312575,-7.288349812611555,0.6581986493025069,Yes,True
10.0,3.0,agent-properties,3.0,antonym,2.0,The wheel is in front of Chao. Chao's eyes are closed.,Does Chao see the wheel?,No,0,-6.811514377593994,-7.810967445373535,-7.4697130268965015,-7.152768796071028,0.6581986493025069,No,True
