task,QID,AnsRefIDs,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,-0.9295650720596313,-0.9296132326126099,Yes,True
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,-3.093703269958496,-0.08688580989837646,No,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,-0.5935400724411011,-1.0936226844787598,Yes,True
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,-3.59363055229187,-0.09465396404266357,No,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,-0.25378239154815674,-3.249925136566162,Yes,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,-6.531053066253662,-0.03801286593079567,No,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,-1.0858111381530762,-0.5819849967956543,No,False
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,-6.031172752380371,-0.019381046295166016,No,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,-0.581689178943634,-1.077918291091919,Yes,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,-1.3982292413711548,-0.3982292711734772,No,True
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,-0.22155976295471191,-4.718706130981445,Yes,True
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,-7.562368869781494,-0.05729854479432106,No,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the bathroom?,Yes,-0.6210192441940308,-2.124925136566162,Yes,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the kitchen?,No,-4.062425136566162,-0.05534565821290016,No,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the bathroom?,Yes,-1.3514894247055054,-0.3515355587005615,No,False
qa1,12,[10],Mary went to the bathroom.,Is Mary in the kitchen?,No,-6.031130313873291,-0.03459513559937477,No,True
qa1,3,[1],John moved to the bathroom.,Is John in the bathroom?,Yes,-0.22155976295471191,-4.718706130981445,Yes,True
qa1,3,[1],John moved to the bathroom.,Is John in the garden?,No,-6.062376499176025,-0.06291341781616211,No,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the bedroom?,Yes,-0.2352299690246582,-3.7343013286590576,Yes,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the hallway?,No,-6.031053066253662,-0.03947759047150612,No,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the hallway?,Yes,-0.35144197940826416,-3.8593013286590576,Yes,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the bedroom?,No,-7.062296390533447,-0.05778682604432106,No,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the bathroom?,Yes,-0.8944053649902344,-0.8944849967956543,Yes,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the hallway?,No,-3.5623767375946045,-0.06628239899873734,No,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bathroom?,Yes,-0.48820722103118896,-1.9843302965164185,Yes,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bedroom?,No,-4.093672752380371,-0.07807886600494385,No,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-0.8045650720596313,-0.8046132326126099,Yes,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the hallway?,No,-1.4451881647109985,-0.44909393787384033,No,True
qa1,15,[13],Daniel went to the garden.,Is Daniel in the garden?,Yes,-1.0545650720596313,-0.5546132326126099,No,False
qa1,15,[13],Daniel went to the garden.,Is Daniel in the bathroom?,No,-3.1093013286590576,-0.11613678932189941,No,True
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the garden?,Yes,-0.40018191933631897,-2.9061226844787598,Yes,True
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the bedroom?,No,-6.5934247970581055,-0.0955054983496666,No,True
qa1,6,[1],Daniel went back to the hallway.,Is Daniel in the hallway?,Yes,-0.7343013286590576,-1.2343302965164185,Yes,True
qa1,6,[1],Daniel went back to the hallway.,Is Daniel in the kitchen?,No,-3.093703269958496,-0.09272658824920654,No,True
qa1,3,[2],Daniel journeyed to the hallway.,Is Daniel in the hallway?,Yes,-1.1951881647109985,-0.6991430521011353,No,False
qa1,3,[2],Daniel journeyed to the hallway.,Is Daniel in the office?,No,-3.1405489444732666,-0.14643800258636475,No,True
qa1,6,[2],Daniel journeyed to the hallway.,Is Daniel in the hallway?,Yes,-1.1951881647109985,-0.6991430521011353,No,False
qa1,6,[2],Daniel journeyed to the hallway.,Is Daniel in the kitchen?,No,-3.593677520751953,-0.09807169437408447,No,True
qa1,6,[5],Sandra journeyed to the garden.,Is Sandra in the garden?,Yes,-1.062376618385315,-0.5585192441940308,No,False
qa1,6,[5],Sandra journeyed to the garden.,Is Sandra in the hallway?,No,-3.1248767375946045,-0.11852968484163284,No,True
