question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
"A student pushes a puck across a table, moving it from position x = 0 to position x = 0.2 m. After he lets go, the puck continues to travel across the table, coming to rest at position x = 1.2 m. When the puck is at position x = 1.0 m, which of the following is a correct assertion about the net force on the puck?","(A) The net force is in the negative direction, because the puck is moving in the positive direction but slowing down.","(B) The net force is down, because the puck is near the Earth, where gravitational acceleration is 10 m/s^2 downward.","(C) The net force is in the positive direction, because the student’s push caused the puck to speed up in the positive direction.","(D) The net force is zero, because the student’s push in the positive direction must equal the force of friction in the negative direction.",A,D,False,20.0,0,-3.8871893882751465,-5.022899627685547,-5.273877143859863,-3.8853089809417725,0.6780901749928789,0.09631900560288198,-0.00754483540852835,1.46601878177552,-4.565279563268025,-5.119218633288429,-5.266332308451335,-5.351327762717292,D,D,False,False
Under what conditions is the net electric flux through a closed surface proportional to the enclosed charge?,(A) under any conditions,(B) only when the enclosed charge is symmetrically distributed,(C) only when all nearby charges are symmetrically distributed,(D) only when there are no charges outside the surface,A,A,True,20.0,0,-4.674990653991699,-6.871554374694824,-7.132275581359863,-6.234930038452148,-0.1097110907236738,-1.7523357414063954,-1.8659432729085283,-0.8836022757348561,-4.565279563268025,-5.119218633288429,-5.266332308451335,-5.351327762717292,A,A,True,True
A sphere starts from rest atop a hill with a constant angle of inclination and is allowed to roll without slipping down the hill. What force provides the torque that causes the sphere to rotate?,(A) Static friction,(B) Kinetic friction,(C) The normal force of the hill on the sphere,(D) Gravity,A,A,True,20.0,0,-2.5771396160125732,-5.7777605056762695,-6.028696060180664,-6.5598649978637695,1.9881399472554522,-0.6585418723878407,-0.7623637517293291,-1.2085372351464772,-4.565279563268025,-5.119218633288429,-5.266332308451335,-5.351327762717292,A,A,True,True
"Two charged, massive particles are isolated from all influence except those between the particles. They have charge and mass such that the net force between them is 0 N. Which of the following is NOT true?",(A) The particles must have the same sign of charge.,"(B) If the distance between the particles changes, the force will no longer be 0 N.",(C) The particles must have the same mass.,(D) Such a situation is impossible as the net force between the two particles cannot be 0.,A,D,False,20.0,0,-4.363952159881592,-4.97202730178833,-5.348699569702148,-3.6262402534484863,0.20132740338643362,0.14719133150009878,-0.0823672612508135,1.725087509268806,-4.565279563268025,-5.119218633288429,-5.266332308451335,-5.351327762717292,D,D,False,False
An object carries a charge of –1 C. How many excess electrons does it contain?,(A) 6.25 × 10^18,(B) 8.00 × 10^18,(C) 1.60 × 10^19,(D) 3.20 × 10^19,A,B,False,20.0,0,-3.856780767440796,-3.757899522781372,-4.4322662353515625,-5.432582378387451,0.7084987958272295,1.3613191105070568,0.8340660730997724,-0.08125461567015879,-4.565279563268025,-5.119218633288429,-5.266332308451335,-5.351327762717292,B,B,False,False
"Two traveling waves of equal frequency, one of amplitude 4 cm and the other of amplitude 6 cm, superimpose in a single medium. Which of the following best describes the displacement, D, of the resultant wave?",(A) 2 cm ≤ D ≤ 10 cm,(B) D = 5 cm,(C) D = 10 cm,(D) 10 cm ≤ D ≤ 12 cm,A,D,False,20.0,0,-3.7632625102996826,-4.995659351348877,-5.4947662353515625,-2.6850242614746094,0.8020170529683428,0.1235592819395519,-0.22843392690022757,2.666303501242683,-4.565279563268025,-5.119218633288429,-5.266332308451335,-5.351327762717292,D,D,False,False
A string of fixed tension and linear mass density is attached to a vibrating speaker. It is observed that a speaker frequency of 60 Hz does not produce standing waves in the string. Which explanation for this phenomenon is correct?,(A) The string length is not a multiple of half the wavelength of the wave.,(B) The wave speed on the string is fixed.,(C) 60 Hz is in the lowest range of audible sound.,(D) The wavelength of the wave produced by the speaker is equal to the speed of waves on the string divided by 60 Hz.,A,A,True,20.0,0,-4.1068501472473145,-5.184054374694824,-5.782749652862549,-4.858965873718262,0.45842941602071097,-0.06483574140639536,-0.5164173444112139,0.49236188899903066,-4.565279563268025,-5.119218633288429,-5.266332308451335,-5.351327762717292,A,D,True,False
"A children’s toy consists of a cart whose very light wheels are attached to a rubber band. This rubber band can wind and unwind around the axle supporting the wheels. This toy is given a shove, after which the toy rolls across a flat surface and up a ramp. It is observed that the toy does not go a consistent distance up the ramp—in some trials it ends up higher than in other trials, even though the shove imparts the same kinetic energy to the cart each time. Which of the following is a reasonable explanation for this phenomenon?","(A) Depending on how the rubber band is initially wound, more or less potential energy can be transferred from the rubber band to the kinetic energy of the car’s motion.",(B) The normal force on the cart’s wheels will be different depending on how much the rubber band winds or unwinds.,(C) How much energy is transferred from kinetic energy to gravitational potential energy depends on the vertical height at which the cart ends up.,(D) Some of the cart’s initial kinetic energy will be dissipated due to work done by friction.,A,D,False,20.0,1,-4.164254665374756,-5.431857585906982,-5.959554195404053,-4.062110900878906,0.34905244622911713,-0.35050133012589946,-0.632853053864979,1.260863820711772,-4.513307111603873,-5.081356255781083,-5.326701141539074,-5.322974721590678,D,D,False,False
"Two spheres of net charge +5e and -6e briefly come into contact. Afterward, which of the following is a possible combination of net charges for the two spheres?",(A) +3e and -4e,(B) +1.5e and -2.5e,(C) Both of the above,(D) None of the above,A,C,False,20.0,1,-4.296465873718262,-6.496664524078369,-4.096151828765869,-5.353147506713867,0.21684123788561127,-1.4153082682972862,1.2305493127732046,-0.030172785123188994,-4.513307111603873,-5.081356255781083,-5.326701141539074,-5.322974721590678,C,C,False,False
Which of these quantities decreases as the inverse square of distance for distances far from the objects producing the fields?,(A) the electric field produced by a finite-length charged rod,(B) the electric field produced by an infinitely long charged cylinder,(C) the electric field produced by an infinite plane of charge,"(D) the magnetic field produced by an infinitely long, straight current-carrying wire",A,A,True,20.0,1,-4.080019474029541,-4.319775581359863,-4.6681904792785645,-5.237490653991699,0.433287637574332,0.7615806744212197,0.6585106622605092,0.08548406759897897,-4.513307111603873,-5.081356255781083,-5.326701141539074,-5.322974721590678,A,B,True,False
