Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
1.0,1.0,spatial-relations,,antonym,1.0,The nail is to the right of the wheel.,Is the wheel to the left of the nail?,Yes,-2.0747950077056885,-1.2721624374389648,-10.213422775268555,-9.025922775268555,8.138627767562866,7.75376033782959,Yes,True
2.0,1.0,spatial-relations,,antonym,1.0,The nail is to the right of the wheel.,Is the wheel to the right of the nail?,No,-2.434695243835449,-0.8543907403945923,-10.213422775268555,-9.025922775268555,7.7787275314331055,8.171532034873962,No,True
3.0,1.0,spatial-relations,,antonym,2.0,The nail is to the left of the wheel.,Is the wheel to the left of the nail?,No,-2.450610399246216,-0.8153026103973389,-10.213422775268555,-9.025922775268555,7.762812376022339,8.210620164871216,No,True
4.0,1.0,spatial-relations,,antonym,2.0,The nail is to the left of the wheel.,Is the wheel to the right of the nail?,Yes,-2.1221063137054443,-1.3348803520202637,-10.213422775268555,-9.025922775268555,8.09131646156311,7.691042423248291,Yes,True
5.0,2.0,spatial-relations,,antonym,1.0,The nail is next to the right side of the wheel.,Is the wheel to the left of the nail?,Yes,-1.6762250661849976,-1.3655503988265991,-10.213422775268555,-9.025922775268555,8.537197709083557,7.660372376441956,Yes,True
6.0,2.0,spatial-relations,,antonym,1.0,The nail is next to the right side of the wheel.,Is the wheel to the right of the nail?,No,-1.5907645225524902,-1.4987543821334839,-10.213422775268555,-9.025922775268555,8.622658252716064,7.527168393135071,Yes,False
7.0,2.0,spatial-relations,,antonym,2.0,The nail is next to the left side of the wheel.,Is the wheel to the left of the nail?,No,-1.7389345169067383,-1.4282426834106445,-10.213422775268555,-9.025922775268555,8.474488258361816,7.59768009185791,Yes,False
8.0,2.0,spatial-relations,,antonym,2.0,The nail is next to the left side of the wheel.,Is the wheel to the right of the nail?,Yes,-1.5046098232269287,-1.5375003814697266,-10.213422775268555,-9.025922775268555,8.708812952041626,7.488422393798828,Yes,True
10.0,2.0,spatial-relations,,antonym,1.0,The nail is next to the right side of the wheel.,Is the nail to the left of the wheel?,No,-2.5593223571777344,-0.8774443864822388,-10.213422775268555,-9.025922775268555,7.65410041809082,8.148478388786316,No,True
12.0,2.0,spatial-relations,,antonym,2.0,The nail is next to the left side of the wheel.,Is the nail to the left of the wheel?,Yes,-1.4105457067489624,-1.6625003814697266,-10.213422775268555,-9.025922775268555,8.802877068519592,7.363422393798828,Yes,True
13.0,2.0,spatial-relations,,antonym,1.0,The nail is next to the right side of the wheel.,Is the nail to the right of the wheel?,Yes,-1.4337859153747559,-1.6859009265899658,-10.213422775268555,-9.025922775268555,8.779636859893799,7.340021848678589,Yes,True
15.0,2.0,spatial-relations,,antonym,2.0,The nail is next to the left side of the wheel.,Is the nail to the right of the wheel?,No,-2.2935450077056885,-0.924200713634491,-10.213422775268555,-9.025922775268555,7.919877767562866,8.101722061634064,No,True
17.0,3.0,spatial-relations,,antonym,1.0,The wheel is in front of Chao. Chao turns right.,Is the wheel to the left of Chao?,Yes,-1.6153898239135742,-1.740787148475647,-10.213422775268555,-9.025922775268555,8.59803295135498,7.285135626792908,Yes,True
18.0,3.0,spatial-relations,,antonym,1.0,The wheel is in front of Chao. Chao turns right.,Is the wheel to the right of Chao?,No,-1.341274380683899,-1.6226742267608643,-10.213422775268555,-9.025922775268555,8.872148394584656,7.40324854850769,Yes,False
19.0,3.0,spatial-relations,,antonym,2.0,The wheel is in front of Chao. Chao turns left.,Is the wheel to the left of Chao?,No,-1.3731881380081177,-1.5296509265899658,-10.213422775268555,-9.025922775268555,8.840234637260437,7.496271848678589,Yes,False
20.0,3.0,spatial-relations,,antonym,2.0,The wheel is in front of Chao. Chao turns left.,Is the wheel to the right of Chao?,Yes,-1.86501944065094,-1.9279985427856445,-10.213422775268555,-9.025922775268555,8.348403334617615,7.09792423248291,Yes,True
21.0,4.0,spatial-relations,,antonym,1.0,The wheel is to the right of Chao. Chao turns around.,Is the wheel to the left of Chao?,Yes,-1.004708170890808,-2.2158563137054443,-10.213422775268555,-9.025922775268555,9.208714604377747,6.81006646156311,Yes,True
22.0,4.0,spatial-relations,,antonym,1.0,The wheel is to the right of Chao. Chao turns around.,Is the wheel to the right of Chao?,No,-1.0266298055648804,-1.7462859153747559,-10.213422775268555,-9.025922775268555,9.186792969703674,7.279636859893799,Yes,False
