Type,Digits,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 17?,No,-3.1053595542907715,-0.10742472857236862,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 5?,No,-1.3943907022476196,-0.3963359594345093,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 4?,No,-1.7693907022476196,-0.269032746553421,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 6?,No,-0.5483343601226807,-1.0522310733795166,Yes,False
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 4?,No,-0.5248777270317078,-1.0209810733795166,Yes,False
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 9?,No,-0.7670843601226807,-0.7655001878738403,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 6?,No,-1.3943907022476196,-0.3979293704032898,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 70?,No,-4.118284702301025,-0.135188028216362,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 77?,No,-4.587240695953369,-0.10296396166086197,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 8?,No,-0.395981103181839,-1.3959810733795166,Yes,False
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 76?,No,-4.149740695953369,-0.15572260320186615,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 3 equal to 3?,No,-1.0506407022476196,-0.5506407022476196,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 89?,No,-4.120921611785889,-0.12739503383636475,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 4 equal to 7?,No,-0.37870216369628906,-1.3803174495697021,Yes,False
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 8?,No,-1.3881876468658447,-0.3901360034942627,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 1 equal to 4?,No,-1.7771716117858887,-0.27682599425315857,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 57?,No,-4.586822032928467,-0.08444682508707047,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 0 equal to 1?,No,-1.074109673500061,-0.5780001878738403,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 7 equal to 86?,No,-4.149322032928467,-0.14633595943450928,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 5 equal to 4?,No,-1.0756103992462158,-0.575610339641571,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 9 equal to 59?,No,-4.120921611785889,-0.11619226634502411,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 1 equal to 26?,No,-4.086822032928467,-0.09127435088157654,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 1 equal to 6?,No,-3.6209216117858887,-0.12642084062099457,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 5 equal to 98?,No,-4.149740695953369,-0.15669678151607513,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 9 equal to 85?,No,-4.587240695953369,-0.10198978334665298,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 5 equal to 26?,No,-3.6053595542907715,-0.1063733696937561,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 8 equal to 1?,No,-1.060024380683899,-0.5600243210792542,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 9 equal to 17?,No,-2.6520423889160156,-0.14598111808300018,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 4 equal to 72?,No,-4.149322032928467,-0.14305855333805084,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 2 equal to 1?,No,-3.1209216117858887,-0.12642084062099457,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 6 equal to 9?,No,-1.8006407022476196,-0.3041793704032898,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 2 equal to 47?,No,-4.618284702301025,-0.11911482363939285,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 0 equal to 7?,No,-1.0584216117858887,-0.5584216117858887,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 5 equal to 7?,No,-0.7693907022476196,-0.7709811329841614,Yes,False
Arithmetic,1_digit_addition,'',Is 6 plus 5 equal to 83?,No,-4.587240695953369,-0.10345093905925751,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 2 equal to 6?,No,-3.6209216117858887,-0.12544678151607513,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 0 equal to 8?,No,-2.6652634143829346,-0.17333437502384186,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 3 equal to 5?,No,-1.378702163696289,-0.37642085552215576,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 3 equal to 3?,No,-1.7614824771881104,-0.2611621022224426,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 3 equal to 4?,No,-2.1991095542907715,-0.2026360034942627,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 2 equal to 8?,No,-0.36083438992500305,-1.3656967878341675,Yes,False
Arithmetic,1_digit_addition,'',Is 6 plus 9 equal to 96?,No,-3.649322271347046,-0.1479293555021286,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 7 equal to 79?,No,-4.120921611785889,-0.12934328615665436,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 5 equal to 1?,No,-1.378702163696289,-0.37642085552215576,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 5 equal to 16?,No,-1.378702163696289,-0.37836921215057373,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 3 equal to 4?,No,-0.27877435088157654,-1.778774380683899,Yes,False
Arithmetic,1_digit_addition,'',Is 8 plus 6 equal to 33?,No,-4.089796543121338,-0.09760618954896927,No,True
