Type,Digits,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 17?,No,20.0,0,-19.992393493652344,-3.029493808746338,-8.481824903128048,5.95107235138615,-11.510568590524295,-8.980566160132488,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 5?,No,20.0,3,-20.86638641357422,-4.118284702301025,-9.156212275413175,4.898175535040597,-11.710174138161044,-9.016460237341622,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 4?,No,20.0,4,-22.97369956970215,-6.3291401863098145,-11.49950172683845,2.6241057366753626,-11.474197842863699,-8.953245922985177,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 6?,No,20.0,0,-21.867393493652344,-4.6848649978637695,-10.356824903128048,4.295701162268719,-11.510568590524295,-8.980566160132488,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 4?,No,20.0,1,-21.871400833129883,-4.1229472160339355,-10.244069257689018,4.812827812073131,-11.627331575440865,-8.935775028107066,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 9?,No,20.0,2,-20.98895263671875,-3.9645423889160156,-9.422769684592883,5.052906416418653,-11.566182952125867,-9.017448805334668,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 6?,No,20.0,0,-19.47945785522461,-3.9728002548217773,-7.968889264700314,5.007765905310711,-11.510568590524295,-8.980566160132488,No,True,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 70?,No,20.0,3,-19.123828887939453,-3.156026601791382,-7.413654749778409,5.86043363555024,-11.710174138161044,-9.016460237341622,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 77?,No,20.0,0,-19.120922088623047,-3.1396992206573486,-7.6103534980987515,5.84086693947514,-11.510568590524295,-8.980566160132488,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 8?,No,20.0,2,-19.87329864501953,-2.498674154281616,-8.307115692893664,6.518774651053052,-11.566182952125867,-9.017448805334668,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 76?,No,20.0,0,-17.873071670532227,-3.2649474143981934,-6.362503080007931,5.715618745734295,-11.510568590524295,-8.980566160132488,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 3 equal to 3?,No,20.0,0,-20.37252426147461,-3.1550426483154297,-8.861955670950314,5.8255235118170585,-11.510568590524295,-8.980566160132488,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 89?,No,20.0,0,-19.240243911743164,-4.216350555419922,-7.729675321218869,4.764215604712566,-11.510568590524295,-8.980566160132488,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 4 equal to 7?,No,20.0,4,-4.562184810638428,-9.624619483947754,6.912013032225271,-0.6713735609625768,-11.474197842863699,-8.953245922985177,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 8?,No,20.0,3,-21.365243911743164,-3.590669870376587,-9.65506977358212,5.425790366965035,-11.710174138161044,-9.016460237341622,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 1 equal to 4?,No,20.0,1,-20.995922088623047,-4.373588562011719,-9.368590513182182,4.562186466095348,-11.627331575440865,-8.935775028107066,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 57?,No,20.0,0,-17.997814178466797,-3.8745694160461426,-6.4872455879425015,5.105996744086346,-11.510568590524295,-8.980566160132488,No,True,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 0 equal to 1?,No,20.0,1,-22.37252426147461,-3.545792579650879,-10.745192686033745,5.389982448456188,-11.627331575440865,-8.935775028107066,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 7 equal to 86?,No,20.0,1,-15.998071670532227,-2.593444585800171,-4.370740095091362,6.342330442306896,-11.627331575440865,-8.935775028107066,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 5 equal to 4?,No,20.0,0,-18.999738693237305,-0.8475683927536011,-7.489170102713009,8.132997767378887,-11.510568590524295,-8.980566160132488,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 9 equal to 59?,No,20.0,0,-19.121400833129883,-4.686643600463867,-7.610832242605587,4.293922559668621,-11.510568590524295,-8.980566160132488,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 1 equal to 26?,No,20.0,4,-19.61638641357422,-3.248674154281616,-8.14218857071052,5.704571768703561,-11.474197842863699,-8.953245922985177,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 1 equal to 6?,No,20.0,4,-20.623071670532227,-1.9216333627700806,-9.148873827668528,7.0316125602150965,-11.474197842863699,-8.953245922985177,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 5 equal to 98?,No,20.0,4,-18.123071670532227,-2.983631134033203,-6.6488738276685275,5.969614788951974,-11.474197842863699,-8.953245922985177,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 9 equal to 85?,No,20.0,3,-18.495380401611328,-3.3582229614257812,-6.785206263450284,5.658237275915841,-11.710174138161044,-9.016460237341622,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 5 equal to 26?,No,20.0,4,-18.618284225463867,-2.608292579650879,-7.144086382600168,6.344953343334298,-11.474197842863699,-8.953245922985177,No,True,False,True
