Type,Digits,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 17?,No,20.0,0,-1.4315178394317627,-0.9737692475318909,-0.40095422031978756,0.6292170108606419,-1.0305636191119751,-1.6029862583925327,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 5?,No,20.0,3,-1.526201605796814,-0.9643750786781311,-0.49722180136789884,0.64094650434951,-1.0289798044289151,-1.605321583027641,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 4?,No,20.0,4,-1.5410891771316528,-0.9613065123558044,-0.5088206967028479,0.6382343610748649,-1.032268480428805,-1.5995408734306693,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 6?,No,20.0,0,-1.347116470336914,-1.2088384628295898,-0.3165528512249389,0.3941477955629429,-1.0305636191119751,-1.6029862583925327,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 4?,No,20.0,1,-0.7465575933456421,-1.6804215908050537,0.2820233995094896,-0.07793271554013104,-1.0285809928551317,-1.6024888752649227,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 9?,No,20.0,2,-1.2695386409759521,-1.056396245956421,-0.24083926066135364,0.55652952970316,-1.0286993803145985,-1.612925775659581,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 6?,No,20.0,0,-1.6378761529922485,-0.9785628318786621,-0.6073125338802734,0.6244234265138706,-1.0305636191119751,-1.6029862583925327,No,True,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 70?,No,20.0,3,-1.6228584051132202,-0.975448727607727,-0.5938786006843051,0.629872855419914,-1.0289798044289151,-1.605321583027641,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 77?,No,20.0,0,-1.4997766017913818,-0.9869970679283142,-0.4692129826794067,0.6159891904642185,-1.0305636191119751,-1.6029862583925327,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 8?,No,20.0,2,-1.0658601522445679,-1.329750657081604,-0.03716077192996936,0.28317511857797695,-1.0286993803145985,-1.612925775659581,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 76?,No,20.0,0,-1.4963449239730835,-0.9672943353652954,-0.46578130486110836,0.6356919230272373,-1.0305636191119751,-1.6029862583925327,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 3 equal to 3?,No,20.0,0,-1.047666072845459,-1.3221923112869263,-0.017102453733483847,0.28079394710560646,-1.0305636191119751,-1.6029862583925327,Yes,False,False,True
