task,QID,AnsRefIDs,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,-0.05640779808163643,-3.1869471073150635,Yes,True
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,-5.342615604400635,-0.01696009747684002,No,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,-0.0515008419752121,-3.2960829734802246,Yes,True
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,-4.154964923858643,-0.023371180519461632,No,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,-0.024590931832790375,-4.155805587768555,Yes,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,-6.1863298416137695,-0.005900104995816946,No,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,-0.4582360088825226,-1.2105233669281006,Yes,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,-4.967749118804932,-0.02219010703265667,No,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,-0.24122487008571625,-1.7415659427642822,Yes,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,-1.686790108680725,-0.43502846360206604,No,True
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,-0.05036823824048042,-3.483863592147827,Yes,True
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,-6.373967170715332,-0.005450305063277483,No,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the bathroom?,Yes,-0.1101737692952156,-2.4836761951446533,Yes,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the kitchen?,No,-5.686467170715332,-0.008622227236628532,No,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the bathroom?,Yes,-0.6437361836433411,-1.0229681730270386,Yes,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the kitchen?,No,-4.405249118804932,-0.038675032556056976,No,True
qa1,3,[1],John moved to the bathroom.,Is John in the bathroom?,Yes,-0.05036823824048042,-3.483863592147827,Yes,True
qa1,3,[1],John moved to the bathroom.,Is John in the garden?,No,-6.1238298416137695,-0.0067133777774870396,No,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the bedroom?,Yes,-0.030881652608513832,-3.905857801437378,Yes,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the hallway?,No,-5.373588562011719,-0.00801223237067461,No,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the hallway?,Yes,-0.02289896458387375,-4.3432769775390625,Yes,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the bedroom?,No,-4.7488298416137695,-0.013685165904462337,No,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the bathroom?,Yes,-0.17395925521850586,-2.046363592147827,Yes,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the hallway?,No,-1.499244213104248,-0.49752846360206604,No,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bathroom?,Yes,-0.14149366319179535,-2.2650270462036133,Yes,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bedroom?,No,-5.748900890350342,-0.009742937050759792,No,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-0.25505027174949646,-1.7572191953659058,Yes,True
