task,QID,AnsRefIDs,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,-0.002867611823603511,-7.812351226806641,Yes,True
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,-10.247815132141113,-0.005068556871265173,No,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,-0.002484899712726474,-8.749796867370605,Yes,True
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,-9.68366813659668,-0.0016538207419216633,No,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,-0.0021528885699808598,-8.624841690063477,Yes,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,-11.246822357177734,-0.0025091355200856924,No,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,-0.03437567129731178,-4.34344482421875,Yes,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,-9.060173988342285,-0.0025730340275913477,No,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,-0.0034300130791962147,-7.187184810638428,Yes,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,-2.5761661529541016,-1.7105940580368042,No,True
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,-0.00279080867767334,-7.999769687652588,Yes,True
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,-10.934117317199707,-0.0033140345476567745,No,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the bathroom?,Yes,-0.0020348785910755396,-7.249595642089844,Yes,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the kitchen?,No,-9.622014999389648,-0.0027685349341481924,No,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the bathroom?,Yes,-0.11146964877843857,-3.921564817428589,Yes,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the kitchen?,No,-6.966760158538818,-0.016052858904004097,No,True
qa1,3,[1],John moved to the bathroom.,Is John in the bathroom?,Yes,-0.00279080867767334,-7.999769687652588,Yes,True
qa1,3,[1],John moved to the bathroom.,Is John in the garden?,No,-10.80866813659668,-0.003322744043543935,No,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the bedroom?,Yes,-0.0016151514137163758,-8.687331199645996,Yes,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the hallway?,No,-10.87092113494873,-0.0017340390477329493,No,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the hallway?,Yes,-0.0017568739131093025,-8.43735122680664,Yes,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the bedroom?,No,-10.621399879455566,-0.0012087983777746558,No,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the bathroom?,Yes,-0.0023615232203155756,-7.624820709228516,Yes,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the hallway?,No,-1.8029985427856445,-1.804485559463501,Yes,False
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bathroom?,Yes,-0.0021555849816650152,-7.249595642089844,Yes,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bedroom?,No,-10.746399879455566,-0.0012963000917807221,No,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-0.003966008313000202,-7.124703884124756,Yes,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the hallway?,No,-2.295199155807495,-2.046583652496338,No,True
qa1,15,[13],Daniel went to the garden.,Is Daniel in the garden?,Yes,-0.003305783262476325,-8.062331199645996,Yes,True
qa1,15,[13],Daniel went to the garden.,Is Daniel in the bathroom?,No,-10.871822357177734,-0.0045404559932649136,No,True
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the garden?,Yes,-0.0022442033514380455,-8.499841690063477,Yes,True
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the bedroom?,No,-11.059117317199707,-0.0029239861760288477,No,True
qa1,6,[1],Daniel went back to the hallway.,Is Daniel in the hallway?,Yes,-0.0016959577333182096,-8.687283515930176,Yes,True
qa1,6,[1],Daniel went back to the hallway.,Is Daniel in the kitchen?,No,-10.55986499786377,-0.0033296458423137665,No,True
qa1,3,[2],Daniel journeyed to the hallway.,Is Daniel in the hallway?,Yes,-0.001999408006668091,-8.312331199645996,Yes,True
qa1,3,[2],Daniel journeyed to the hallway.,Is Daniel in the office?,No,-7.998188018798828,-0.017029302194714546,No,True
qa1,6,[2],Daniel journeyed to the hallway.,Is Daniel in the hallway?,Yes,-0.001999408006668091,-8.312331199645996,Yes,True
qa1,6,[2],Daniel journeyed to the hallway.,Is Daniel in the kitchen?,No,-9.685173988342285,-0.0038386709056794643,No,True
qa1,6,[5],Sandra journeyed to the garden.,Is Sandra in the garden?,Yes,-0.001589384162798524,-8.124820709228516,Yes,True
qa1,6,[5],Sandra journeyed to the garden.,Is Sandra in the hallway?,No,-10.99719524383545,-0.0037216092459857464,No,True
qa1,15,[11],John journeyed to the garden.,Is John in the garden?,Yes,-0.0021514855325222015,-8.374738693237305,Yes,True
qa1,15,[11],John journeyed to the garden.,Is John in the bedroom?,No,-10.496399879455566,-0.003292226465418935,No,True
qa1,15,[11],John moved to the hallway.,Is John in the hallway?,Yes,-0.002000538632273674,-8.562331199645996,Yes,True
qa1,15,[11],John moved to the hallway.,Is John in the garden?,No,-10.55866813659668,-0.0034752129577100277,No,True
qa1,12,[7],Mary journeyed to the bedroom.,Is Mary in the bedroom?,Yes,-0.0016304102027788758,-9.06235122680664,Yes,True
qa1,12,[7],Mary journeyed to the bedroom.,Is Mary in the bathroom?,No,-10.24719524383545,-0.0015196925960481167,No,True
qa1,6,[4],Daniel went back to the office.,Is Daniel in the office?,Yes,-0.003553960705175996,-7.249664783477783,Yes,True
qa1,6,[4],Daniel went back to the office.,Is Daniel in the hallway?,No,-2.139000654220581,-0.3825801908969879,No,True
qa1,9,[8],Daniel travelled to the garden.,Is Daniel in the garden?,Yes,-0.0015272184973582625,-8.249796867370605,Yes,True
qa1,9,[8],Daniel travelled to the garden.,Is Daniel in the bathroom?,No,-10.684514999389648,-0.0036497279070317745,No,True
qa1,15,[14],Daniel travelled to the bedroom.,Is Daniel in the bedroom?,Yes,-0.0019502497743815184,-8.937331199645996,Yes,True
qa1,15,[14],Daniel travelled to the bedroom.,Is Daniel in the garden?,No,-10.74752426147461,-0.003286131890490651,No,True
qa1,15,[14],Mary journeyed to the bedroom.,Is Mary in the bedroom?,Yes,-0.0016304102027788758,-9.06235122680664,Yes,True
qa1,15,[14],Mary journeyed to the bedroom.,Is Mary in the hallway?,No,-9.746617317199707,-0.0015404407167807221,No,True
qa1,6,[5],Sandra moved to the bedroom.,Is Sandra in the bedroom?,Yes,-0.0017264753114432096,-8.749841690063477,Yes,True
qa1,6,[5],Sandra moved to the bedroom.,Is Sandra in the office?,No,-11.184514999389648,-0.0026842497754842043,No,True
qa1,6,[4],Mary went to the office.,Is Mary in the office?,Yes,-0.004680969286710024,-7.187222003936768,Yes,True
qa1,6,[4],Mary went to the office.,Is Mary in the garden?,No,-10.434117317199707,-0.0020238368306308985,No,True
qa1,6,[4],John went back to the bathroom.,Is John in the bathroom?,Yes,-0.0030389875173568726,-7.187041759490967,Yes,True
qa1,6,[4],John went back to the bathroom.,Is John in the office?,No,-10.809117317199707,-0.0029545037541538477,No,True
qa1,6,[2],Sandra travelled to the garden.,Is Sandra in the garden?,Yes,-0.001647450728341937,-7.937283515930176,Yes,True
qa1,6,[2],Sandra travelled to the garden.,Is Sandra in the kitchen?,No,-10.18486499786377,-0.004233021289110184,No,True
qa1,3,[1],Sandra journeyed to the kitchen.,Is Sandra in the kitchen?,Yes,-0.0022888490930199623,-8.687331199645996,Yes,True
qa1,3,[1],Sandra journeyed to the kitchen.,Is Sandra in the office?,No,-11.497815132141113,-0.0027437307871878147,No,True
qa1,12,[8],Sandra journeyed to the hallway.,Is Sandra in the hallway?,Yes,-0.002000538632273674,-8.06235122680664,Yes,True
qa1,12,[8],Sandra journeyed to the hallway.,Is Sandra in the bathroom?,No,-9.560173988342285,-0.004397289361804724,No,True
qa1,9,[4],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-0.003966008313000202,-7.124703884124756,Yes,True
qa1,9,[4],Daniel journeyed to the office.,Is Daniel in the kitchen?,No,-10.060173988342285,-0.003030074294656515,No,True
qa1,9,[8],John travelled to the bathroom.,Is John in the bathroom?,Yes,-0.002910965122282505,-7.687254428863525,Yes,True
qa1,9,[8],John travelled to the bathroom.,Is John in the hallway?,No,-1.428287148475647,-4.812341690063477,Yes,False
qa1,3,[2],John travelled to the garden.,Is John in the garden?,Yes,-0.0018166245426982641,-8.437254905700684,Yes,True
qa1,3,[2],John travelled to the garden.,Is John in the office?,No,-11.309117317199707,-0.004482173826545477,No,True
qa1,6,[4],Sandra journeyed to the bedroom.,Is Sandra in the bedroom?,Yes,-0.0017276445869356394,-9.124876976013184,Yes,True
qa1,6,[4],Sandra journeyed to the bedroom.,Is Sandra in the kitchen?,No,-10.185173988342285,-0.002725017722696066,No,True
qa1,6,[2],Sandra moved to the garden.,Is Sandra in the garden?,Yes,-0.0022442033514380455,-8.499841690063477,Yes,True
qa1,6,[2],Sandra moved to the garden.,Is Sandra in the bathroom?,No,-10.996822357177734,-0.003897446906194091,No,True
qa1,9,[5],Daniel went to the bathroom.,Is Daniel in the bathroom?,Yes,-0.12349840998649597,-3.9371848106384277,Yes,True
qa1,9,[5],Daniel went to the bathroom.,Is Daniel in the garden?,No,-9.87236499786377,-0.004153501242399216,No,True
qa1,15,[14],Mary moved to the office.,Is Mary in the office?,Yes,-0.00167784933000803,-8.062309265136719,Yes,True
qa1,15,[14],Mary moved to the office.,Is Mary in the kitchen?,No,-10.371822357177734,-0.001959938323125243,No,True
qa1,12,[5],Mary moved to the office.,Is Mary in the office?,Yes,-0.00167784933000803,-8.062309265136719,Yes,True
qa1,12,[5],Mary moved to the office.,Is Mary in the kitchen?,No,-10.371822357177734,-0.001959938323125243,No,True
qa1,15,[11],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-0.003966008313000202,-7.124703884124756,Yes,True
qa1,15,[11],Daniel journeyed to the office.,Is Daniel in the bedroom?,No,-10.496822357177734,-0.002459780778735876,No,True
qa1,6,[2],Daniel travelled to the bathroom.,Is Daniel in the bathroom?,Yes,-0.002879370003938675,-7.437283515930176,Yes,True
qa1,6,[2],Daniel travelled to the bathroom.,Is Daniel in the hallway?,No,-1.4361740350723267,-4.437351226806641,Yes,False
qa1,9,[8],John journeyed to the garden.,Is John in the garden?,Yes,-0.0021514855325222015,-8.374738693237305,Yes,True
qa1,9,[8],John journeyed to the garden.,Is John in the bathroom?,No,-10.80866813659668,-0.003461268497630954,No,True
qa1,15,[13],Daniel journeyed to the bedroom.,Is Daniel in the bedroom?,Yes,-0.0018014006782323122,-9.06235122680664,Yes,True
qa1,15,[13],Daniel journeyed to the bedroom.,Is Daniel in the kitchen?,No,-9.99752426147461,-0.0026674368418753147,No,True
qa1,12,[8],Sandra moved to the bedroom.,Is Sandra in the bedroom?,Yes,-0.0017264753114432096,-8.749841690063477,Yes,True
qa1,12,[8],Sandra moved to the bedroom.,Is Sandra in the kitchen?,No,-10.184322357177734,-0.0027408807072788477,No,True
