property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,0,-5.902296543121338,-6.404793739318848,-5.9150986362071265,-6.391991646233059,0.012802093085788613,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,0,-4.903850555419922,-4.40536642074585,-4.9166526485057105,-4.392564327660061,0.012802093085788613,No,False
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,0,-6.217293739318848,-3.4682140350341797,-6.230095832404636,-3.455411941948391,0.012802093085788613,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,0,-7.965669631958008,-4.21786642074585,-7.978471725043796,-4.205064327660061,0.012802093085788613,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,0,-7.621822357177734,-4.374088764190674,-7.634624450263523,-4.361286671104885,0.012802093085788613,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,0,-7.684322357177734,-9.185571670532227,-7.697124450263523,-9.172769577446438,0.012802093085788613,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,0,-6.854458332061768,-4.867393970489502,-6.867260425147556,-4.854591877403713,0.012802093085788613,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,0,-6.277296543121338,-7.029793739318848,-6.2900986362071265,-7.016991646233059,0.012802093085788613,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,0,-5.059322357177734,-8.809322357177734,-5.072124450263523,-8.796520264091946,0.012802093085788613,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,0,-6.246822357177734,-6.749088764190674,-6.259624450263523,-6.736286671104885,0.012802093085788613,Yes,False
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,0,-5.71720027923584,-6.968017578125,-5.7300023723216285,-6.955215485039211,0.012802093085788613,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,0,-4.124088764190674,-2.8747966289520264,-4.136890857276462,-2.8619945358662378,0.012802093085788613,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,0,-3.9675426483154297,-8.43632984161377,-3.9803447414012183,-8.423527748527981,0.012802093085788613,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,0,-6.34220027923584,-8.061588287353516,-6.3550023723216285,-8.048786194267727,0.012802093085788613,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,0,-2.998497724533081,-7.249088764190674,-3.0112998176188697,-7.236286671104885,0.012802093085788613,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,0,-3.5300426483154297,-7.530517578125,-3.5428447414012183,-7.517715485039211,0.012802093085788613,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,0,-3.9207229614257812,-5.437069416046143,-3.93352505451157,-5.424267322960354,0.012802093085788613,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,0,-6.185571193695068,-7.1867899894714355,-6.198373286780857,-7.173987896385647,0.012802093085788613,Yes,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,0,-6.868284702301025,-8.37252426147461,-6.881086795386814,-8.35972216838882,0.012802093085788613,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,0,-5.497524261474609,-8.49849796295166,-5.510326354560398,-8.485695869865872,0.012802093085788613,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,0,-5.467293739318848,-8.749088287353516,-5.480095832404636,-8.736286194267727,0.012802093085788613,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,0,-2.7480714321136475,-5.998497486114502,-2.760873525199436,-5.985695393028713,0.012802093085788613,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,0,-6.9947662353515625,-5.746822357177734,-7.007568328437351,-5.734020264091946,0.012802093085788613,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,0,-5.216196060180664,-6.717809677124023,-5.228998153266453,-6.705007584038235,0.012802093085788613,Yes,False
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,0,-5.185571193695068,-7.935997486114502,-5.198373286780857,-7.923195393028713,0.012802093085788613,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,0,-4.997524261474609,-9.998071670532227,-5.010326354560398,-9.985269577446438,0.012802093085788613,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,0,-5.403696060180664,-9.62349796295166,-5.416498153266453,-9.610695869865872,0.012802093085788613,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,0,-5.028696060180664,-7.02970027923584,-5.041498153266453,-7.016898186150051,0.012802093085788613,Yes,False
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,0,-6.589542388916016,-7.8404717445373535,-6.602344482001804,-7.827669651451565,0.012802093085788613,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,0,-4.028696060180664,-6.780679702758789,-4.041498153266453,-6.7678776096730004,0.012802093085788613,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,0,-2.903695821762085,-7.655679702758789,-2.9164979148478736,-7.6428776096730004,0.012802093085788613,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,0,-5.024740695953369,-4.53036642074585,-5.037542789039158,-4.517564327660061,0.012802093085788613,No,True
