property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,0,-3.820504665374756,-3.0851354598999023,-3.669649838691666,-3.235990286582992,-0.1508548266830898,No,False
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,0,-4.161060333251953,-4.226754665374756,-4.010205506568863,-4.377609492057846,-0.1508548266830898,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,0,-5.337240695953369,-3.4668805599212646,-5.186385869270279,-3.6177353866043545,-0.1508548266830898,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,0,-4.860836505889893,-2.745379686355591,-4.709981679206803,-2.8962345130386806,-0.1508548266830898,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,0,-4.508711814880371,-3.2728993892669678,-4.357856988197281,-3.4237542159500576,-0.1508548266830898,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,0,-5.404876708984375,-6.3130693435668945,-5.254021882301285,-6.463924170249984,-0.1508548266830898,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,0,-4.91842794418335,-4.351367950439453,-4.76757311750026,-4.502222777122543,-0.1508548266830898,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,0,-4.582000732421875,-5.095249652862549,-4.431145905738785,-5.246104479545639,-0.1508548266830898,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,0,-4.149458408355713,-5.907749652862549,-3.998603581672623,-6.058604479545639,-0.1508548266830898,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,0,-4.180784702301025,-4.683421611785889,-4.029929875617936,-4.8342764384689785,-0.1508548266830898,Yes,False
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,0,-4.220249652862549,-4.738952159881592,-4.069394826179459,-4.889806986564682,-0.1508548266830898,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,0,-4.053885459899902,-3.0752761363983154,-3.9030306332168125,-3.2261309630814052,-0.1508548266830898,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,0,-2.7859976291656494,-5.305784702301025,-2.6351428024825596,-5.456639528984115,-0.1508548266830898,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,0,-3.274322271347046,-4.2779717445373535,-3.123467444663956,-4.428826571220443,-0.1508548266830898,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,0,-2.922913074493408,-5.1693501472473145,-2.7720582478103184,-5.320204973930404,-0.1508548266830898,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,0,-3.601754665374756,-4.990243911743164,-3.450899838691666,-5.141098738426254,-0.1508548266830898,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,0,-2.8351354598999023,-3.836822271347046,-2.6842806332168125,-3.9876770980301357,-0.1508548266830898,Yes,False
