property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,0,-5.303885459899902,-5.555784702301025,-5.362102244794368,-5.49756791740656,0.058216784894466134,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,0,-5.238952159881592,-5.2447662353515625,-5.2971689447760575,-5.186549450457097,0.058216784894466134,No,False
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,0,-5.4322662353515625,-4.184322357177734,-5.490483020246028,-4.126105572283269,0.058216784894466134,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,0,-6.461822032928467,-4.7154717445373535,-6.5200388178229325,-4.657254959642888,0.058216784894466134,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,0,-6.423336505889893,-5.926452159881592,-6.481553290784358,-5.868235374987126,0.058216784894466134,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,0,-7.741385459899902,-7.991385459899902,-7.799602244794368,-7.933168675005437,0.058216784894466134,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,0,-5.735836505889893,-4.985836505889893,-5.794053290784358,-4.927619720995427,0.058216784894466134,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,0,-5.024322032928467,-5.522363185882568,-5.0825388178229325,-5.464146400988103,0.058216784894466134,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,0,-5.430784702301025,-7.176452159881592,-5.489001487195491,-7.118235374987126,0.058216784894466134,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,0,-5.028169631958008,-5.778850555419922,-5.0863864168524735,-5.720633770525456,0.058216784894466134,Yes,False
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,0,-5.618284702301025,-6.621822357177734,-5.676501487195491,-6.563605572283269,0.058216784894466134,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,0,-3.4029715061187744,-3.1550426483154297,-3.4611882910132405,-3.0968258634209636,0.058216784894466134,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,0,-4.464796543121338,-6.466350555419922,-4.523013328015804,-6.408133770525456,0.058216784894466134,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,0,-6.028696060180664,-6.27970027923584,-6.08691284507513,-6.221483494341374,0.058216784894466134,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,0,-2.7011661529541016,-5.46720027923584,-2.7593829378485677,-5.408983494341374,0.058216784894466134,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,0,-2.9988298416137695,-5.498497486114502,-3.0570466265082357,-5.440280701220036,0.058216784894466134,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,0,-2.2490885257720947,-4.7488298416137695,-2.307305310666561,-4.690613056719304,0.058216784894466134,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,0,-4.216350555419922,-4.21786642074585,-4.274567340314388,-4.159649635851384,0.058216784894466134,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,0,-5.151176929473877,-6.153169631958008,-5.209393714368343,-6.094952847063542,0.058216784894466134,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,0,-4.930784702301025,-6.680784702301025,-4.989001487195491,-6.62256791740656,0.058216784894466134,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,0,-5.209863185882568,-7.209863185882568,-5.268079970777034,-7.151646400988103,0.058216784894466134,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,0,-2.7797937393188477,-4.528850555419922,-2.838010524213314,-4.470633770525456,0.058216784894466134,Yes,False
