question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
Transcription-affecting DNA region that may be located thousands of basepairs away from the promoter.,(A) Enhancer,(B) Repressor,(C) Operator,(D) Promoter,A,D,False,20.0,0,-1.9686226844787598,-1.7186508178710938,-2.2185866832733154,-0.9646809101104736,-0.4996178892847054,-0.2006026783432715,-0.02828499445548438,0.946393293639024,-1.4690047951940544,-1.5180481395278222,-2.190301688817831,-1.9110742037494977,D,D,False,False
Two related species evolve in a way that makes them less similar.,(A) Divergent evolution,(B) Convergent evolution,(C) Parallel evolution,(D) Coevolution,A,B,False,20.0,0,-2.2812159061431885,-0.5351353883743286,-3.531193494796753,-1.281193494796753,-0.8122111109491341,0.9829127511534936,-1.3408918059789219,0.6298807089527447,-1.4690047951940544,-1.5180481395278222,-2.190301688817831,-1.9110742037494977,B,B,False,False
The relatives of a group of pelicans from the same species that separated from each other because of an unsuccessful migration are reunited 150 years later and find that they are unable to produce offspring. This is an example of,(A) allopatric speciation.,(B) sympatric speciation.,(C) genetic drift.,(D) gene flow.,A,A,True,20.0,0,-0.10824264585971832,-2.6092803478240967,-6.093630313873291,-5.093553066253662,1.360762149334336,-1.0912322082962744,-3.90332862505546,-3.1824788625041647,-1.4690047951940544,-1.5180481395278222,-2.190301688817831,-1.9110742037494977,A,A,True,True
Which of the following statements is NOT correct about apoptosis?,"(A) Apoptosis, a special type of cell division, requires multiple cell signaling.",(B) The fact that apoptosis is widespread across several kingdoms is evidence that it evolved early in the evolution of eukaryotes.,(C) Apoptosis plays a crucial role in the development of fingers in embryonic development.,(D) Apoptosis prevents an aging and dying cell from damaging neighboring cells.,A,D,False,20.0,0,-2.07785964012146,-1.0700491666793823,-2.3275632858276367,-1.0698784589767456,-0.6088548449274056,0.4479989728484399,-0.13726159700980567,0.841195744772752,-1.4690047951940544,-1.5180481395278222,-2.190301688817831,-1.9110742037494977,D,D,False,False
Which of the following must exist in a population before natural selection can act upon that population?,(A) Genetic variation among individuals,(B) Variation among individuals caused by environmental factors,(C) Sexual reproduction,(D) B and C only,A,A,True,20.0,0,-1.171847939491272,-1.171847939491272,-2.921830415725708,-1.1718538999557495,0.2971568557027824,0.3462002000365503,-0.731528726907877,0.7392203037937481,-1.4690047951940544,-1.5180481395278222,-2.190301688817831,-1.9110742037494977,A,D,True,False
Which of the following is the source of oxygen produced during photosynthesis?,(A) H2O,(B) H2O2,(C) CO2,(D) CO,A,A,True,20.0,0,-1.0468401908874512,-1.046847939491272,-1.5468401908874512,-2.546830415725708,0.4221646043066032,0.4712002000365503,0.6434614979303799,-0.6357562119762104,-1.4690047951940544,-1.5180481395278222,-2.190301688817831,-1.9110742037494977,A,C,True,False
Hemoglobin is a molecule that binds to both O2 and CO2. There is an allosteric relationship between the concentrations of O2 and CO2. Hemoglobin's affinity for O2,(A) decreases as blood pH decreases,(B) increases as H+ concentration increases,(C) increases in exercising muscle tissue,(D) decreases as CO2 concentration decreases,A,B,False,20.0,0,-1.3045302629470825,-1.0545650720596313,-1.804428219795227,-1.554485559463501,0.16447453224697184,0.4634830674681909,0.385873469022604,0.3565886442859967,-1.4690047951940544,-1.5180481395278222,-2.190301688817831,-1.9110742037494977,B,B,False,False
"Stomata allow gases, such as H2O and CO2, to exchange between the inside of a plant leaf and the surrounding environment. Which of the following occurs under normal daytime environmental conditions?",(A) H2O diffuses out of the leaf faster than CO2 enters.,(B) H2O diffuses out of the leaf slower than CO2 enters.,(C) CO2 diffuses out of the leaf faster than H2O enters.,(D) H2O exchanges with CO2 at equal rates.,A,A,True,20.0,0,-0.3357292711734772,-1.8358111381530762,-2.8434805870056152,-2.8435401916503906,1.1332755240205772,-0.3177629986252539,-0.6531788981877842,-0.932465987900893,-1.4690047951940544,-1.5180481395278222,-2.190301688817831,-1.9110742037494977,A,A,True,True
"In cells, which of the following can catalyze reactions involving hydrogen peroxide, provide cellular energy, and make proteins, in that order?","(A) Peroxisomes, mitochondria, and ribosomes","(B) Peroxisomes, mitochondria, and lysosomes","(C) Peroxisomes, mitochondria, and Golgi apparatus","(D) Lysosomes, chloroplasts, and ribosomes",A,A,True,20.0,0,-0.2255415916442871,-1.9765279293060303,-3.218677520751953,-4.218677520751953,1.2434632035497672,-0.458479789778208,-1.028375831934122,-2.3076033170024557,-1.4690047951940544,-1.5180481395278222,-2.190301688817831,-1.9110742037494977,A,A,True,True
What was the prevailing notion prior to the time of Lyell and Darwin?,"(A) Earth is a few thousand years old, and populations are unchanging.","(B) Earth is a few thousand years old, and populations gradually change.","(C) Earth is millions of years old, and populations rapidly change.","(D) Earth is millions of years old, and populations are unchanging.",A,A,True,20.0,0,-0.8554115295410156,-1.101518154144287,-1.6014894247055054,-3.3592803478240967,0.6135932656530387,0.41652998538353514,0.5888122641123257,-1.448206144074599,-1.4690047951940544,-1.5180481395278222,-2.190301688817831,-1.9110742037494977,A,A,True,True
