property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-0.7357906103134155,-4.604458332061768,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-0.798186719417572,-5.1538543701171875,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-1.4796086549758911,-1.1669408082962036,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-2.7334954738616943,-0.7818195819854736,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-3.0153727531433105,-0.7891687154769897,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-1.182262897491455,-1.7135605812072754,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-1.8004206418991089,-1.4112859964370728,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-1.0719125270843506,-1.9144959449768066,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,-1.4522110223770142,-1.033003330230713,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-1.8353244066238403,-1.0018861293792725,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-1.3843255043029785,-1.5942118167877197,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,-2.2355401515960693,-0.673733115196228,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-0.7925838232040405,-4.479458332061768,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-0.9378708600997925,-2.508004665374756,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-0.7097644209861755,-4.941626071929932,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-1.2257939577102661,-1.806857705116272,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-0.8542944192886353,-2.5621109008789062,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-1.5666794776916504,-0.9232446551322937,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-0.6924498081207275,-2.455967664718628,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-1.3814692497253418,-1.2341227531433105,No,True
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-0.9794408679008484,-2.0004618167877197,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-1.280273199081421,-1.3814692497253418,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-1.9108530282974243,-1.3473172187805176,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-1.472187876701355,-1.5436582565307617,Yes,False
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-1.2280123233795166,-1.7936582565307617,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-0.8941837549209595,-4.093360900878906,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-1.091291069984436,-3.3442118167877197,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-1.3207459449768066,-1.7454726696014404,Yes,False
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-0.8014161586761475,-2.828218936920166,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-0.5923383831977844,-3.807262897491455,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-0.5788494348526001,-3.725273609161377,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-1.524437665939331,-1.8269007205963135,Yes,False
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-1.3831450939178467,-1.7066837549209595,Yes,False
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-0.851676344871521,-2.155273199081421,Yes,True
can be bent,a leg,'',Can a leg be bent?,Yes,random,-0.8114013671875,-4.161199569702148,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-1.1831014156341553,-1.4956014156341553,Yes,False
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-1.107492446899414,-1.8241426944732666,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-0.919903576374054,-4.7306904792785645,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-1.811039686203003,-1.3809542655944824,No,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-1.1215546131134033,-2.9340546131134033,Yes,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,-0.970249593257904,-2.239546775817871,Yes,False
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-0.8320181965827942,-3.1945438385009766,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-0.6391446590423584,-3.255748748779297,Yes,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,-0.9813087582588196,-2.425579786300659,Yes,False
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,-0.6050838232040405,-3.6809322834014893,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,-1.5039775371551514,-1.7831922769546509,Yes,False
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,-0.574320912361145,-3.863079786300659,Yes,True
can be covered,butter,'',Can butter be covered?,No,random,-0.6566208600997925,-3.3639161586761475,Yes,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,-1.2358393669128418,-2.132617712020874,Yes,False
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,-0.8333616256713867,-4.787773609161377,Yes,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,-1.4081922769546509,-1.632873773574829,Yes,False
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,-1.7606908082962036,-1.2844632863998413,No,True
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,-0.5392545461654663,-3.9280142784118652,Yes,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,-0.8708260655403137,-2.9144959449768066,Yes,False
can be curly,hair,'',Can hair be curly?,Yes,random,-0.7224248647689819,-5.26133394241333,Yes,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,-0.49813219904899597,-4.973699569702148,Yes,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,-1.062086582183838,-1.8706014156341553,Yes,False
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,-0.7958001494407654,-2.7966227531433105,Yes,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,-2.5421085357666016,-0.588138222694397,No,True
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,-0.8423727750778198,-3.8564584255218506,Yes,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,-0.8709921836853027,-4.514710903167725,Yes,True
can be deflated,flour,'',Can flour be deflated?,No,random,-0.9744987487792969,-1.9668822288513184,Yes,False
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,-0.6093868613243103,-3.2427358627319336,Yes,True
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,-0.8579403758049011,-4.5443501472473145,Yes,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,-0.6359626054763794,-4.657749652862549,Yes,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,-1.4377210140228271,-1.1165744066238403,No,True
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,-0.9475628137588501,-2.270977258682251,Yes,True
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,-0.7613338232040405,-2.8869407176971436,Yes,True
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,-0.4841635227203369,-4.123622894287109,Yes,True
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,-1.6344125270843506,-1.047011375427246,No,True
can be eaten with chips,a deer,'',Can a deer be eaten with chips?,No,random,-1.2044366598129272,-1.578261375427246,Yes,False
can be emptied,a bolt,'',Can a bolt be emptied?,No,random,-1.651983380317688,-1.2189710140228271,No,True
can be empty,a barrel,'',Can a barrel be empty?,Yes,random,-1.2693299055099487,-2.628277063369751,Yes,True
can be environmentally friendly,a coach,'',Can a coach be environmentally friendly?,Yes,random,-0.7300838232040405,-3.682262897491455,Yes,True
