property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-0.2158069610595703,-15.062495231628418,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-0.1512993574142456,-14.87497615814209,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-7.906086444854736,-5.187441825866699,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-17.873674392700195,-8.874373435974121,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-18.994766235351562,-8.060315132141113,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-7.993690013885498,-7.802118301391602,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-12.187383651733398,-5.874841690063477,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-12.562309265136719,-4.593644618988037,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,-18.498071670532227,-8.246399879455566,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-13.312409400939941,-6.0624518394470215,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-15.810900688171387,-8.061400413513184,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,-18.749860763549805,-5.656181812286377,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-0.47067081928253174,-19.12499237060547,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-4.873967170715332,-12.562095642089844,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-0.003933906555175781,-17.875,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-6.405642509460449,-5.4682464599609375,No,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-2.312481164932251,-3.874986171722412,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-12.624796867370605,-3.2653424739837646,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-1.289015293121338,-10.124972343444824,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-5.2186970710754395,-11.312466621398926,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-1.2264742851257324,-12.062466621398926,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-7.998673915863037,-5.217919826507568,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-3.7966012954711914,-6.374796390533447,Yes,False
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-9.437474250793457,-2.9374756813049316,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-0.976498007774353,-3.2967679500579834,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-0.03930199146270752,-12.624998092651367,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-0.04882204532623291,-13.124998092651367,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-1.5937436819076538,-3.468745708465576,Yes,False
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-0.60541832447052,-15.374980926513672,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-0.10203802585601807,-16.749988555908203,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-0.058579087257385254,-16.24999237060547,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-8.18469524383545,-12.558158874511719,Yes,False
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-17.74896812438965,-7.78004264831543,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-0.23924016952514648,-7.843733787536621,Yes,True
can be bent,a leg,'',Can a leg be bent?,Yes,random,-1.2577956914901733,-12.12498664855957,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-15.935688018798828,-6.748588562011719,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-1.0468302965164185,-4.218708515167236,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-0.19137072563171387,-12.562481880187988,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-19.247814178466797,-9.748297691345215,No,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-2.2495415210723877,-7.999619960784912,Yes,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,-2.9062461853027344,-11.062496185302734,Yes,False
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-0.3398171663284302,-12.812481880187988,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-0.014702796936035156,-16.374996185302734,Yes,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,-4.312486171722412,-10.562490463256836,Yes,False
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,-0.2910088300704956,-7.499993324279785,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,-3.4841747283935547,-7.968142509460449,Yes,False
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,-0.11474394798278809,-13.624999046325684,Yes,True
can be covered,butter,'',Can butter be covered?,No,random,-1.0311304330825806,-12.24976921081543,Yes,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,-0.15719008445739746,-3.7499454021453857,Yes,False
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,-0.2060328722000122,-16.99998664855957,Yes,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,-2.3745954036712646,-4.562203884124756,Yes,False
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,-22.872194290161133,-9.185315132141113,No,True
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,-0.38862287998199463,-16.374969482421875,Yes,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,-1.5546648502349854,-12.749980926513672,Yes,False
can be curly,hair,'',Can hair be curly?,Yes,random,-0.049790143966674805,-18.999996185302734,Yes,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,-0.012078285217285156,-13.312496185302734,Yes,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,-2.234342336654663,-7.187466621398926,Yes,False
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,-0.49989771842956543,-7.437438011169434,Yes,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,-12.623297691345215,-2.0134055614471436,No,True
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,-0.015257716178894043,-18.75,Yes,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,-0.042714715003967285,-17.749996185302734,Yes,True
can be deflated,flour,'',Can flour be deflated?,No,random,-6.124884128570557,-4.49991512298584,No,True
