Type,Digits,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 17?,No,20.0,0,-0.02475658617913723,-4.2807769775390625,0.28769579808722484,-1.383324434910901,-0.31245238426636207,-2.8974525426281614,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 5?,No,20.0,3,-0.18818025290966034,-1.9370416402816772,0.11969199530237046,1.0220104903991643,-0.3078722482120308,-2.9590521306808415,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 4?,No,20.0,4,-0.08270566165447235,-2.8275632858276367,0.23928609949459012,0.0763748082332314,-0.32199176114906247,-2.903938094060868,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 6?,No,20.0,0,-0.6402843594551086,-0.8900633454322815,-0.32783197518874657,2.00738919719588,-0.31245238426636207,-2.8974525426281614,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 4?,No,20.0,1,-0.008922603912651539,-6.374541759490967,0.2979880007202155,-3.4392528313289707,-0.306910604632867,-2.935288928161996,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 9?,No,20.0,2,-0.00837340671569109,-6.249569416046143,0.3070467943674885,-3.361991832599354,-0.3154202010831796,-2.8875775834467885,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 6?,No,20.0,0,-0.011485484428703785,-5.249569416046143,0.3009668998376583,-2.352116873417981,-0.31245238426636207,-2.8974525426281614,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 70?,No,20.0,3,-2.2807769775390625,-0.2787094712257385,-1.9729047293270316,2.680342659455103,-0.3078722482120308,-2.9590521306808415,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 77?,No,20.0,0,-0.6636417508125305,-0.913411021232605,-0.35118936654616845,1.9840415213955565,-0.31245238426636207,-2.8974525426281614,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 8?,No,20.0,2,-0.014048364944756031,-4.999512195587158,0.30137183613842355,-2.1119346121403697,-0.3154202010831796,-2.8875775834467885,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 76?,No,20.0,0,-0.6441436409950256,-0.8940016031265259,-0.33169125672866356,2.0034509395016356,-0.31245238426636207,-2.8974525426281614,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 3 equal to 3?,No,20.0,0,-0.012461808510124683,-5.249595642089844,0.2999905757562374,-2.3521430994616823,-0.31245238426636207,-2.8974525426281614,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 89?,No,20.0,0,-0.9956648349761963,-0.6205429434776306,-0.6832124507098343,2.276909599150531,-0.31245238426636207,-2.8974525426281614,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 4 equal to 7?,No,20.0,4,-0.03638198971748352,-3.655857801437378,0.28560977143157895,-0.7519197073765098,-0.32199176114906247,-2.903938094060868,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 8?,No,20.0,3,-0.02168838307261467,-4.78071403503418,0.2861838651394161,-1.8216619043533382,-0.3078722482120308,-2.9590521306808415,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 7 plus 1 equal to 4?,No,20.0,1,-0.7652623057365417,-0.7650973796844482,-0.45835170110367474,2.170191548477548,-0.306910604632867,-2.935288928161996,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 57?,No,20.0,0,-0.6675960421562195,-0.9173915982246399,-0.3551436578898574,1.9800609444035215,-0.31245238426636207,-2.8974525426281614,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 0 equal to 1?,No,20.0,1,-0.0173435490578413,-4.530805587768555,0.2895670555750257,-1.5955166596065586,-0.306910604632867,-2.935288928161996,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 4 plus 7 equal to 86?,No,20.0,1,-0.4195484519004822,-1.2962955236434937,-0.11263784726761517,1.6389934045185024,-0.306910604632867,-2.935288928161996,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 5 equal to 4?,No,20.0,0,-0.029425648972392082,-3.9057769775390625,0.28302673529397,-1.008324434910901,-0.31245238426636207,-2.8974525426281614,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 7 plus 9 equal to 59?,No,20.0,0,-0.8785247206687927,-0.7533153891563416,-0.5660723364024307,2.14413715347182,-0.31245238426636207,-2.8974525426281614,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 1 equal to 26?,No,20.0,4,-0.037046242505311966,-3.78067946434021,0.2849455186437505,-0.8767413702793418,-0.32199176114906247,-2.903938094060868,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 2 plus 1 equal to 6?,No,20.0,4,-0.014810478314757347,-4.999512195587158,0.3071812828343051,-2.09557410152629,-0.32199176114906247,-2.903938094060868,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 5 plus 5 equal to 98?,No,20.0,4,-3.452713966369629,-0.19680272042751312,-3.1307222052205663,2.707135373633355,-0.32199176114906247,-2.903938094060868,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 9 equal to 85?,No,20.0,3,-1.4605233669281006,-0.45648470520973206,-1.1526511187160697,2.5025674254711094,-0.3078722482120308,-2.9590521306808415,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 5 equal to 26?,No,20.0,4,-0.013249799609184265,-5.374480724334717,0.3087419615398782,-2.4705426302738487,-0.32199176114906247,-2.903938094060868,Yes,False,True,False
Arithmetic,1_digit_addition,'',Is 0 plus 8 equal to 1?,No,20.0,0,-0.25362709164619446,-1.6245416402816772,0.05882529262016761,1.2729109023464842,-0.31245238426636207,-2.8974525426281614,Yes,False,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 9 equal to 17?,No,20.0,1,-0.014139330014586449,-5.249512195587158,0.29277127461828056,-2.314223267425162,-0.306910604632867,-2.935288928161996,Yes,False,True,False
