question,A,B,C,D,answer,oa_logprob,ob_logprob,oc_logprob,od_logprob,predicted_answer,is_correct
In a Robertsonian translocation fusion occurs at the:,(A) telomeres.,(B) centromeres.,(C) histones.,(D) ends of the long arms.,B,-2.6399474143981934,-1.0929200649261475,-3.780561923980713,-0.600776731967926,D,False
Zinc finger proteins and helix-turn-helix proteins are,(A) types of DNA-binding proteins,(B) involved in the control of translation,(C) components of ribosomes,(D) part of the hemoglobin in blood cells,A,-0.027513522654771805,-5.437119960784912,-6.030996799468994,-4.905805587768555,A,True
"If the frequency of males affected with an X-linked recessive condition in a human population is .10 (one in ten), what will be the expected frequency of affected females?",(A) 0.01,(B) 0.001,(C) 0.02,(D) 0.0001,A,-0.3820970356464386,-1.6630536317825317,-3.0615296363830566,-3.139575958251953,A,True
In DNA adenine normally pairs with:,(A) cytosine.,(B) guanine.,(C) thymine.,(D) uracil.,C,-4.843017578125,-6.061588764190674,-0.03401932120323181,-5.9682769775390625,C,True
The pattern of inheritance shown by malignant hyperthermia (hyperpyrexia) is:,(A) autosomal dominant.,(B) autosomal recessive.,(C) X-linked dominant.,(D) X-linked recessive.,A,-0.8111740946769714,-0.7630307078361511,-4.560571193695068,-3.857476234436035,B,False
Mapping of human chromosomes:,(A) has been restricted to the sex chromosomes because of small family sizes,(B) proceeded much more successfully as large numbers of DNA markers became available.,(C) has determined that the number of linkage groups is about twice the number of chromosomes,(D) has demonstrated that almost all of the DNA is involved in coding for genes,B,-3.092100143432617,-0.2813877761363983,-2.858069658279419,-2.295091152191162,B,True
Intergenerational transmission to offspring can occur as a result of parental exposures to ______.,(A) war,(B) natural disasters,(C) hunger,(D) all of these,D,-5.655858039855957,-6.374446868896484,-4.655858039855957,-0.023914527148008347,D,True
Asp235Phe in a molecular report indicates that:,(A) asparagine has been replaced by phenylalanine.,(B) phenylalanine has been replaced by asparagine.,(C) aspartic acid has been replaced by phenylalanine.,(D) phenylalanine has been replaced by aspartic acid.,C,-0.3041214048862457,-1.749244213104248,-3.952488660812378,-3.343017578125,A,False
The risk of abnormality in the child of a mother with untreated phenylketonuria is:,(A) 1%,(B) 10%,(C) 25%,(D) Almost 100%,D,-4.781105995178223,-4.062119960784912,-3.468444585800171,-0.07601119577884674,D,True
Exon skipping is associated with:,(A) nonsense mutations.,(B) regulatory mutations.,(C) RNA processing mutations.,(D) silent mutations.,C,-4.780679702758789,-4.530309677124023,-0.04010602831840515,-5.53071403503418,C,True
Which of the following is not a chromosome instability syndrome?,(A) Klinefelter syndrome,(B) Ataxia telangiectasia,(C) Fanconi anaemia,(D) Bloom syndrome,A,-0.16980791091918945,-2.2029426097869873,-5.249769687652588,-4.0309247970581055,A,True
Normal adult haemoglobin (Hb A) consists of:,(A) two α (alpha) and two β (beta) chains.,(B) two α and two γ (gamma) chains.,(C) two α and two δ (delta) chains.,(D) four γ chains.,A,-0.0502946674823761,-4.7182769775390625,-4.780805587768555,-5.124480724334717,A,True
In a condition such as schizophrenia the recurrence risk will be greatest for which of the following relatives of an affected individual?,(A) Brother,(B) Nephew,(C) Grandchild,(D) Aunt,A,-0.06917645037174225,-4.187164783477783,-5.999664783477783,-3.374619960784912,A,True
The mutation in sickle-cell disease consists of:,(A) a deletion.,(B) a duplication.,(C) an insertion.,(D) a point mutation.,D,-4.999595642089844,-5.311911582946777,-4.7809038162231445,-0.03224697336554527,D,True
Which of the following is an example of monosomy?,"(A) 46,XX","(B) 47,XXX","(C) 69,XYY","(D) 45,X",D,-5.781012058258057,-6.874722003936768,-6.343575954437256,-0.010276926681399345,D,True
QTL analysis is used to,(A) identify chromosome regions associated with a complex trait in a genetic cross,(B) determine which genes are expressed at a developmental stage,(C) map genes in bacterial viruses,(D) identify RNA polymerase binding sites,A,-0.023773323744535446,-5.9684247970581055,-5.2809247970581055,-5.780805587768555,A,True
What would be the frequency of AABBCC individuals from a mating of two AaBbCc individuals?,(A) 1.0/64,(B) 1.0/32,(C) 1.0/128,(D) 1.0/256,A,-0.40000078082084656,-2.6086761951446533,-1.9681036472320557,-2.6712183952331543,A,True
It is currently estimated that there are ______ human protein-coding genes although this estimate may be reduced over time.,"(A) 10,000–15,000","(B) 19,000–20,000","(C) 29,000–30,000","(D) 100,000",B,-1.6166387796401978,-0.3528207540512085,-3.7181036472320557,-3.483631134033203,B,True
With which of the following relatives is an individual most likely to share a common HLA haplotype?,(A) Father,(B) Mother,(C) Sister,(D) Son,C,-1.0310264825820923,-2.030881643295288,-1.210634469985962,-1.7495694160461426,A,False
Which of the following genes conveys susceptibility for polygenic Alzheimer disease?,(A) APP,(B) PS1,(C) PS2,(D) APOE,D,-4.96862268447876,-5.718496799468994,-5.093605995178223,-0.023875132203102112,D,True
The DiGeorge/Shprintzen syndrome is caused by a deletion in which chromosome?,(A) 4,(B) 7,(C) 15,(D) 22,D,-0.8630801439285278,-4.749619960784912,-3.593564748764038,-0.9059968590736389,A,False
X-chromosome inactivation,(A) results in genetically turning off one of the two X chromosomes in female mammals,(B) takes place in humans so that the same X chromosome is inactive in all of the cells of a female,(C) is the cause of the Y chromosome being genetically inactive,(D) occurs in fruit flies but not in mammals,A,-0.12075965851545334,-2.889988660812378,-4.624512195587158,-3.6867902278900146,A,True
The pattern of inheritance shown by glucose-6-phosphate dehydrogenase (G6PD) deficiency is:,(A) autosomal dominant.,(B) autosomal recessive.,(C) X-linked dominant.,(D) X-linked recessive.,D,-4.4682769775390625,-4.092970371246338,-5.499446868896484,-0.07036659866571426,D,True
Homeobox sequences,(A) are present in the genome of many animal species,(B) are found in prokaryotes but not in eukaryotes,(C) were identified as the integration sites for bacterial viruses,(D) represent integration sites for transposable elements,A,-0.17326538264751434,-4.530309677124023,-3.8117902278900146,-2.295858144760132,A,True
