Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
1,1,material-dynamics,1,material,1,Chao sees something that is fabric.,Can Chao fold it?,Yes,20.0,0,-0.12803809344768524,-7.4373087882995605,3.793497159700984,-4.716112189765017,-3.921535253148669,-2.721196598534544,Yes,True,True,True
2,1,material-dynamics,1,material,1,Chao sees something that is fabric.,Can Chao pour it?,No,20.0,0,-9.432879447937012,-0.18042030930519104,-5.511344194788343,2.540776289229353,-3.921535253148669,-2.721196598534544,No,True,False,True
3,1,material-dynamics,1,material,2,Chao sees something that is liquid.,Can Chao fold it?,No,20.0,0,-12.431929588317871,-0.12773801386356354,-8.510394335169202,2.5934585846709806,-3.921535253148669,-2.721196598534544,No,True,False,True
4,1,material-dynamics,1,material,2,Chao sees something that is liquid.,Can Chao pour it?,Yes,20.0,0,-0.06418953090906143,-6.624754428863525,3.8573457222396077,-3.9035578303289813,-3.921535253148669,-2.721196598534544,Yes,True,True,True
5,2,material-dynamics,2,material,1,Chao sees the denim.,Can Chao fold it?,Yes,20.0,0,-0.03147932142019272,-6.843553066253662,3.8900559317284764,-4.1223564677191185,-3.921535253148669,-2.721196598534544,Yes,True,True,True
6,2,material-dynamics,2,material,1,Chao sees the denim.,Can Chao pour it?,No,20.0,0,-10.054893493652344,-0.16167613863945007,-6.133358240503675,2.559520459895094,-3.921535253148669,-2.721196598534544,No,True,False,True
7,2,material-dynamics,2,material,2,Chao sees the water.,Can Chao fold it?,No,20.0,0,-13.928332328796387,-0.07979515939950943,-10.006797075647718,2.6414014391350347,-3.921535253148669,-2.721196598534544,No,True,False,True
8,2,material-dynamics,2,material,2,Chao sees the water.,Can Chao pour it?,Yes,20.0,0,-0.8755107522010803,-0.6286440491676331,3.046024500947589,2.092552549366911,-3.921535253148669,-2.721196598534544,No,False,True,True
10,3,material-dynamics,3,material,1,Chao sees something that is fabric.,Can Chao stir it?,No,20.0,0,-7.590669631958008,-0.09014739096164703,-3.6691343788093387,2.631049207572897,-3.921535253148669,-2.721196598534544,No,True,False,True
12,3,material-dynamics,3,material,2,Chao sees something that is liquid.,Can Chao stir it?,Yes,20.0,0,-0.058604251593351364,-6.6873602867126465,3.8629310015553178,-3.9661636881781024,-3.921535253148669,-2.721196598534544,Yes,True,True,True
16,4,material-dynamics,4,material,2,Chao sees the water.,Can Chao stir it?,Yes,20.0,0,-3.074897289276123,-0.07203283905982971,0.8466379638725461,2.6491637594747144,-3.921535253148669,-2.721196598534544,No,False,False,False
20,5,material-dynamics,5,material,2,Chao sees something that is gas.,Can Chao stir it?,Yes,20.0,0,-8.181929588317871,-0.030680827796459198,-4.260394335169202,2.690515770738085,-3.921535253148669,-2.721196598534544,No,False,False,False
24,6,material-dynamics,6,material,2,Chao sees the oxygen.,Can Chao stir it?,Yes,20.0,0,-6.525850296020508,-0.01654323935508728,-2.6043150428718387,2.704653359179457,-3.921535253148669,-2.721196598534544,No,False,False,False
25,7,material-dynamics,7,material,1,Chao sees something that is rigid.,Can it break?,Yes,20.0,0,-0.008605039678514004,-7.999820709228516,3.912930213470155,-5.278624110693972,-3.921535253148669,-2.721196598534544,Yes,True,True,True
26,7,material-dynamics,7,material,1,Chao sees something that is rigid.,Can it ripple?,No,20.0,0,-11.427118301391602,-0.0899028480052948,-7.505583048242933,2.6312937505292493,-3.921535253148669,-2.721196598534544,No,True,False,True
27,7,material-dynamics,7,material,2,Chao sees something that is fabric.,Can it break?,No,20.0,0,-0.02061573415994644,-5.656064987182617,3.9009195189887227,-2.934868388648073,-3.921535253148669,-2.721196598534544,Yes,False,True,False
28,7,material-dynamics,7,material,2,Chao sees something that is fabric.,Can it ripple?,Yes,20.0,0,-0.053724758327007294,-3.4372386932373047,3.867810494821662,-0.7160420947027606,-3.921535253148669,-2.721196598534544,Yes,True,True,True
31,8,material-dynamics,8,material,2,Chao sees something that is liquid.,Can it break?,No,20.0,0,-0.09404216706752777,-3.3434805870056152,3.8274930860811414,-0.6222839884710711,-3.921535253148669,-2.721196598534544,Yes,False,True,False
32,8,material-dynamics,8,material,2,Chao sees something that is liquid.,Can it ripple?,Yes,20.0,0,-0.02706952579319477,-8.562254905700684,3.8944657273554744,-5.84105830716614,-3.921535253148669,-2.721196598534544,Yes,True,True,True
33,9,material-dynamics,9,material,1,Chao sees something that is non-rigid.,Can it break?,Yes,20.0,0,-0.011469027027487755,-6.437269687652588,3.9100662261211814,-3.716073089118044,-3.921535253148669,-2.721196598534544,Yes,True,True,True
34,9,material-dynamics,9,material,1,Chao sees something that is non-rigid.,Can it ripple?,No,20.0,0,-0.021675080060958862,-7.655962944030762,3.8998601730877103,-4.934766345496218,-3.921535253148669,-2.721196598534544,Yes,False,True,False
37,10,material-dynamics,10,material,1,Chao sees the feather.,Can it break?,Yes,20.0,0,-0.07183760404586792,-4.187119960784912,3.849697649102801,-1.465923362250368,-3.921535253148669,-2.721196598534544,Yes,True,True,True
38,10,material-dynamics,10,material,1,Chao sees the feather.,Can it ripple?,No,20.0,0,-6.930353164672852,-0.06350575387477875,-3.0088179115241824,2.6576908446597654,-3.921535253148669,-2.721196598534544,No,True,False,True
40,10,material-dynamics,10,material,2,Chao sees the denim.,Can it ripple?,Yes,20.0,0,-0.10692254453897476,-2.609064817428589,3.8146127086096944,0.11213178110595523,-3.921535253148669,-2.721196598534544,Yes,True,True,True
47,12,material-dynamics,12,material,2,Chao sees the water.,Can it break?,No,20.0,0,-0.2514533996582031,-1.6324527263641357,3.670081853490466,1.0887438721704084,-3.921535253148669,-2.721196598534544,Yes,False,True,False
48,12,material-dynamics,12,material,2,Chao sees the water.,Can it ripple?,Yes,20.0,0,-0.016216300427913666,-5.843381404876709,3.9053189527207555,-3.122184806342165,-3.921535253148669,-2.721196598534544,Yes,True,True,True
50,13,material-dynamics,13,material,1,Chao sees something that is fabric.,Can it disperse?,No,20.0,0,-0.08784355968236923,-2.8434805870056152,3.8336916934663,-0.12228398847107114,-3.921535253148669,-2.721196598534544,Yes,False,True,False
52,13,material-dynamics,13,material,2,Chao sees something that is gas.,Can it disperse?,Yes,20.0,0,-0.010083639994263649,-7.249512195587158,3.9114516131544055,-4.5283155970526145,-3.921535253148669,-2.721196598534544,Yes,True,True,True
53,14,material-dynamics,14,material,1,Chao sees something that is rigid.,Can Chao squeeze it?,Yes,20.0,1,-4.901176929473877,-0.02618532069027424,-1.0554334737378386,2.8699145227169187,-3.8457434557360384,-2.896099843407193,No,False,False,False
57,15,material-dynamics,15,material,1,Chao sees the cup.,Can Chao squeeze it?,Yes,20.0,1,-4.370921611785889,-0.31423619389533997,-0.5251781560498503,2.581863649511853,-3.8457434557360384,-2.896099843407193,No,False,False,False
58,15,material-dynamics,15,material,1,Chao sees the cup.,Can Chao pour it?,No,20.0,1,-4.900850296020508,-0.038844574242830276,-1.0551068402844694,2.8572552691643627,-3.8457434557360384,-2.896099843407193,No,True,False,True
59,15,material-dynamics,15,material,2,Chao sees the water.,Can Chao squeeze it?,No,20.0,1,-11.428332328796387,-0.04382771998643875,-7.582588873060349,2.852272123420754,-3.8457434557360384,-2.896099843407193,No,True,False,True
61,16,material-dynamics,16,material,1,Chao sees something that is non-rigid.,Can Chao compresse it?,Yes,20.0,1,-0.007226024754345417,-7.249684810638428,3.838517430981693,-4.353584967231235,-3.8457434557360384,-2.896099843407193,Yes,True,True,True
64,16,material-dynamics,16,material,2,Chao sees something that is granular.,Can Chao pour it?,Yes,20.0,1,-0.12836921215057373,-6.624796390533447,3.7173742435854646,-3.7286965471262543,-3.8457434557360384,-2.896099843407193,Yes,True,True,True
65,17,material-dynamics,17,material,1,Chao sees the feather.,Can Chao compresse it?,Yes,20.0,1,-5.679405212402344,-0.07521913945674896,-1.8336617566663054,2.820880703950444,-3.8457434557360384,-2.896099843407193,No,False,False,False
66,17,material-dynamics,17,material,1,Chao sees the feather.,Can Chao pour it?,No,20.0,1,-7.370659351348877,-0.18128567934036255,-3.5249158956128386,2.7148141640668304,-3.8457434557360384,-2.896099843407193,No,True,False,True
68,17,material-dynamics,17,material,2,Chao sees the sesame.,Can Chao pour it?,Yes,20.0,1,-5.588003158569336,-0.20654892921447754,-1.7422597028332976,2.6895509141927154,-3.8457434557360384,-2.896099843407193,No,False,False,False
77,20,material-dynamics,20,material,1,Chao sees something that is non-rigid.,Can Chao squeeze it?,Yes,20.0,1,-0.014326388947665691,-7.093526363372803,3.8314170667883727,-4.19742651996561,-3.8457434557360384,-2.896099843407193,Yes,True,True,True
81,21,material-dynamics,21,material,1,Chao sees the feather.,Can Chao squeeze it?,Yes,20.0,1,-4.213676929473877,-0.08702464401721954,-0.3679334737378386,2.8090751993899734,-3.8457434557360384,-2.896099843407193,No,False,False,False
86,22,material-dynamics,22,material,1,Chao sees something that is granular.,Can Chao rip it?,No,20.0,1,-10.680353164672852,-0.03857865929603577,-6.834609708936814,2.857521184111157,-3.8457434557360384,-2.896099843407193,No,True,False,True
88,22,material-dynamics,22,material,2,Chao sees something that is fabric.,Can Chao rip it?,Yes,20.0,1,-0.15034356713294983,-5.343605995178223,3.6953998886030885,-2.4475061517710297,-3.8457434557360384,-2.896099843407193,Yes,True,True,True
90,23,material-dynamics,23,material,1,Chao sees the sesame.,Can Chao rip it?,No,20.0,1,-1.3300548791885376,-0.45668917894363403,2.5156885765475008,2.439410664463559,-3.8457434557360384,-2.896099843407193,No,True,True,False
92,23,material-dynamics,23,material,2,Chao sees the denim.,Can Chao rip it?,Yes,20.0,1,-0.11345155537128448,-4.749754428863525,3.732291900364754,-1.8536545854563324,-3.8457434557360384,-2.896099843407193,Yes,True,True,True
96,24,material-dynamics,24,material,2,Chao sees something that is fabric.,Can Chao compresse it?,Yes,20.0,1,-0.0512569285929203,-6.3748087882995605,3.794486527143118,-3.4787089448923676,-3.8457434557360384,-2.896099843407193,Yes,True,True,True
100,25,material-dynamics,25,material,2,Chao sees the denim.,Can Chao compresse it?,Yes,20.0,1,-0.08229776471853256,-3.4528908729553223,3.763445691017506,-0.5567910295481293,-3.8457434557360384,-2.896099843407193,Yes,True,True,True
102,26,material-dynamics,26,material,1,Chao sees something that is granular.,Can Chao wrinkle it?,No,20.0,1,-8.24508285522461,-0.0493183434009552,-4.3993393994885714,2.8467815000062378,-3.8457434557360384,-2.896099843407193,No,True,False,True
104,26,material-dynamics,26,material,2,Chao sees something that is fabric.,Can Chao wrinkle it?,Yes,20.0,1,-0.057403624057769775,-6.187351226806641,3.7883398316782686,-3.2912513833994477,-3.8457434557360384,-2.896099843407193,Yes,True,True,True
106,27,material-dynamics,27,material,1,Chao sees the sesame.,Can Chao wrinkle it?,No,20.0,1,-8.181190490722656,-0.049530066549777985,-4.335447034986618,2.846569776857415,-3.8457434557360384,-2.896099843407193,No,True,False,True
108,27,material-dynamics,27,material,2,Chao sees the denim.,Can Chao wrinkle it?,Yes,20.0,1,-0.025767069309949875,-6.156040191650391,3.8199763864260885,-3.2599403482431977,-3.8457434557360384,-2.896099843407193,Yes,True,True,True
112,28,material-dynamics,28,material,2,Chao sees something that is fabric.,Can Chao drape it?,Yes,20.0,1,-0.09112293273210526,-6.468540191650391,3.754620523003933,-3.5724403482431977,-3.8457434557360384,-2.896099843407193,Yes,True,True,True
114,29,material-dynamics,29,material,1,Chao sees the sesame.,Can Chao drape it?,No,20.0,1,-10.118690490722656,-0.07973676919937134,-6.272947034986618,2.8163630742078216,-3.8457434557360384,-2.896099843407193,No,True,False,True
116,29,material-dynamics,29,material,2,Chao sees the denim.,Can Chao drape it?,Yes,20.0,1,-0.06133929267525673,-5.187203884124756,3.7844041630607816,-2.291104040717563,-3.8457434557360384,-2.896099843407193,Yes,True,True,True
118,30,material-dynamics,30,material,1,Chao sees something that is granular.,Can Chao hang it?,No,20.0,1,-11.244071006774902,-0.06225457787513733,-7.398327551038864,2.8338452655320556,-3.8457434557360384,-2.896099843407193,No,True,False,True
120,30,material-dynamics,30,material,2,Chao sees something that is fabric.,Can Chao hang it?,Yes,20.0,1,-0.11860670894384384,-5.312269687652588,3.7271367467921945,-2.416169844245395,-3.8457434557360384,-2.896099843407193,Yes,True,True,True
124,31,material-dynamics,31,material,2,Chao sees the denim.,Can Chao hang it?,Yes,20.0,1,-0.04076317325234413,-4.655980587005615,3.8049802824836942,-1.7598807435984223,-3.8457434557360384,-2.896099843407193,Yes,True,True,True
127,32,material-dynamics,32,material,2,Chao sees something that is gas.,Can Chao pour it?,No,20.0,1,-0.2058374434709549,-1.8354966640472412,3.6399060122650835,1.0606031793599517,-3.8457434557360384,-2.896099843407193,Yes,False,True,False
128,32,material-dynamics,32,material,2,Chao sees something that is gas.,Can Chao compresse it?,Yes,20.0,2,-0.0635322630405426,-4.062164783477783,3.3034384784628994,-1.0348684995865018,-3.366970741503442,-3.0272962838912814,Yes,True,True,True
132,33,material-dynamics,33,material,2,Chao sees the oxygen.,Can Chao compresse it?,Yes,20.0,2,-0.12426798045635223,-2.874642848968506,3.2427027610470898,0.1526534349227755,-3.366970741503442,-3.0272962838912814,Yes,True,True,True
135,34,material-dynamics,34,material,2,Chao sees something that is liquid.,Can Chao rip it?,No,20.0,2,-12.305353164672852,-0.04934670776128769,-8.93838242316941,2.9779495761299937,-3.366970741503442,-3.0272962838912814,No,True,False,True
139,35,material-dynamics,35,material,2,Chao sees the water.,Can Chao rip it?,No,20.0,2,-13.491385459899902,-0.06323090195655823,-10.12441471839646,2.964065381934723,-3.366970741503442,-3.0272962838912814,No,True,False,True
141,36,material-dynamics,36,material,1,Chao sees something that is fabric.,Can Chao squeeze it?,Yes,20.0,2,-0.06002264469861984,-5.562368869781494,3.306948096804822,-2.535072585890213,-3.366970741503442,-3.0272962838912814,Yes,True,True,True
145,37,material-dynamics,37,material,1,Chao sees the denim.,Can Chao squeeze it?,Yes,20.0,2,-0.051892559975385666,-4.812331199645996,3.3150781815280563,-1.7850349157547147,-3.366970741503442,-3.0272962838912814,Yes,True,True,True
159,40,material-dynamics,40,material,2,Chao sees something that is liquid.,Can Chao wrinkle it?,No,20.0,2,-10.556929588317871,-0.07056835293769836,-7.189958846814429,2.956727930953583,-3.366970741503442,-3.0272962838912814,No,True,False,True
167,42,material-dynamics,42,material,2,Chao sees something that is liquid.,Can Chao drape it?,No,20.0,2,-10.993284225463867,-0.06271008402109146,-7.626313483960425,2.96458619987019,-3.366970741503442,-3.0272962838912814,No,True,False,True
171,43,material-dynamics,43,material,2,Chao sees the water.,Can Chao drape it?,No,20.0,2,-11.866385459899902,-0.07092887908220291,-8.49941471839646,2.9563674048090784,-3.366970741503442,-3.0272962838912814,No,True,False,True
175,44,material-dynamics,44,material,2,Chao sees something that is liquid.,Can Chao hang it?,No,20.0,2,-11.931929588317871,-0.079355388879776,-8.564958846814429,2.9479408950115054,-3.366970741503442,-3.0272962838912814,No,True,False,True
