property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-5.03036642074585,-9.187041282653809,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-7.044825077056885,-12.79858684539795,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-6.961822032928467,-6.777296543121338,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-6.372673988342285,-2.998400926589966,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-5.931190013885498,-3.465669870376587,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-4.663797378540039,-5.966542720794678,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-5.516790390014648,-2.4457459449768066,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-6.897363185882568,-7.652296543121338,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,-5.3130693435668945,-5.816626071929932,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-5.714271545410156,-5.089271545410156,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-6.088676929473877,-6.182582378387451,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,-4.066626071929932,-6.271185874938965,Yes,False
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-2.8671534061431885,-8.120379447937012,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-2.435900926589966,-6.217464923858643,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-5.372815132141113,-10.24882984161377,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-2.732591152191162,-7.247815132141113,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-7.998071193695068,-9.436744689941406,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-4.616905212402344,-3.8566136360168457,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-3.8824033737182617,-5.3072662353515625,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-4.7369160652160645,-6.946211814880371,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-4.194023609161377,-6.2041401863098145,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-4.088676929473877,-3.950448513031006,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-6.148877143859863,-6.465035915374756,Yes,False
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-5.708040237426758,-7.495659351348877,Yes,False
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-4.213676929473877,-5.278531551361084,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-4.362490653991699,-6.240243911743164,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-7.046465873718262,-9.556190490722656,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-5.560024261474609,-6.467615604400635,Yes,False
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-4.039961814880371,-7.436122894287109,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-4.716760158538818,-7.374088764190674,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-2.7723634243011475,-8.616905212402344,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-3.4022645950317383,-4.889710903167725,Yes,False
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-6.215856075286865,-6.1229472160339355,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-5.649740695953369,-6.840669631958008,Yes,True
can be bent,a leg,'',Can a leg be bent?,Yes,random,-5.2447662353515625,-6.810024261474609,Yes,True
