property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-3.7972559928894043,-8.248116493225098,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-4.586517810821533,-7.413478851318359,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-9.99474048614502,-8.682575225830078,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-6.040256977081299,-5.040256977081299,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-8.213895797729492,-8.184469223022461,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-4.7865495681762695,-6.685342788696289,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-5.103397369384766,-4.13124942779541,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-10.009566307067871,-11.48843002319336,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,-3.1942880153656006,-5.200101852416992,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-5.834848880767822,-7.589181423187256,Yes,False
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-3.5369303226470947,-5.0378313064575195,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,-10.597887992858887,-5.326751708984375,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-3.1773383617401123,-7.678493976593018,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-4.957131385803223,-6.958436965942383,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-5.830575466156006,-10.578519821166992,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-5.902207374572754,-10.655588150024414,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-8.702481269836426,-10.45916748046875,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-8.261067390441895,-10.259391784667969,Yes,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-8.13833236694336,-8.635695457458496,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-6.079845905303955,-8.329846382141113,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-4.127359390258789,-7.131691932678223,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-5.979710102081299,-6.237158298492432,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-11.282913208007812,-7.549835205078125,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-4.943303108215332,-3.4459400177001953,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-3.6590731143951416,-5.659073352813721,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-6.248110294342041,-7.744994640350342,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-5.163151741027832,-8.158819198608398,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-9.056123733520508,-11.2247896194458,Yes,False
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-3.987135410308838,-6.501766204833984,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-5.484686374664307,-9.461650848388672,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-1.5454457998275757,-6.046601295471191,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-4.790166854858398,-4.793282508850098,Yes,False
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-8.191567420959473,-7.922730922698975,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-4.893203258514404,-4.640087604522705,No,False
can be bent,a leg,'',Can a leg be bent?,Yes,random,-3.669292688369751,-4.926394939422607,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-4.659713268280029,-3.668795347213745,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-5.776907444000244,-7.7840094566345215,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-2.3996450901031494,-4.152282238006592,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-8.197525024414062,-6.4480719566345215,No,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-4.5944976806640625,-5.600046634674072,Yes,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,-5.841500759124756,-5.831965446472168,No,True
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-3.5065197944641113,-6.500014781951904,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-2.204011917114258,-4.951578617095947,Yes,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,-7.072668552398682,-8.58220386505127,Yes,False
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,-4.238821983337402,-6.738821983337402,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,-3.570802688598633,-6.8137006759643555,Yes,False
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,-1.394659399986267,-5.645560264587402,Yes,True
can be covered,butter,'',Can butter be covered?,No,random,-2.3092076778411865,-4.5577263832092285,Yes,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,-9.188960075378418,-12.415081977844238,Yes,False
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,-2.7825284004211426,-5.266941547393799,Yes,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,-8.514065742492676,-11.264065742492676,Yes,False
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,-10.980844497680664,-8.572549819946289,No,True
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,-1.769987940788269,-5.269988059997559,Yes,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,-3.3747899532318115,-5.6233086585998535,Yes,False
can be curly,hair,'',Can hair be curly?,Yes,random,-3.2855947017669678,-5.304296970367432,Yes,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,-2.594151496887207,-6.08506965637207,Yes,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,-5.266998291015625,-5.774100303649902,Yes,False
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,-5.4976019859313965,-8.262232780456543,Yes,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,-10.83340835571289,-10.306686401367188,No,True
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,-6.0227437019348145,-11.51366138458252,Yes,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,-4.1539692878723145,-8.153968811035156,Yes,True
can be deflated,flour,'',Can flour be deflated?,No,random,-4.7841081619262695,-4.5348100662231445,No,True
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,-2.4249496459960938,-6.933879375457764,Yes,True
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,-3.9181344509124756,-8.662321090698242,Yes,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,-2.5697498321533203,-6.06636905670166,Yes,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,-2.820035696029663,-5.794693470001221,Yes,False
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,-6.1970438957214355,-7.455334663391113,Yes,True
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,-5.649966239929199,-8.16051197052002,Yes,True
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,-2.8076865673065186,-5.040764331817627,Yes,True
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,-7.504376411437988,-7.721080303192139,Yes,False
can be eaten with chips,a deer,'',Can a deer be eaten with chips?,No,random,-6.2279181480407715,-9.95257568359375,Yes,False
can be emptied,a bolt,'',Can a bolt be emptied?,No,random,-7.73232889175415,-7.98232889175415,Yes,False
can be empty,a barrel,'',Can a barrel be empty?,Yes,random,-4.398170471191406,-5.411086559295654,Yes,True
can be environmentally friendly,a coach,'',Can a coach be environmentally friendly?,Yes,random,-3.3060009479522705,-7.556759357452393,Yes,True
